,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,is_location_exact,property_type,price,weekly_price,monthly_price,neighbourhood_cleansed_index,neighbourhood_group_cleansed_index,property_type_index
4978,Portazgo,Puente de Vallecas,28038.0,40.3889524733086,-3.6446297222519606,1,Apartment,22.0,154.0,660.0,135,13,0
4979,Puerta del Angel,Latina,28011.0,40.4106526721695,-3.736975669881101,0,Apartment,23.0,161.0,690.0,102,10,0
4980,El Viso,Chamartín,28002.0,40.44359861875841,-3.6788662555830434,1,Apartment,85.0,595.0,2550.0,51,5,0
4981,Cortes,Centro,28014.0,40.415695362638715,-3.6987075830443485,0,Apartment,90.0,630.0,2300.0,13,1,0
4982,Estrella,Retiro,28007.0,40.407820983778784,-3.669449190618223,1,Apartment,100.0,700.0,3000.0,33,3,0
4983,Sol,Centro,28013.0,40.41849302034198,-3.7045465555484727,1,Apartment,28.0,196.0,840.0,16,1,0
4984,Palacio,Centro,28005.0,40.41185221786665,-3.711547279468933,1,Apartment,95.0,665.0,2850.0,11,1,0
4985,Universidad,Centro,28004.0,40.42610685922753,-3.705760304457835,0,Apartment,47.0,329.0,1410.0,15,1,0
4986,Argüelles,Moncloa - Aravaca,28008.0,40.42539047646709,-3.714362201866428,0,Apartment,73.0,511.0,2190.0,92,9,0
4987,Quintana,Ciudad Lineal,28017.0,40.43368921679082,-3.6496637776755145,0,House,300.0,2100.0,9000.0,153,15,4
4988,Embajadores,Centro,28012.0,40.4102373677942,-3.6980633758983386,1,Apartment,95.0,665.0,2850.0,12,1,0
4989,Embajadores,Centro,28012.0,40.41098688796061,-3.7050591885379167,0,Apartment,25.0,175.0,750.0,12,1,0
4990,Universidad,Centro,28004.0,40.422373945934226,-3.704246910752112,1,Apartment,38.0,266.0,1140.0,15,1,0
4991,Delicias,Arganzuela,28045.0,40.39583368331067,-3.693823843790903,1,Apartment,30.0,210.0,900.0,25,2,0
4992,Ríos Rosas,Chamberí,28003.0,40.44455735510829,-3.7025422726886457,1,Apartment,75.0,525.0,2250.0,75,7,0
4993,Alameda de Osuna,Barajas,28042.0,40.455794449965595,-3.5883330352093363,0,Apartment,48.0,235.0,1440.0,211,21,0
4994,Cuatro Caminos,Tetuán,28020.0,40.45296586820145,-3.6921088511212834,0,Other,55.0,385.0,1650.0,62,6,6
4995,Embajadores,Centro,28012.0,40.41183326595553,-3.705628641769812,1,Apartment,110.0,770.0,3300.0,12,1,0
4996,Embajadores,Centro,28012.0,40.41173592395017,-3.706003407422977,0,Apartment,29.0,203.0,870.0,12,1,0
4997,Prosperidad,Chamartín,28002.0,40.44184374649704,-3.676954540635609,1,Apartment,90.0,630.0,2700.0,52,5,0
4998,Embajadores,Centro,28012.0,40.41247897871241,-3.6997103999246304,1,Apartment,70.0,490.0,2100.0,12,1,0
4999,Justicia,Centro,28013.0,40.420195830429066,-3.698402621060298,0,Apartment,300.0,2100.0,9000.0,14,1,0
5000,Justicia,Centro,28004.0,40.42313589571197,-3.6975725447962255,0,Condominium,250.0,1750.0,7500.0,14,1,7
5001,Castillejos,Tetuán,28020.0,40.45738585739967,-3.6958462704620745,1,Serviced apartment,62.0,434.0,1860.0,63,6,5
5002,Universidad,Centro,28004.0,40.42321458893852,-3.702658962010642,0,Apartment,37.0,259.0,1110.0,15,1,0
5003,Goya,Salamanca,28009.0,40.422140163340494,-3.6772234242632567,1,Apartment,34.0,301.0,716.0,42,4,0
5004,Almagro,Chamberí,28010.0,40.4323506755084,-3.6954771393868655,0,Apartment,100.0,700.0,3000.0,74,7,0
5005,Concepción,Ciudad Lineal,28027.0,40.44218714044157,-3.6461521324815167,1,House,35.0,245.0,1050.0,154,15,4
5006,Universidad,Centro,28015.0,40.42760702345365,-3.7077601454290297,1,Apartment,55.0,385.0,1650.0,15,1,0
5007,Aeropuerto,Barajas,28042.0,40.450076470435455,-3.581900674625777,0,Apartment,36.0,252.0,1080.0,212,21,0
5008,Vallehermoso,Chamberí,28003.0,40.44422089532598,-3.704597678275354,1,Apartment,21.0,147.0,630.0,76,7,0
5009,Canillas,Hortaleza,28043.0,40.462734627223256,-3.6512238035454714,1,Apartment,30.0,210.0,900.0,163,16,0
5010,Ibiza,Retiro,28009.0,40.415907320597185,-3.6766643255616867,0,Apartment,45.0,315.0,1350.0,34,3,0
5011,Palacio,Centro,28005.0,40.41301120935317,-3.709334216763145,1,Apartment,39.0,273.0,1170.0,11,1,0
5012,Comillas,Carabanchel,28019.0,40.396573666079135,-3.713479588309803,1,Condominium,18.0,126.0,540.0,111,11,7
5013,Palos de Moguer,Arganzuela,28045.0,40.40380157165541,-3.691649839985615,1,Apartment,50.0,350.0,1500.0,26,2,0
5014,Cortes,Centro,28013.0,40.41912591500371,-3.6988060304286257,0,Apartment,300.0,2100.0,9000.0,13,1,0
5015,Jerónimos,Retiro,28014.0,40.408128549797475,-3.6844103174811487,1,Apartment,65.0,455.0,1950.0,35,3,0
5016,Palacio,Centro,28013.0,40.4201965469177,-3.711919511122353,1,Condominium,407.280000000017,2850.960000000119,12218.40000000051,11,1,7
5017,Sol,Centro,28012.0,40.415535584865204,-3.7024055520871615,1,Apartment,65.0,455.0,1950.0,16,1,0
5018,Embajadores,Centro,28005.0,40.40647942796541,-3.707416674353457,1,Bed and breakfast,60.0,420.0,1800.0,12,1,8
5019,Palacio,Centro,28005.0,40.41390497262847,-3.708150559106941,0,Apartment,45.0,315.0,1350.0,11,1,0
5020,Palacio,Centro,28005.0,40.41020676758215,-3.7136401366408816,0,Apartment,80.0,400.0,1500.0,11,1,0
5021,Goya,Salamanca,28006.0,40.42470622552493,-3.6751751717367727,1,Apartment,50.0,350.0,1500.0,42,4,0
5022,Pacífico,Retiro,28007.0,40.403347694852364,-3.6796177712243665,0,Apartment,60.0,380.0,1200.0,31,3,0
5023,Prosperidad,Chamartín,28002.0,40.440072964003946,-3.6744549854339774,0,House,36.0,270.0,1000.0,52,5,4
5024,Numancia,Puente de Vallecas,28038.0,40.40048856996849,-3.665619967152725,1,Apartment,50.0,350.0,1500.0,136,13,0
5025,Justicia,Centro,28004.0,40.421468485085036,-3.6986036293842575,0,Apartment,75.0,525.0,2250.0,14,1,0
5026,Cuatro Caminos,Tetuán,28020.0,40.45328430576048,-3.6934987753804127,0,Apartment,80.0,560.0,2400.0,62,6,0
5027,Universidad,Centro,28004.0,40.420383593662244,-3.7024408939025517,1,Apartment,60.0,420.0,1800.0,15,1,0
5028,Embajadores,Centro,28012.0,40.40581437264116,-3.700251544601717,1,Apartment,49.0,343.0,1470.0,12,1,0
5029,Ciudad Universitaria,Moncloa - Aravaca,28039.0,40.44885441919808,-3.710601155237857,1,Other,65.0,455.0,1950.0,93,9,6
5030,Opañel,Carabanchel,28019.0,40.39031432928695,-3.7281483848707206,1,House,70.0,490.0,2100.0,112,11,4
5031,Puerta del Angel,Latina,28011.0,40.412662869860185,-3.7302105148450666,1,Apartment,17.0,119.0,510.0,102,10,0
5032,Goya,Salamanca,28001.0,40.4261004143324,-3.677599590127629,1,Apartment,59.0,413.0,1770.0,42,4,0
5033,Universidad,Centro,28004.0,40.42489990141272,-3.7043069819711434,1,Apartment,61.0,427.0,1830.0,15,1,0
5034,Justicia,Centro,28004.0,40.425850091571,-3.6956978602606383,0,Apartment,30.0,210.0,900.0,14,1,0
5035,Delicias,Arganzuela,28045.0,40.399403173461145,-3.690850066747004,1,Apartment,25.0,175.0,750.0,25,2,0
5036,Universidad,Centro,28004.0,40.42798677768403,-3.701942068959967,0,Apartment,24.0,168.0,720.0,15,1,0
5037,Chopera,Arganzuela,28045.0,40.39159421778399,-3.6954358981303272,0,Apartment,50.0,315.0,1100.0,23,2,0
5038,Sol,Centro,28005.0,40.41382513210944,-3.708029557936897,1,Apartment,85.0,595.0,2550.0,16,1,0
5039,Costillares,Ciudad Lineal,28033.0,40.484122227670476,-3.669493359935169,1,Apartment,49.0,343.0,1470.0,159,15,0
5040,Palacio,Centro,28005.0,40.41196749168142,-3.709193913031709,0,Apartment,407.280000000017,2850.960000000119,12218.40000000051,11,1,0
5041,Casa de Campo,Moncloa - Aravaca,28008.0,40.4221116241749,-3.717063465247283,0,Loft,200.0,1400.0,6000.0,91,9,2
5042,Sol,Centro,28012.0,40.415171529963644,-3.7055570256549655,1,Apartment,80.0,560.0,2400.0,16,1,0
5043,Argüelles,Moncloa - Aravaca,28008.0,40.427094202753025,-3.7150378028585527,1,Apartment,82.0,574.0,2460.0,92,9,0
5044,Universidad,Centro,28004.0,40.42413262202521,-3.702670877910885,1,Apartment,80.0,560.0,2400.0,15,1,0
5045,Universidad,Centro,28004.0,40.42669715879068,-3.703124920498765,1,Bed and breakfast,25.0,175.0,750.0,15,1,8
5046,Opañel,Carabanchel,28019.0,40.39445472629782,-3.7211389136269126,1,Apartment,14.0,95.0,299.0,112,11,0
5047,Arapiles,Chamberí,28015.0,40.435572074499866,-3.7094336576180607,1,Apartment,95.0,665.0,2850.0,72,7,0
5048,Palacio,Centro,28013.0,40.41533239630539,-3.7104119339315154,1,Apartment,66.0,462.0,1980.0,11,1,0
5049,Castillejos,Tetuán,28020.0,40.45807982386982,-3.6991945477391353,0,Apartment,47.0,220.0,540.0,63,6,0
5050,Ríos Rosas,Chamberí,28003.0,40.4392630727676,-3.695132525175152,0,Apartment,90.0,630.0,2700.0,75,7,0
5051,Almagro,Chamberí,28010.0,40.42762542182509,-3.692995795657344,1,Apartment,79.0,553.0,2370.0,74,7,0
5052,Gaztambide,Chamberí,28015.0,40.4330670231291,-3.714600413485832,1,Apartment,80.0,560.0,2400.0,71,7,0
5053,Almendrales,Usera,28026.0,40.38528298511549,-3.7028329252391137,1,Serviced apartment,34.0,238.0,1020.0,124,12,5
5054,Palacio,Centro,28005.0,40.4134369897056,-3.708233442812752,1,Apartment,40.0,280.0,1200.0,11,1,0
5055,Castellana,Salamanca,28006.0,40.43586522812719,-3.6819269740936216,1,Serviced apartment,214.0,1498.0,6420.0,46,4,5
5056,Guindalera,Salamanca,28028.0,40.4371539316137,-3.6715262629843526,1,Apartment,43.0,301.0,1290.0,44,4,0
5057,Embajadores,Centro,28012.0,40.41094900562532,-3.6979725386376767,1,Apartment,45.0,315.0,1350.0,12,1,0
5058,Sol,Centro,28012.0,40.414291542389094,-3.704036165261048,0,Apartment,90.0,630.0,2700.0,16,1,0
5059,Recoletos,Salamanca,28009.0,40.42123545986189,-3.6839321254586013,0,Apartment,180.0,1260.0,5400.0,41,4,0
5060,Palacio,Centro,28005.0,40.4120234303171,-3.7117681122664536,0,Apartment,125.0,875.0,3750.0,11,1,0
5061,Justicia,Centro,28004.0,40.42351467045216,-3.6976709985603904,1,Apartment,80.0,560.0,2400.0,14,1,0
5062,Acacias,Arganzuela,28005.0,40.40106902175932,-3.7125621707430216,0,Apartment,110.0,770.0,3300.0,22,2,0
5063,Quintana,Ciudad Lineal,28027.0,40.439314071680606,-3.637715893227922,0,Apartment,30.0,210.0,900.0,153,15,0
5064,Universidad,Centro,28004.0,40.427592216487945,-3.7038766320667817,1,Apartment,89.0,623.0,2670.0,15,1,0
5065,Lista,Salamanca,28001.0,40.43046522590952,-3.679020374332653,1,House,172.0,1204.0,5160.0,45,4,4
5066,Guindalera,Salamanca,28028.0,40.4345142613753,-3.6690186121029225,0,Apartment,90.0,630.0,2700.0,44,4,0
5067,Adelfas,Retiro,28007.0,40.40572118447141,-3.668878205047697,0,Apartment,36.0,252.0,1080.0,32,3,0
5068,Chopera,Arganzuela,28045.0,40.39742356677422,-3.6973590806181416,1,Apartment,50.0,350.0,1500.0,23,2,0
5069,Recoletos,Salamanca,28001.0,40.42319101088471,-3.6901680265857486,1,Serviced apartment,85.0,595.0,2550.0,41,4,5
5070,Almagro,Chamberí,28010.0,40.43557877186265,-3.694677996001137,1,Apartment,65.0,455.0,1950.0,74,7,0
5071,Butarque,Villaverde,28038.0,40.35723720170808,-3.680284459939541,0,Apartment,18.0,70.0,320.0,173,17,0
5072,Embajadores,Centro,28012.0,40.40875085133844,-3.699092592310375,1,Apartment,76.0,532.0,2280.0,12,1,0
5073,Embajadores,Centro,28005.0,40.40931278283657,-3.7096323571913654,1,Apartment,40.0,350.0,790.0,12,1,0
5074,Moscardó,Usera,28026.0,40.38734372477495,-3.713913506244247,0,Condominium,25.0,175.0,750.0,125,12,7
5075,Delicias,Arganzuela,28045.0,40.39752283108752,-3.6935189273057927,0,Apartment,35.0,210.0,1050.0,25,2,0
5076,Cortes,Centro,28014.0,40.412311934927395,-3.6943583015762576,1,Apartment,59.0,413.0,1770.0,13,1,0
5077,Niño Jesús,Retiro,28007.0,40.41031938526781,-3.672500787178479,1,Apartment,120.0,840.0,3600.0,36,3,0
5078,Delicias,Arganzuela,28045.0,40.39317366847077,-3.6870874128453575,0,Apartment,40.0,250.0,1200.0,25,2,0
5079,El Viso,Chamartín,28036.0,40.44699497834113,-3.6890507086806186,1,Apartment,110.0,770.0,3300.0,51,5,0
5080,Sol,Centro,28012.0,40.415602857773564,-3.7061397543948003,1,Apartment,85.0,595.0,2550.0,16,1,0
5081,Prosperidad,Chamartín,28002.0,40.44019587777825,-3.6747430661769256,1,Apartment,65.0,455.0,1950.0,52,5,0
5082,Universidad,Centro,28004.0,40.425114535094025,-3.7057354694796936,0,Apartment,70.0,490.0,2100.0,15,1,0
5083,Cortes,Centro,28014.0,40.411870416896896,-3.6941050370100563,1,Apartment,35.0,245.0,1050.0,13,1,0
5084,Castellana,Salamanca,28006.0,40.435551805424794,-3.682322620725989,1,Apartment,360.0,2520.0,10800.0,46,4,0
5085,Lista,Salamanca,28006.0,40.430564123576154,-3.677673071773319,0,Apartment,62.0,434.0,1860.0,45,4,0
5086,Justicia,Centro,28004.0,40.42450082454188,-3.691626658716042,1,Apartment,190.0,1330.0,5700.0,14,1,0
5087,Pinar del Rey,Hortaleza,28033.0,40.475085585656146,-3.6497797066042716,0,Apartment,21.0,100.0,380.0,164,16,0
5088,Legazpi,Arganzuela,28045.0,40.39010645394519,-3.6872228649501535,1,Condominium,65.0,455.0,1950.0,24,2,7
5089,Pradolongo,Usera,28026.0,40.38420859470117,-3.7058759755265935,0,House,24.0,168.0,720.0,127,12,4
5090,Embajadores,Centro,28012.0,40.4125039811204,-3.705409841865353,1,Apartment,50.0,350.0,1500.0,12,1,0
5091,Buenavista,Carabanchel,28054.0,40.36528139492749,-3.7606215897394866,0,Apartment,25.0,175.0,750.0,116,11,0
5092,Embajadores,Centro,28012.0,40.41281298138698,-3.705073634595177,0,Apartment,45.0,315.0,1350.0,12,1,0
5093,Universidad,Centro,28004.0,40.42600356670628,-3.7052003467227532,0,Apartment,80.0,560.0,2400.0,15,1,0
5094,Palos de Moguer,Arganzuela,28012.0,40.404320255342434,-3.696548715171634,0,Apartment,30.0,210.0,900.0,26,2,0
5095,Puerta del Angel,Latina,28011.0,40.411445164625775,-3.735793824629255,0,Apartment,23.0,161.0,690.0,102,10,0
5096,Justicia,Centro,28004.0,40.42163863102446,-3.697601720142015,1,Apartment,45.0,315.0,1350.0,14,1,0
5097,Sol,Centro,28005.0,40.415773448052114,-3.707219676727464,1,Apartment,36.0,252.0,1080.0,16,1,0
5098,Sol,Centro,28012.0,40.41634496495104,-3.708166135563351,1,Serviced apartment,95.0,665.0,2850.0,16,1,5
5099,Los Cármenes,Latina,28047.0,40.39542674407776,-3.7401505203969294,0,Apartment,30.0,210.0,900.0,101,10,0
5100,Casa de Campo,Moncloa - Aravaca,28008.0,40.42186137555335,-3.7203575846954138,1,Apartment,115.0,571.0,2016.0,91,9,0
5101,San Isidro,Carabanchel,28019.0,40.39584789528702,-3.721102789183727,1,Apartment,38.0,266.0,1140.0,113,11,0
5102,Sol,Centro,28012.0,40.415579891613724,-3.702791124771267,0,Apartment,34.0,238.0,1020.0,16,1,0
5103,Palacio,Centro,28012.0,40.41153069892764,-3.7082260055025418,0,Apartment,115.0,805.0,3450.0,11,1,0
5104,Goya,Salamanca,28009.0,40.424685287202884,-3.675653492248223,1,Apartment,55.0,385.0,1650.0,42,4,0
5105,Castellana,Salamanca,28001.0,40.43011494098896,-3.6835755712781424,1,Loft,53.0,371.0,1590.0,46,4,2
5106,Justicia,Centro,28004.0,40.42195487177132,-3.699312517923463,1,Apartment,59.0,413.0,1770.0,14,1,0
5107,Ventas,Ciudad Lineal,28017.0,40.426527727503846,-3.650081824638337,0,Apartment,40.0,280.0,1200.0,151,15,0
5108,Delicias,Arganzuela,28045.0,40.39338483754254,-3.687946194952681,1,Apartment,90.0,630.0,2700.0,25,2,0
5109,Gaztambide,Chamberí,28015.0,40.431729456756784,-3.7129989383428414,0,Apartment,45.0,315.0,1350.0,71,7,0
5110,Hispanoamérica,Chamartín,28036.0,40.457525421855394,-3.684074270240681,1,Apartment,67.0,469.0,2010.0,54,5,0
5111,Chopera,Arganzuela,28045.0,40.39760675853103,-3.6987392606255383,1,Apartment,65.0,455.0,1950.0,23,2,0
5112,Justicia,Centro,28004.0,40.41979183573503,-3.69878666215948,1,Other,65.0,455.0,1950.0,14,1,6
5113,Universidad,Centro,28004.0,40.425032345075984,-3.7022013743731867,1,Apartment,118.0,826.0,3540.0,15,1,0
5114,Embajadores,Centro,28005.0,40.40783930199793,-3.709459732905368,0,Apartment,49.0,343.0,1470.0,12,1,0
5115,Almenara,Tetuán,28029.0,40.46681120378835,-3.691504864613189,1,Apartment,69.0,483.0,2070.0,64,6,0
5116,Embajadores,Centro,28012.0,40.41393946153225,-3.7055792761286876,0,Apartment,19.0,133.0,570.0,12,1,0
5117,Embajadores,Centro,28012.0,40.41383312307587,-3.7055331390352095,0,Apartment,19.0,133.0,570.0,12,1,0
5118,Embajadores,Centro,28012.0,40.41322112367564,-3.704440854816107,1,Serviced apartment,100.0,700.0,3000.0,12,1,5
5119,Sol,Centro,28013.0,40.417363624546255,-3.7068648051919335,1,Apartment,20.0,140.0,600.0,16,1,0
5120,Sol,Centro,28013.0,40.41826419624051,-3.7082581103498313,0,Apartment,38.0,266.0,1140.0,16,1,0
5121,Embajadores,Centro,28012.0,40.41054626170608,-3.7026585324339436,1,Apartment,55.0,385.0,1650.0,12,1,0
5122,Embajadores,Centro,28012.0,40.412753160453676,-3.7062226789999575,1,Apartment,125.0,875.0,3750.0,12,1,0
5123,Chopera,Arganzuela,28045.0,40.39556737574016,-3.698525086702885,0,Apartment,25.0,175.0,750.0,23,2,0
5124,Aluche,Latina,28047.0,40.388379702286784,-3.758674478285754,1,Apartment,9.0,63.0,270.0,104,10,0
5125,Ríos Rosas,Chamberí,28003.0,40.445604289556016,-3.6972218094324014,1,Apartment,320.0,2240.0,9600.0,75,7,0
5126,Embajadores,Centro,28012.0,40.40851532252971,-3.696371498110108,0,Apartment,48.0,336.0,1440.0,12,1,0
5127,Embajadores,Centro,28012.0,40.409344435868114,-3.699847255612714,1,Apartment,46.0,322.0,1380.0,12,1,0
5128,Berruguete,Tetuán,28039.0,40.462262416037305,-3.70213093584096,0,Apartment,16.0,112.0,480.0,66,6,0
5129,Argüelles,Moncloa - Aravaca,28008.0,40.43259675778601,-3.7227869132087834,0,House,18.0,126.0,540.0,92,9,4
5130,Costillares,Ciudad Lineal,28033.0,40.468016184564355,-3.6690646075486435,0,Apartment,70.0,490.0,2100.0,159,15,0
5131,Embajadores,Centro,28012.0,40.41127011838113,-3.701940115716465,1,Serviced apartment,71.0,497.0,2130.0,12,1,5
5132,Embajadores,Centro,28012.0,40.40688126959889,-3.7041092605327464,0,Apartment,50.0,350.0,1500.0,12,1,0
5133,Universidad,Centro,28004.0,40.42325349099869,-3.7076947956914608,0,Apartment,60.0,420.0,1800.0,15,1,0
5134,Sol,Centro,28013.0,40.41725586603851,-3.7075539481695694,1,Apartment,59.0,413.0,1770.0,16,1,0
5135,Canillas,Hortaleza,28043.0,40.4641354167245,-3.6504051986976735,1,Apartment,32.0,224.0,960.0,163,16,0
5136,La Paz,Fuencarral - El Pardo,28029.0,40.48114473960352,-3.7008004033087336,0,Apartment,17.0,119.0,510.0,85,8,0
5137,Pacífico,Retiro,28007.0,40.406716235491245,-3.6784125778243633,1,Apartment,30.0,145.0,480.0,31,3,0
5138,Prosperidad,Chamartín,28002.0,40.44599619997732,-3.6639570846783633,0,Apartment,20.0,140.0,600.0,52,5,0
5139,Castellana,Salamanca,28006.0,40.43472848481475,-3.684605048484949,1,Serviced apartment,221.0,1547.0,6630.0,46,4,5
5140,Ventas,Ciudad Lineal,28017.0,40.43106091282324,-3.6572236423168953,0,Apartment,20.0,95.0,330.0,151,15,0
5141,Ventas,Ciudad Lineal,28017.0,40.430421579374105,-3.6563059285128565,0,Apartment,20.0,105.0,350.0,151,15,0
5142,Palos de Moguer,Arganzuela,28045.0,40.403194416855435,-3.690832130200061,0,Apartment,17.0,119.0,510.0,26,2,0
5143,Pacífico,Retiro,28007.0,40.40481890456743,-3.6730430248311783,1,Apartment,23.0,161.0,690.0,31,3,0
5144,Recoletos,Salamanca,28001.0,40.421492951251594,-3.6834575472043403,1,Apartment,70.0,490.0,2100.0,41,4,0
5145,Pacífico,Retiro,28007.0,40.40615536098552,-3.6727970228717512,1,Apartment,30.0,210.0,900.0,31,3,0
5146,Chopera,Arganzuela,28045.0,40.39579331852351,-3.6971339331763033,1,Apartment,23.0,140.0,690.0,23,2,0
5147,Chopera,Arganzuela,28045.0,40.395141900418906,-3.6967524010658965,0,Apartment,20.0,140.0,600.0,23,2,0
5148,Palacio,Centro,28013.0,40.41616177662582,-3.7107644141045175,1,Apartment,53.0,371.0,1590.0,11,1,0
5149,Castellana,Salamanca,28001.0,40.42960540066768,-3.6832954186332882,0,Apartment,67.0,469.0,2010.0,46,4,0
5150,Almagro,Chamberí,28010.0,40.43324915645589,-3.69330598283446,1,Apartment,22.0,154.0,660.0,74,7,0
5151,Embajadores,Centro,28012.0,40.409859354573214,-3.699214812582552,1,Apartment,60.0,420.0,1800.0,12,1,0
5152,Trafalgar,Chamberí,28010.0,40.431081284630324,-3.703595259798537,1,Apartment,40.0,280.0,1200.0,73,7,0
5153,Canillas,Hortaleza,28043.0,40.46443695960493,-3.6471832549533367,0,Apartment,90.0,630.0,2700.0,163,16,0
5154,Chopera,Arganzuela,28045.0,40.397663266479185,-3.7006312315095977,0,Loft,40.0,280.0,1200.0,23,2,2
5155,Recoletos,Salamanca,28001.0,40.426357749161895,-3.6801708387248127,1,Serviced apartment,114.0,798.0,3420.0,41,4,5
5156,Embajadores,Centro,28012.0,40.407323860955714,-3.7002543938308183,0,Apartment,70.0,490.0,2100.0,12,1,0
5157,Cortes,Centro,28014.0,40.412306145401054,-3.697056193643598,0,Apartment,55.0,385.0,1650.0,13,1,0
5158,Cortes,Centro,28014.0,40.412041870516894,-3.697563942224927,1,Apartment,75.0,525.0,2250.0,13,1,0
5159,Sol,Centro,28013.0,40.41827322249786,-3.705083435397911,1,Apartment,120.0,840.0,3600.0,16,1,0
5160,Embajadores,Centro,28012.0,40.40778245524199,-3.700021726767487,1,Apartment,45.0,315.0,1350.0,12,1,0
5161,Prosperidad,Chamartín,28002.0,40.441035334208934,-3.67132242384408,0,Condominium,200.0,1400.0,6000.0,52,5,7
5162,Ríos Rosas,Chamberí,28003.0,40.44628712599466,-3.699714965449606,1,Apartment,18.0,126.0,540.0,75,7,0
5163,Justicia,Centro,28004.0,40.42573172068408,-3.6944054389736665,1,Apartment,170.0,1190.0,5100.0,14,1,0
5164,Embajadores,Centro,28005.0,40.41121864606468,-3.7078636366736992,1,Apartment,35.0,245.0,1050.0,12,1,0
5165,Lista,Salamanca,28002.0,40.431206016638214,-3.6776772205515433,0,Apartment,85.0,595.0,2550.0,45,4,0
5166,Ibiza,Retiro,28009.0,40.418733781618,-3.673956062042477,1,Apartment,14.0,98.0,420.0,34,3,0
5167,Almagro,Chamberí,28010.0,40.43768333409925,-3.698469384371053,1,Apartment,45.0,315.0,1350.0,74,7,0
5168,Universidad,Centro,28004.0,40.422688121793186,-3.704904303116551,0,Apartment,75.0,525.0,2250.0,15,1,0
5169,Universidad,Centro,28015.0,40.424470585046095,-3.7087966664663488,0,Apartment,82.0,574.0,2460.0,15,1,0
5170,Buenavista,Carabanchel,28044.0,40.36757706806495,-3.755389243157429,1,Apartment,50.0,350.0,1500.0,116,11,0
5171,Berruguete,Tetuán,28039.0,40.45896045296385,-3.708223702933337,1,Apartment,21.0,147.0,630.0,66,6,0
5172,Trafalgar,Chamberí,28010.0,40.43102772938112,-3.701087977052687,1,Apartment,9.0,63.0,270.0,73,7,0
5173,Cortes,Centro,28014.0,40.41199068431544,-3.69730902449754,0,Apartment,99.0,693.0,2970.0,13,1,0
5174,Recoletos,Salamanca,28001.0,40.42489340948237,-3.6824630325251513,1,House,30.0,210.0,900.0,41,4,4
5175,Justicia,Centro,28004.0,40.42379067742448,-3.697147787286765,1,Apartment,59.0,413.0,1770.0,14,1,0
5176,Embajadores,Centro,28012.0,40.411182632050036,-3.702765773308472,0,Apartment,48.0,336.0,1440.0,12,1,0
5177,Nueva España,Chamartín,28046.0,40.461353821542296,-3.6878604590699067,1,Apartment,59.0,413.0,1770.0,55,5,0
5178,Embajadores,Centro,28012.0,40.411494437032744,-3.7039401812658688,1,Apartment,99.0,619.0,2184.0,12,1,0
5179,Universidad,Centro,28004.0,40.427919578597155,-3.7055941395632006,0,Apartment,85.0,595.0,2550.0,15,1,0
5180,Universidad,Centro,28004.0,40.42559277300539,-3.7059646650576985,1,Condominium,140.0,980.0,4200.0,15,1,7
5181,Universidad,Centro,28004.0,40.42669429501729,-3.7077269141493687,1,Apartment,45.0,315.0,1350.0,15,1,0
5182,Embajadores,Centro,28012.0,40.41198027207642,-3.702115734485033,1,Apartment,45.0,315.0,1350.0,12,1,0
5183,Prosperidad,Chamartín,28002.0,40.44628419095461,-3.6618255757737614,0,Loft,79.0,553.0,2370.0,52,5,2
5184,Cortes,Centro,28014.0,40.41559423132541,-3.700580381940477,1,Apartment,150.0,1050.0,4500.0,13,1,0
5185,Cuatro Caminos,Tetuán,28020.0,40.45276581741346,-3.6939316550612986,1,Apartment,125.0,875.0,3750.0,62,6,0
5186,Embajadores,Centro,28012.0,40.40797975236384,-3.702856189108806,0,Apartment,54.0,378.0,1620.0,12,1,0
5187,Embajadores,Centro,28012.0,40.412416437647636,-3.7069697488955007,1,Apartment,19.0,133.0,570.0,12,1,0
5188,Embajadores,Centro,28012.0,40.41129663721871,-3.7026749368329424,1,Apartment,49.0,343.0,1900.0,12,1,0
5189,Opañel,Carabanchel,28019.0,40.39285278546811,-3.719252721052434,1,Apartment,22.0,154.0,660.0,112,11,0
5190,Valdezarza,Moncloa - Aravaca,28039.0,40.46353232416757,-3.71032829976272,0,Apartment,105.0,735.0,3150.0,94,9,0
5191,Universidad,Centro,28004.0,40.42413095341507,-3.70142920127738,1,Apartment,80.0,560.0,2400.0,15,1,0
5192,Prosperidad,Chamartín,28002.0,40.44218481430331,-3.6740783845932072,1,Condominium,31.0,175.0,700.0,52,5,7
5193,Palos de Moguer,Arganzuela,28045.0,40.40294949291762,-3.6964922172463472,1,Apartment,30.0,210.0,900.0,26,2,0
5194,Casa de Campo,Moncloa - Aravaca,28008.0,40.430775238247115,-3.735669805445163,1,House,21.0,147.0,630.0,91,9,4
5195,Justicia,Centro,28004.0,40.42080769385951,-3.6973113476168646,1,Apartment,59.0,413.0,1770.0,14,1,0
5196,Universidad,Centro,28015.0,40.425256401581386,-3.7087182670270153,1,Loft,80.0,560.0,2400.0,15,1,2
5197,Casa de Campo,Moncloa - Aravaca,28008.0,40.42285774979923,-3.7245757112879945,1,Apartment,150.0,1050.0,4500.0,91,9,0
5198,Embajadores,Centro,28012.0,40.40962064791742,-3.7031777349599913,1,Loft,49.0,343.0,1470.0,12,1,2
