,neighbourhood_cleansed,neighbourhood_group_cleansed,zipcode,latitude,longitude,is_location_exact,property_type,price,weekly_price,monthly_price,neighbourhood_cleansed_index,neighbourhood_group_cleansed_index,property_type_index
14863,Comillas,Carabanchel,28019.0,40.39368647388796,-3.708353616032925,1,Guesthouse,30.0,210.0,900.0,111,11,10
14864,Embajadores,Centro,28012.0,40.40806847974283,-3.6982086636964713,1,Loft,80.0,560.0,2400.0,12,1,2
14865,Palos de Moguer,Arganzuela,28045.0,40.40096557996826,-3.6913123074830287,1,Apartment,60.0,420.0,1800.0,26,2,0
14866,Legazpi,Arganzuela,28045.0,40.38825493683346,-3.688616948608968,1,Serviced apartment,29.0,203.0,870.0,24,2,5
14867,Adelfas,Retiro,28007.0,40.400535215268754,-3.67389253165686,1,Condominium,80.0,560.0,2400.0,32,3,7
14868,Concepción,Ciudad Lineal,28027.0,40.43553218034836,-3.653119055101599,1,House,20.0,140.0,600.0,154,15,4
14869,Las Águilas,Latina,28044.0,40.38169046777068,-3.7717824063508636,1,House,30.0,210.0,900.0,107,10,4
14870,Puerta del Angel,Latina,28011.0,40.40950189598639,-3.7279315238180364,1,Apartment,18.0,126.0,540.0,102,10,0
14871,Casco Histórico de Vallecas,Villa de Vallecas,28031.0,40.37119963431806,-3.621417531986896,0,Apartment,22.0,154.0,660.0,181,18,0
14872,Rejas,San Blas - Canillejas,28022.0,40.44722071067204,-3.5822528876495183,1,Condominium,45.0,315.0,1350.0,206,20,7
14873,Moscardó,Usera,28026.0,40.388724427461135,-3.707216692951037,1,Apartment,16.0,112.0,480.0,125,12,0
14874,Imperial,Arganzuela,28005.0,40.406156536970755,-3.713122044163625,1,Serviced apartment,80.0,560.0,2400.0,21,2,5
14875,Embajadores,Centro,28012.0,40.41368495268142,-3.705663600441013,1,Apartment,17.0,119.0,510.0,12,1,0
14876,Sol,Centro,28012.0,40.4137883035718,-3.7070432113367415,1,Apartment,17.0,119.0,510.0,16,1,0
14877,Palomeras Sureste,Puente de Vallecas,28031.0,40.38068986892297,-3.632900855102157,0,Apartment,60.0,420.0,1800.0,134,13,0
14878,Pilar,Fuencarral - El Pardo,28029.0,40.47347285700639,-3.7136107538011855,1,Apartment,15.0,105.0,450.0,84,8,0
14879,Arapiles,Chamberí,28015.0,40.43534781075999,-3.709618019675185,1,Apartment,75.0,525.0,2250.0,72,7,0
14880,Embajadores,Centro,28012.0,40.41233923386217,-3.7067596750779903,1,Apartment,25.0,175.0,750.0,12,1,0
14881,Almagro,Chamberí,28010.0,40.43370781931841,-3.6938310579317766,1,Loft,80.0,560.0,2400.0,74,7,2
14882,Canillas,Hortaleza,28043.0,40.46335867650856,-3.6314454906112035,0,Apartment,18.0,126.0,540.0,163,16,0
14883,Rosas,San Blas - Canillejas,28022.0,40.42843908434409,-3.6086615033622262,0,Apartment,25.0,175.0,750.0,205,20,0
14884,Castellana,Salamanca,28006.0,40.435544036526615,-3.680441397131259,1,Apartment,95.0,665.0,2850.0,46,4,0
14885,Embajadores,Centro,28012.0,40.41100172374284,-3.700815405891405,1,Apartment,42.0,294.0,1260.0,12,1,0
14886,Justicia,Centro,28004.0,40.42147190387061,-3.6984325191556033,1,Apartment,80.0,560.0,2400.0,14,1,0
14887,Ríos Rosas,Chamberí,28003.0,40.440928882778756,-3.697114880471547,1,Apartment,21.0,147.0,630.0,75,7,0
14888,Palos de Moguer,Arganzuela,28045.0,40.403558333159424,-3.6907303995434617,1,Apartment,49.0,343.0,1470.0,26,2,0
14889,Trafalgar,Chamberí,28010.0,40.430345950129436,-3.700146789166777,1,Hostel,38.0,266.0,1140.0,73,7,1
14890,Prosperidad,Chamartín,28002.0,40.44146989799096,-3.6771945968306214,0,Apartment,12.0,84.0,360.0,52,5,0
14891,Palacio,Centro,28013.0,40.4195013150718,-3.7080969268911534,0,Apartment,80.0,560.0,2400.0,11,1,0
14892,Puerta del Angel,Latina,28011.0,40.40901919126206,-3.735097218591636,0,Apartment,18.0,126.0,540.0,102,10,0
14893,Trafalgar,Chamberí,28004.0,40.42954084775115,-3.7020456059619837,1,Apartment,70.0,490.0,2100.0,73,7,0
14894,Embajadores,Centro,28012.0,40.40997754278273,-3.70136436773296,0,Apartment,24.0,168.0,720.0,12,1,0
14895,Palacio,Centro,28005.0,40.40909909162396,-3.7109847109881193,0,Apartment,117.0,819.0,3510.0,11,1,0
14896,Sol,Centro,28013.0,40.418872072944225,-3.7073789561152672,1,Apartment,55.0,385.0,1650.0,16,1,0
14897,Palacio,Centro,28005.0,40.41282451513594,-3.708503795251396,1,Apartment,60.0,420.0,1800.0,11,1,0
14898,Cortes,Centro,28014.0,40.41419427369177,-3.699507374213552,1,Apartment,140.0,980.0,4200.0,13,1,0
14899,Cuatro Caminos,Tetuán,28020.0,40.45262580872257,-3.6947394797858655,1,Apartment,33.0,231.0,990.0,62,6,0
14900,Valdefuentes,Hortaleza,28055.0,40.48858449891807,-3.6132318450375625,1,Condominium,50.0,350.0,1500.0,166,16,7
14901,Sol,Centro,28013.0,40.419021905435365,-3.7015736637392127,1,Apartment,88.0,616.0,2640.0,16,1,0
14902,Cortes,Centro,28014.0,40.41281782112874,-3.699584186721754,1,Apartment,154.0,1078.0,4620.0,13,1,0
14903,Embajadores,Centro,28012.0,40.412014374608496,-3.7057245168991937,1,Apartment,150.0,1050.0,4500.0,12,1,0
14904,Cortes,Centro,28012.0,40.4144156152769,-3.703660388937187,1,Apartment,108.0,756.0,3240.0,13,1,0
14905,San Isidro,Carabanchel,28019.0,40.39459231794434,-3.724333453932623,0,Apartment,17.0,119.0,510.0,113,11,0
14906,Embajadores,Centro,28012.0,40.408535687401134,-3.6978360963340138,1,Apartment,36.0,252.0,1080.0,12,1,0
14907,Cortes,Centro,28014.0,40.411547834092346,-3.6960041304634528,1,Apartment,122.0,854.0,3660.0,13,1,0
14908,Palos de Moguer,Arganzuela,28045.0,40.40432133237554,-3.6948832304065418,1,Apartment,71.0,497.0,2130.0,26,2,0
14909,Vallehermoso,Chamberí,28003.0,40.4462309260439,-3.703882607493021,1,Apartment,60.0,420.0,1800.0,76,7,0
14910,Gaztambide,Chamberí,28015.0,40.435057609116214,-3.7127818778918815,0,Apartment,23.0,161.0,690.0,71,7,0
14911,Sol,Centro,28013.0,40.42016184868258,-3.7056528027248468,1,Apartment,95.0,665.0,2850.0,16,1,0
14912,Embajadores,Centro,28012.0,40.412988521432716,-3.70495776561904,1,Apartment,62.0,434.0,1860.0,12,1,0
14913,Fontarrón,Moratalaz,28030.0,40.400683838765225,-3.647336870869125,1,Apartment,16.0,112.0,480.0,145,14,0
14914,Goya,Salamanca,28006.0,40.428156019077356,-3.674100436957661,1,Apartment,110.0,770.0,3300.0,42,4,0
14915,Ciudad Universitaria,Moncloa - Aravaca,28040.0,40.45065444616408,-3.7144875280669813,1,Condominium,40.0,280.0,1200.0,93,9,7
14916,Justicia,Centro,28004.0,40.42606731490447,-3.695001133429346,1,Apartment,49.0,343.0,1470.0,14,1,0
14917,Cuatro Caminos,Tetuán,28020.0,40.44676875505772,-3.69726310539926,0,Apartment,23.0,161.0,690.0,62,6,0
14918,Embajadores,Centro,28012.0,40.40852764498104,-3.698080793110348,0,Apartment,72.0,504.0,2160.0,12,1,0
14919,Argüelles,Moncloa - Aravaca,28008.0,40.425942619610055,-3.713785417490996,1,Apartment,80.0,560.0,2400.0,92,9,0
14920,Universidad,Centro,28004.0,40.422379986688405,-3.7032151230448447,0,Apartment,100.0,700.0,3000.0,15,1,0
14921,Legazpi,Arganzuela,28045.0,40.38940287525696,-3.687838263924056,1,Condominium,110.0,770.0,3300.0,24,2,7
14922,Embajadores,Centro,28012.0,40.412550412500174,-3.701515610775244,1,Apartment,60.0,420.0,1800.0,12,1,0
14923,Chopera,Arganzuela,28045.0,40.395420007860345,-3.697154281699328,1,Apartment,36.0,252.0,1080.0,23,2,0
14924,Palacio,Centro,28005.0,40.41137686537164,-3.7113969470910937,1,Apartment,40.0,280.0,1200.0,11,1,0
14925,Valdeacederas,Tetuán,28039.0,40.461715261055424,-3.6989623918489665,1,Apartment,80.0,560.0,2400.0,65,6,0
14926,Valdeacederas,Tetuán,28039.0,40.46137299954623,-3.6983391563134265,1,Apartment,80.0,560.0,2400.0,65,6,0
14927,Sol,Centro,28013.0,40.41717353780439,-3.7085884526128408,1,Apartment,60.0,420.0,1800.0,16,1,0
14928,Justicia,Centro,28004.0,40.42218602887346,-3.7000241613599023,1,Apartment,106.0,742.0,3180.0,14,1,0
14929,Ibiza,Retiro,28009.0,40.41980258721244,-3.6752997830820466,1,Apartment,25.0,175.0,750.0,34,3,0
14930,Justicia,Centro,28004.0,40.422675919511654,-3.6987645799817246,0,Apartment,19.0,133.0,570.0,14,1,0
14931,Embajadores,Centro,28012.0,40.40971513841296,-3.6972723375763055,1,Apartment,14.0,98.0,420.0,12,1,0
14932,Cuatro Caminos,Tetuán,28020.0,40.447264163595186,-3.7020875258718737,1,Apartment,50.0,350.0,1500.0,62,6,0
14933,San Juan Bautista,Ciudad Lineal,28043.0,40.454257228526174,-3.658057809359599,0,Apartment,55.0,385.0,1650.0,156,15,0
14934,Castellana,Salamanca,28006.0,40.431250131587966,-3.6868168833350228,1,Apartment,45.0,315.0,1350.0,46,4,0
14935,Embajadores,Centro,28005.0,40.411201130389045,-3.706884291774279,1,Apartment,75.0,525.0,2250.0,12,1,0
14936,Justicia,Centro,28004.0,40.42176455845944,-3.6984820984630113,1,Apartment,55.0,385.0,1650.0,14,1,0
14937,Embajadores,Centro,28005.0,40.40858842538831,-3.7070688635124536,1,Apartment,39.0,273.0,1170.0,12,1,0
14938,Chopera,Arganzuela,28045.0,40.392879247699135,-3.6970808601304013,0,Apartment,50.0,350.0,1500.0,23,2,0
14939,San Juan Bautista,Ciudad Lineal,28043.0,40.45467294858378,-3.6571244560988823,0,Apartment,53.0,371.0,1590.0,156,15,0
14940,Cortes,Centro,28012.0,40.411080448437794,-3.695020539183557,1,Loft,26.0,182.0,780.0,13,1,2
14941,Fuente del Berro,Salamanca,28028.0,40.424500373612986,-3.6621915175847457,1,Apartment,30.0,210.0,900.0,43,4,0
14942,Delicias,Arganzuela,28045.0,40.398951369518585,-3.6849894549738313,0,Apartment,29.0,203.0,870.0,25,2,0
14943,Embajadores,Centro,28012.0,40.40816360994872,-3.7033919139878817,0,Apartment,26.0,182.0,780.0,12,1,0
14944,Embajadores,Centro,28012.0,40.41017641985053,-3.705672923689914,0,Apartment,56.0,392.0,1680.0,12,1,0
14945,Ciudad Universitaria,Moncloa - Aravaca,28040.0,40.44769469215819,-3.7151879299145114,1,Apartment,130.0,910.0,3900.0,93,9,0
14946,Palacio,Centro,28005.0,40.41380097148428,-3.71179521856676,1,Apartment,25.0,175.0,750.0,11,1,0
14947,Universidad,Centro,28004.0,40.42488036199274,-3.702453651782347,0,Apartment,99.0,693.0,2970.0,15,1,0
14948,Embajadores,Centro,28012.0,40.411606466270655,-3.699419774192704,0,Loft,75.0,525.0,2250.0,12,1,2
14949,El Viso,Chamartín,28002.0,40.44179773499628,-3.679192417868598,1,Apartment,80.0,560.0,2400.0,51,5,0
14950,El Viso,Chamartín,28002.0,40.448465381949376,-3.6828627828897424,0,Apartment,68.0,476.0,2040.0,51,5,0
14951,Prosperidad,Chamartín,28002.0,40.43991025471097,-3.677025831332625,1,Apartment,40.0,280.0,1200.0,52,5,0
14952,Palacio,Centro,28005.0,40.41372215026488,-3.7126086110883154,0,Apartment,22.0,154.0,660.0,11,1,0
14953,Castillejos,Tetuán,28020.0,40.45800106702145,-3.6968518231487657,1,Apartment,28.0,196.0,840.0,63,6,0
14954,Recoletos,Salamanca,28001.0,40.4219259705043,-3.6883462322968,1,Apartment,17.0,119.0,510.0,41,4,0
14955,Fuente del Berro,Salamanca,28028.0,40.42221624740864,-3.6663263043636807,1,Condominium,25.0,175.0,750.0,43,4,7
14956,Sol,Centro,28005.0,40.4145736021444,-3.7072230240657515,1,Serviced apartment,120.0,840.0,3600.0,16,1,5
14957,Trafalgar,Chamberí,28010.0,40.42998030601894,-3.6998786751768433,1,Apartment,180.0,1260.0,5400.0,73,7,0
14958,Bellas Vistas,Tetuán,28039.0,40.448691881324564,-3.7089419563291104,0,Apartment,25.0,175.0,750.0,61,6,0
14959,Embajadores,Centro,28005.0,40.40828151337478,-3.706164881076452,0,Apartment,25.0,175.0,750.0,12,1,0
14960,Embajadores,Centro,28012.0,40.41006553938683,-3.6992699430633587,0,Apartment,20.0,140.0,600.0,12,1,0
14961,Castillejos,Tetuán,28020.0,40.45953450214299,-3.695726395155672,1,Serviced apartment,100.0,700.0,3000.0,63,6,5
14962,Embajadores,Centro,28005.0,40.40986078174854,-3.7078285812978,1,Apartment,68.0,476.0,2040.0,12,1,0
14963,Cortes,Centro,28012.0,40.41434796139495,-3.702284505874636,1,Apartment,150.0,1050.0,4500.0,13,1,0
14964,Chopera,Arganzuela,28045.0,40.392989660120286,-3.6973174120280383,0,Apartment,60.0,420.0,1800.0,23,2,0
14965,Ciudad Jardín,Chamartín,28002.0,40.44975594212161,-3.6686651061509847,1,Apartment,56.0,392.0,1680.0,53,5,0
14966,Cortes,Centro,28014.0,40.41450232027292,-3.6959762744873657,1,Apartment,50.0,350.0,1500.0,13,1,0
14967,Palacio,Centro,28005.0,40.413157783644884,-3.715738643640129,1,Apartment,92.0,644.0,2760.0,11,1,0
14968,Sol,Centro,28013.0,40.418088764189854,-3.7025707826763146,1,Apartment,55.0,385.0,1650.0,16,1,0
14969,Universidad,Centro,28004.0,40.425688363214725,-3.701117102684864,1,Apartment,47.0,329.0,1410.0,15,1,0
14970,Almendrales,Usera,28026.0,40.3851405913054,-3.7003296444090585,1,Apartment,85.0,595.0,2550.0,124,12,0
14971,Gaztambide,Chamberí,28015.0,40.434409118291285,-3.71260211648862,1,House,65.0,455.0,1950.0,71,7,4
14972,Guindalera,Salamanca,28028.0,40.431658120126905,-3.671321505431629,1,Apartment,25.0,175.0,750.0,44,4,0
14973,Gaztambide,Chamberí,28015.0,40.43366342496311,-3.7163037697075687,1,Apartment,40.0,280.0,1200.0,71,7,0
14974,Embajadores,Centro,28005.0,40.409674771300296,-3.706840618341395,1,Apartment,100.0,700.0,3000.0,12,1,0
14975,Acacias,Arganzuela,28005.0,40.40295648832919,-3.7052988521949,1,Apartment,19.0,133.0,570.0,22,2,0
14976,Embajadores,Centro,28012.0,40.409989045541174,-3.698974401913833,0,Apartment,69.0,483.0,2070.0,12,1,0
14977,Orcasur,Usera,28041.0,40.36711094441053,-3.6942436434855854,1,Apartment,35.0,245.0,1050.0,122,12,0
14978,Embajadores,Centro,28012.0,40.410111329685996,-3.701894477635141,1,Apartment,50.0,350.0,1500.0,12,1,0
14979,Jerónimos,Retiro,28014.0,40.413008296538976,-3.6908639056543375,1,Apartment,99.0,693.0,2970.0,35,3,0
14980,Rosas,San Blas - Canillejas,28022.0,40.42485223383403,-3.611262379874491,1,Apartment,40.0,280.0,1200.0,205,20,0
14981,Almendrales,Usera,28026.0,40.38079012921164,-3.7002272713244095,0,Apartment,20.0,140.0,600.0,124,12,0
14982,Embajadores,Centro,28005.0,40.40810952351313,-3.7074135596038857,1,Apartment,59.0,413.0,1770.0,12,1,0
14983,Gaztambide,Chamberí,28015.0,40.434598964967726,-3.712278425249812,1,Apartment,70.0,490.0,2100.0,71,7,0
14984,Gaztambide,Chamberí,28015.0,40.43611452702815,-3.712128486700361,1,Apartment,69.0,483.0,2070.0,71,7,0
14985,Sol,Centro,28004.0,40.419860676243474,-3.704088146723581,1,Apartment,33.0,231.0,990.0,16,1,0
14986,Nueva España,Chamartín,28046.0,40.46124064060681,-3.6883478994592114,0,Camper/RV,70.0,490.0,2100.0,55,5,20
14987,Pacífico,Retiro,28007.0,40.40501778493448,-3.6746410182935714,1,Apartment,70.0,490.0,2100.0,31,3,0
14988,Puerta del Angel,Latina,28011.0,40.41105243639448,-3.737181849601618,1,Apartment,23.0,161.0,690.0,102,10,0
14989,Delicias,Arganzuela,28045.0,40.3998802827045,-3.6875378099084264,1,Apartment,31.0,217.0,930.0,25,2,0
14990,Sol,Centro,28013.0,40.41940167420176,-3.700508909444777,1,Apartment,41.0,287.0,1230.0,16,1,0
14991,Embajadores,Centro,28012.0,40.40690128904606,-3.7016043546401964,0,Apartment,47.0,329.0,1410.0,12,1,0
14992,Recoletos,Salamanca,28001.0,40.42134931769071,-3.6896416797890095,1,Apartment,290.0,2030.0,8700.0,41,4,0
14993,Opañel,Carabanchel,28019.0,40.39501948978484,-3.7200612271039657,1,Apartment,75.0,525.0,2250.0,112,11,0
14994,Ciudad Jardín,Chamartín,28002.0,40.450278449442955,-3.669943336729661,1,Apartment,59.0,413.0,1770.0,53,5,0
14995,Nueva España,Chamartín,28016.0,40.46286088913814,-3.6751188123156338,0,Apartment,59.0,413.0,1770.0,55,5,0
14996,Moscardó,Usera,28026.0,40.388455799472155,-3.700129843627969,0,Apartment,40.0,280.0,1200.0,125,12,0
14997,Pinar del Rey,Hortaleza,28033.0,40.474193949221615,-3.645446380605344,1,Apartment,80.0,560.0,2400.0,164,16,0
14998,Universidad,Centro,28004.0,40.42263443621057,-3.7042293187005466,1,Apartment,60.0,420.0,1800.0,15,1,0
14999,Justicia,Centro,28004.0,40.42174608823953,-3.699909961633292,1,Apartment,60.0,420.0,1800.0,14,1,0
15000,Palacio,Centro,28005.0,40.410606801268,-3.7110765478145114,1,Apartment,110.0,770.0,3300.0,11,1,0
15001,Universidad,Centro,28004.0,40.4218641066116,-3.707356298025001,1,Apartment,120.0,840.0,3600.0,15,1,0
15002,Gaztambide,Chamberí,28015.0,40.435312501548964,-3.7166165151545183,1,Apartment,35.0,245.0,1050.0,71,7,0
15003,Ríos Rosas,Chamberí,28003.0,40.44632603160936,-3.698441654238478,1,Apartment,150.0,1050.0,4500.0,75,7,0
15004,Acacias,Arganzuela,28005.0,40.40303162395861,-3.7057661312050922,1,Apartment,40.0,280.0,1200.0,22,2,0
15005,Gaztambide,Chamberí,28015.0,40.43351225514839,-3.7162644357335393,1,Apartment,35.0,245.0,1050.0,71,7,0
15006,Gaztambide,Chamberí,28015.0,40.43392944985777,-3.7156950592223335,1,Apartment,35.0,245.0,1050.0,71,7,0
15007,Palacio,Centro,28005.0,40.408878913998755,-3.7131263268253822,1,Loft,49.0,343.0,1470.0,11,1,2
15008,Almendrales,Usera,28026.0,40.384292755835645,-3.698123482746472,1,Apartment,24.0,168.0,720.0,124,12,0
15009,Palos de Moguer,Arganzuela,28045.0,40.40526144485102,-3.6949813233628146,1,Apartment,69.0,483.0,2070.0,26,2,0
15010,Palacio,Centro,28005.0,40.414467733136334,-3.7096673388778614,1,Condominium,50.0,350.0,1500.0,11,1,7
15011,Cortes,Centro,28012.0,40.41363580006442,-3.70139787086124,0,Apartment,75.0,525.0,2250.0,13,1,0
15012,Cortes,Centro,28014.0,40.4155555152089,-3.698450474023457,0,Apartment,249.0,1743.0,7470.0,13,1,0
15013,Palacio,Centro,28013.0,40.420322966409174,-3.7083557790051116,0,Apartment,252.0,1764.0,7560.0,11,1,0
15014,Hispanoamérica,Chamartín,28016.0,40.45664159609692,-3.677005847412479,1,Apartment,70.0,490.0,2100.0,54,5,0
15015,Palos de Moguer,Arganzuela,28012.0,40.40584111687801,-3.6966083921543618,1,Apartment,70.0,490.0,2100.0,26,2,0
15016,Embajadores,Centro,28005.0,40.41119987062674,-3.7072608864621706,1,Apartment,41.0,287.0,1230.0,12,1,0
15017,Palos de Moguer,Arganzuela,28012.0,40.40604595645181,-3.6962773278084264,1,Apartment,45.0,315.0,1350.0,26,2,0
15018,Gaztambide,Chamberí,28015.0,40.435696038857,-3.7164872197252437,1,Apartment,35.0,245.0,1050.0,71,7,0
15019,Peñagrande,Fuencarral - El Pardo,28035.0,40.479718510703826,-3.7197315569527167,1,Apartment,13.0,91.0,390.0,83,8,0
15020,Valdefuentes,Hortaleza,28055.0,40.480384380581,-3.633444173236737,0,Townhouse,80.0,560.0,2400.0,166,16,9
15021,Universidad,Centro,28015.0,40.425156290137494,-3.7110362063360256,1,Serviced apartment,100.0,700.0,3000.0,15,1,5
15022,Cortes,Centro,28012.0,40.41287121429378,-3.6998526981380886,1,Apartment,65.0,455.0,1950.0,13,1,0
15023,Ciudad Jardín,Chamartín,28002.0,40.44802382621781,-3.6762118975630536,1,Apartment,95.0,665.0,2850.0,53,5,0
15024,Embajadores,Centro,28012.0,40.41040215861536,-3.699028680416141,1,Apartment,25.0,175.0,750.0,12,1,0
15025,San Isidro,Carabanchel,28019.0,40.39674259254528,-3.7184726950872684,1,Apartment,22.0,154.0,660.0,113,11,0
15026,Bellas Vistas,Tetuán,28039.0,40.45041196236771,-3.7037914475548654,1,Apartment,60.0,420.0,1800.0,61,6,0
15027,Goya,Salamanca,28009.0,40.42226680015007,-3.673511033137453,1,Apartment,22.0,154.0,660.0,42,4,0
15028,Canillejas,San Blas - Canillejas,28022.0,40.44658152840444,-3.6101429296346312,1,Condominium,25.0,175.0,750.0,207,20,7
15029,Ventas,Ciudad Lineal,28017.0,40.42526184481045,-3.653831049242618,1,Apartment,18.0,126.0,540.0,151,15,0
15030,Goya,Salamanca,28009.0,40.42455510792648,-3.6706082054768494,0,Apartment,97.0,679.0,2910.0,42,4,0
15031,Palacio,Centro,28005.0,40.41371672179411,-3.7116103224033385,1,Apartment,68.0,476.0,2040.0,11,1,0
15032,Palacio,Centro,28013.0,40.41689156024096,-3.7096850527376266,0,Apartment,27.0,189.0,810.0,11,1,0
15033,Universidad,Centro,28015.0,40.42933491520165,-3.7100302701208023,1,Apartment,150.0,1050.0,4500.0,15,1,0
15034,Ríos Rosas,Chamberí,28003.0,40.443087603116396,-3.697389878627472,0,Apartment,50.0,350.0,1500.0,75,7,0
15035,Guindalera,Salamanca,28028.0,40.43161054454727,-3.6680556169868366,0,Apartment,83.0,581.0,2490.0,44,4,0
15036,Prosperidad,Chamartín,28002.0,40.44217921389001,-3.6722372223845743,1,Apartment,49.0,343.0,1470.0,52,5,0
15037,Palacio,Centro,28005.0,40.41025360876132,-3.709700094482228,0,Apartment,38.0,266.0,1140.0,11,1,0
15038,Cortes,Centro,28012.0,40.414996879329045,-3.7016675760223854,1,Apartment,69.0,483.0,2070.0,13,1,0
15039,Lucero,Latina,28011.0,40.405899365902656,-3.751655294157615,1,Apartment,23.0,161.0,690.0,103,10,0
15040,Casco Histórico de Vicálvaro,Vicálvaro,28032.0,40.40544333358935,-3.6074900366479907,1,Apartment,15.0,105.0,450.0,191,19,0
15041,Universidad,Centro,28004.0,40.42619027497084,-3.7034853261580896,0,Loft,53.0,371.0,1590.0,15,1,2
15042,Cortes,Centro,28014.0,40.413177785102036,-3.6997345853142543,0,Apartment,40.0,280.0,1200.0,13,1,0
15043,Justicia,Centro,28004.0,40.42369769786261,-3.6971785986023447,0,Apartment,85.0,595.0,2550.0,14,1,0
15044,Castillejos,Tetuán,28020.0,40.45680466247542,-3.6950804357577067,1,Apartment,28.0,196.0,840.0,63,6,0
15045,Castillejos,Tetuán,28020.0,40.458371381467906,-3.696372014603802,1,Apartment,28.0,196.0,840.0,63,6,0
15046,Palacio,Centro,28005.0,40.41333753389985,-3.711319468880619,1,Apartment,30.0,210.0,900.0,11,1,0
15047,Justicia,Centro,28004.0,40.42368159679797,-3.697990072829045,0,Apartment,85.0,595.0,2550.0,14,1,0
15048,Justicia,Centro,28004.0,40.421459861621344,-3.6965102777827634,0,Apartment,85.0,595.0,2550.0,14,1,0
15049,Ibiza,Retiro,28009.0,40.42127858174614,-3.6777863558967887,1,Apartment,76.0,532.0,2280.0,34,3,0
15050,Castillejos,Tetuán,28020.0,40.45849446686852,-3.69640038290504,1,Apartment,28.0,196.0,840.0,63,6,0
15051,Palacio,Centro,28013.0,40.41645722908032,-3.7098268487250574,1,Apartment,60.0,420.0,1800.0,11,1,0
15052,Gaztambide,Chamberí,28015.0,40.43196155590774,-3.7125406098285736,1,Apartment,75.0,525.0,2250.0,71,7,0
15053,Sol,Centro,28013.0,40.41540501420121,-3.7072280226099994,1,Apartment,115.0,805.0,3450.0,16,1,0
15054,Justicia,Centro,28004.0,40.42226398248317,-3.6988716679856095,0,Apartment,85.0,595.0,2550.0,14,1,0
15055,Justicia,Centro,28004.0,40.42344143972962,-3.698070301055807,0,Apartment,75.0,525.0,2250.0,14,1,0
15056,Simancas,San Blas - Canillejas,28037.0,40.42716294435247,-3.6297613997024407,0,Apartment,12.0,84.0,360.0,201,20,0
15057,Argüelles,Moncloa - Aravaca,28008.0,40.42653052106023,-3.714311005268765,1,Apartment,65.0,455.0,1950.0,92,9,0
15058,Delicias,Arganzuela,28045.0,40.39259358690018,-3.694122208230125,0,Apartment,24.0,168.0,720.0,25,2,0
15059,Vista Alegre,Carabanchel,28025.0,40.389827228812976,-3.7395037051699083,1,Apartment,13.0,91.0,390.0,114,11,0
15060,Ambroz,Vicálvaro,28032.0,40.40556897349835,-3.609229910881734,1,Apartment,14.0,98.0,420.0,192,19,0
15061,Vista Alegre,Carabanchel,28025.0,40.39203441713389,-3.7400138807045886,1,Apartment,13.0,91.0,390.0,114,11,0
15062,Pueblo Nuevo,Ciudad Lineal,28017.0,40.42835494378417,-3.636395244524133,1,Apartment,15.0,105.0,450.0,152,15,0
15063,Palacio,Centro,28013.0,40.420291195672604,-3.71221461304412,1,Apartment,175.0,1225.0,5250.0,11,1,0
15064,Palomeras Sureste,Puente de Vallecas,28018.0,40.387347808378564,-3.642545728105924,1,Apartment,40.0,280.0,1200.0,134,13,0
15065,Palacio,Centro,28005.0,40.41054537585701,-3.7130193084542302,1,Apartment,90.0,630.0,2700.0,11,1,0
15066,Lucero,Latina,28047.0,40.395761481910256,-3.7441431500365465,1,Apartment,28.0,196.0,840.0,103,10,0
15067,Sol,Centro,28013.0,40.4176927908546,-3.7012702845216494,1,Apartment,60.0,420.0,1800.0,16,1,0
15068,Fontarrón,Moratalaz,28030.0,40.400450554595146,-3.6457539675463067,1,Apartment,15.0,105.0,450.0,145,14,0
15069,Pinar del Rey,Hortaleza,28033.0,40.46440407525179,-3.661742640820538,1,Condominium,150.0,1050.0,4500.0,164,16,7
15070,Vista Alegre,Carabanchel,28025.0,40.38627673847049,-3.736701907333415,1,Apartment,40.0,280.0,1200.0,114,11,0
15071,Ibiza,Retiro,28009.0,40.416365458741495,-3.676646227459092,1,Bed and breakfast,20.0,140.0,600.0,34,3,8
15072,Cortes,Centro,28014.0,40.41347943512843,-3.6966376945258252,1,Apartment,75.0,525.0,2250.0,13,1,0
15073,Universidad,Centro,28004.0,40.42476322832804,-3.703177104408495,0,Bed and breakfast,50.0,350.0,1500.0,15,1,8
15074,Entrevías,Puente de Vallecas,28053.0,40.37816436912181,-3.6651440099808097,1,Townhouse,18.0,126.0,540.0,131,13,9
15075,Embajadores,Centro,28012.0,40.408951182654576,-3.6962545372910394,1,Apartment,23.0,161.0,690.0,12,1,0
15076,Universidad,Centro,28004.0,40.424417882289035,-3.7056006549766063,1,Apartment,75.0,525.0,2250.0,15,1,0
15077,Arapiles,Chamberí,28015.0,40.431649707964624,-3.710025202037986,1,Apartment,92.0,644.0,2760.0,72,7,0
15078,Palos de Moguer,Arganzuela,28045.0,40.4021353918052,-3.693521784491423,0,Apartment,60.0,420.0,1800.0,26,2,0
15079,Palacio,Centro,28005.0,40.412201121327854,-3.7090118499443085,1,Apartment,18.0,126.0,540.0,11,1,0
15080,Palacio,Centro,28005.0,40.4132866761314,-3.709378853111614,1,Apartment,92.0,644.0,2760.0,11,1,0
15081,Embajadores,Centro,28012.0,40.41022432618367,-3.6971733423711477,1,Apartment,70.0,490.0,2100.0,12,1,0
