,ACONDICIONAMIENTOVEHICULOS,ACONDICIONAMIENTOVIAJEROS,BARRIO,CALIFICADORPORTAL,CARRETERA,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,CODIGOENTIDAD,CODIGOESTACION,CODIGOINTERCAMBIADOR,CODIGOMUNICIPIO,CODIGONUCLEO,CODIGOPOSTAL,CODIGOPROVINCIA,CODIGOVIA,CORONA123,CORONATARIFARIA,CORREDOR,DENOMINACION,DENOMINACIONABREVIADA,DENOMINACION_SAE,DISTRITO,ENCUESTAAFOROS,ENCUESTADOMICILIARIA,FECHAACTUAL,FECHAALTA,FECHAFIN,FECHAINICIO,GRADOACCESIBILIDAD,HOJA25000,IDESTACION,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LATITUD,LINEAS,LONGITUD,MODO,MODOINTERCAMBIADOR,NOMBREVIA,NUMEROPORTAL,OBJECTID,OBSERVACIONES,PARTICULA,SECCIONCENSAL,SECTOR,SECTORURBANO,SITUACION,SITUACIONCALLE,TESELA,TIPO,TIPONUMERO,TIPOVIA,X,Y,ZONATRANSPORTE
0,3,2,4,,,,1677,07901,1514,,079,0790101,28039,28,04394,1,A,6,OFELIA NIETO-FRANCOS RODRIGUEZ,"Ofelia Nieto, 5",,09,,211,20170920,20010709,,19861001,T,,6_1514,,,40.45807097957266,"44, 128",-3.7112816728913667,6,,Ofelia Nieto,5,1,,de,69,1,,S,,,U,N,Calle,439802.0,4479051.0,079-09-211
1,3,2,,,,,2399,07901,1516,,079,,28040,28,01738,2,A,6,DR.FEDERICO RUBIO-FCO.DIEGO,Av Dr. Federico Rubio con Fco de Diego,,09,,217,20170920,20010709,,19861001,T,,6_1516,,,40.4557181854233,44,-3.714441187933288,6,,Doctor Federico Rubio y Galí,67,2,,del,,5,,S,,,U,N,Avda,439532.0,4478792.0,079-09-217
2,3,2,,,,,2397,07901,1517,,079,,28040,28,01738,2,A,6,DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,"Av. Dr. Federico Rubio y Galí, 57",,09,,217,20170920,20010709,,19861001,T,,6_1517,,,40.4533613938055,44,-3.7138619674661353,6,,Doctor Federico Rubio y Galí,82,3,,del,,5,,S,,,U,N,Avda,439579.0,4478530.0,079-09-217
3,3,2,,,,,1671,07901,1518,,079,,28039,28,01738,1,A,6,DR.FEDERICO RUBIO-JERONIMA LLORENTE,"Av. Doctor Federico Rubio y Galí, 45",,06,,117,20170920,20010709,,19861001,T,,6_1518,,,40.45218857154183,"44, 127, N21",-3.709733785303475,6,,Doctor Federico Rubio y Galí,45,4,,del,,1,,S,,,U,N,Avda,439928.0,4478397.0,079-06-117
4,3,2,,,,,1669,07901,1519,,079,,28039,28,01738,1,A,6,DR.FEDERICO RUBIO-ABEL,"Av. Doctor Federico Rubio y Galí, 27",,06,,117,20170920,20010709,,19861001,T,,6_1519,,,40.45055876407324,"44, 127",-3.709598728613433,6,,Doctor Federico Rubio y Galí,21,5,,del,,5,,S,,,U,N,Avda,439938.0,4478216.0,079-06-117
5,3,2,,,,,2393,07901,1522,,079,,28003,28,05449,1,A,6,SAN FCO.DE SALES-GUZMAN EL BUENO,"San Francisco de Sales, 33",,07,,126,20170920,20010709,,19861001,T,,6_1522,,,40.442356258108646,"44, N21",-3.7132268437255114,6,,San Francisco de Sales,33,6,,de,,1,,S,,,U,N,Paseo,439623.0,4477308.0,079-07-126
6,3,2,135,,,,2101,07901,1527,,079,0790101,28018,28,11626,2,A,3,LAGO CALAFATE,,,13,,364,20170920,20010709,,19861001,T,,6_1527,,,40.38396407415429,310,-3.6496290986584823,6,,Lago Calafate,18,7,,del,153,3,,S,,T07913152,U,N,Calle,444969.0,4470785.0,079-13-364
7,3,2,,,,,1413,07901,1528,,079,,28003,28,04926,1,A,6,GTA.PTE.GARCIA MORENO,"Gta. Presidente García Moreno, 2",,07,,121,20170920,20010709,,19861001,T,,6_1528,,,40.445687487894794,45,-3.7150308047857457,6,,Presidente García Moreno,2,8,,del,,1,,S,,,U,N,Gta,439473.0,4477679.0,079-07-121
8,3,2,071,,,,1415,07901,1530,225,079,,28003,28,05140,1,A,6,AV.REINA VICTORIA-GRAL.I.IBERO,"Reina Victoria, 41",,07,,121,20170920,20010709,,19861001,T,,6_1530,,,40.44659602055371,"45, C1, F",-3.710866019395034,6,93.0,Reina Victoria,39,9,,de la,001,,,S,,,U,N,Avda,439827.0,4477777.0,079-07-121
9,3,2,107,A,,,5215,07901,5430,,079,0790101,28044,28,04091,2,A,5,"CALLE DE MIRABEL, 3",,,10,,242,20170920,20060519,,20030603,T,,6_5430,,,40.37607876885794,N19,-3.78125166444499,6,,Mirabel,4,10,,de,180,3,0790101A01,S,,T07913903,U,N,Calle,433789.0,4470000.0,079-10-242
10,3,2,208,,,,3119,07901,3534,,079,,28027,28,11669,2,A,2,MARQUESADO STA.MARTA-FERNANDO MIJARES,Marquesado de Sta Marta con Fdo Mijares,,20,,545,20170920,20010709,,19861001,T,,6_3534,,,40.44768988675942,"114, N4",-3.622576585803487,6,,Marquesado de Santa Marta,12,11,,del,099,4,,S,,,U,N,Calle,447315.0,4477842.0,079-20-545
11,3,2,4,,,,4675,07901,3539,,079,0790101,28010,28,03075,1,A,6,STA.ENGRACIA-CARACAS,"Santa Engracia, 20 esquina a C/ Caracas",,07,,140,20170920,20010709,,19861001,T,,6_3539,,,40.430537736549496,3,-3.6967267980035134,6,,Santa Engracia,20,12,,de,79,1,,S,,,U,N,Calle,441012.0,4475985.0,079-07-140
12,3,2,205,,,,3409,07901,3543,255,079,0790101,28022,28,45474,2,A,2,AV.NIZA-LAS MUSAS,Av. de Niza con C/ María Sevilla Diago,,20,,566,20170920,20010709,,19861001,T,,6_3543,,,40.43255234729766,"38, E2",-3.607735326210489,6,93.0,Niza,59,13,,de,066,,0790101A01,S,,T0797274,U,N,Avda,448562.0,4476153.0,079-20-566
13,3,2,143,,,,1327,07901,3545,,079,,28030,28,10651,2,A,3,DR.GARCIA TAPIA-FTE.CARRANTONA,Dr. García Tapia con  Fuente Carrantona,,14,,387,20170920,20010709,,19861001,T,,6_3545,,,40.40792682779627,30,-3.6319924514414335,6,,Doctor García Tapia,155,14,,del,081,4,,S,,,U,N,Avda,446485.0,4473434.0,079-14-387
14,3,2,,,,,1501,07901,3558,,079,,28029,28,08173,2,A,7,AV.BETANZOS-CHANTADA,"Av. de Betanzos, 18",,08,,180,20170920,20010709,,19861001,T,,6_3558,,,40.47347394493961,42,-3.711679938998065,6,,Betanzos,18,15,,de,,1,,S,,,U,N,Avda,439782.0,4480761.0,079-08-180
15,3,2,191,,,,1826,07901,3560,361,079,0790101,28032,28,45424,2,A,3,INDALECIO PRIETO-LOS PINILLAS,Indalecio Prieto con Pza Juán Rof,,19,,522,20170920,20010709,,19861001,T,,6_3560,,,40.39983101015987,"8, 71, 130",-3.621370145366631,6,93.0,Indalecio Prieto,27,16,,de,035,,0790101A01,S,,T07910915,U,N,Bulv,447380.0,4472529.0,079-19-522
16,3,2,191,B,,,1828,07901,3561,361,079,,28032,28,45424,2,A,3,INDALECIO PRIETO-JUGLARES,Indalecio Prieto-Pza Juan Carlos Onetti,,19,,522,20170920,20010709,,19861001,T,,6_3561,,,40.401817216813264,"8, 71, 130",-3.6205870438061676,6,93.0,Indalecio Prieto,13,17,,de,038,,,S,,T07910893,U,N,Bulv,447448.0,4472749.0,079-19-522
17,3,2,145,,,,832,07901,3565,,079,,28030,28,04198,2,A,3,PZA.CORR.ALONSO AGUILAR,"Av de Moratalaz, 40",,14,,386,20170920,20010709,,19861001,T,,6_3565,,,40.40717154065058,20,-3.659209370815738,6,,Moratalaz,40,18,,de,043,3,,S,,,U,N,Avda,444175.0,4473367.0,079-14-386
18,3,2,,,,,4361,07901,3566,,079,,28007,28,10840,1,A,3,JUAN ESPLANDIU Nº 9,Juan Esplandiú frente al Nº 9,,03,,51,20170920,20010709,,19861001,T,,6_3566,,,40.41823410573593,215,-3.6624761521830558,6,,Juan Esplandiu,18,19,,de,,1,,S,,,U,N,Calle,443907.0,4474597.0,079-03-051
19,3,2,,,,,4365,07901,3568,,079,,28007,28,10840,1,A,3,JUAN ESPLANDIU Nº 4,"Juan Esplandiú, 4",,03,,51,20170920,20010709,,19861001,T,,6_3568,,,40.41652132791005,215,-3.6626597516214234,6,,Juan Esplandiu,4,20,,de,,1,,S,,,U,N,Calle,443890.0,4474407.0,079-03-051
20,3,2,171,,,,5211,07901,3501,,079,0790101,28021,28,00127,2,A,4,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,"Alberto Palacios, 73",,17,,474,20170920,20010709,,19861001,T,,6_3501,,,40.34341580085596,"22, N14",-3.7165180376759714,6,,Alberto Palacios,84,21,,de,015,3,0790101A01,S,,T07915847,U,N,Paseo,439255.0,4466328.0,079-17-474
21,3,2,206,B,,,3528,07901,3573,,079,0790101,28022,28,10464,1,A,2,GASCUEÑA-FUENSAVIÑAN,"Gascueña, 35",,20,,558,20170920,20010709,,19861001,T,559-2,6_3573,,,40.447998005098505,77,-3.57081523408048,6,,Gascueña,21,22,,de,120,,,S,,T0795578,U,N,Calle,451705.0,4477847.0,079-20-558
22,3,2,142,,,,4973,07901,3575,,079,0790101,28030,28,10651,1,A,3,DR.GARCIA TAPIA-M40,Av. Doctor Garcia Tapia S/N con M-40,,14,,392,20170920,20010709,,19861001,T,559-4,6_3575,,,40.406226262973995,100,-3.625625138079279,6,,Doctor García Tapia,232,23,,del,089,,,S,,T07910492,U,N,Avda,447024.0,4473241.0,079-14-392
23,3,2,081,,,,1518,07901,3429,,079,0790101,28035,28,03077,2,A,7,JOAQUIN LORENZO-ISLA MALAITA,Joaquín Lorenzo frente al Nº 4,,08,,176,20170920,20010709,,19861001,T,,6_3429,,,40.47278410785806,42,-3.7226907632634587,6,,Joaquín Lorenzo,15,24,,de,001,5,,S,,,U,N,Calle,438848.0,4480692.0,079-08-176
24,3,2,,,,,1659,07901,3431,,079,,28035,28,02940,2,A,7,ISLA MALAITA-JOAQUIN LORENZO,"Isla Malaita, 2",,08,,176,20170920,20010709,,19861001,T,,6_3431,,,40.47294041567896,137,-3.722185177979564,6,,Isla Malaita,2,25,,de la,,5,,S,,,U,N,Calle,438891.0,4480709.0,079-08-176
25,3,2,,,,,1661,07901,3432,,079,,28035,28,02940,2,A,7,ISLA MALAITA-CESAR MANRIQUE,Isla Malaita S/N con C/ César Manrique,,08,,176,20170920,20010709,,19861001,T,,6_3432,,,40.47403367033342,137,-3.721677815441016,6,,Isla Malaita,10,26,,de la,,2,,S,,,U,N,Calle,438935.0,4480830.0,079-08-176
26,3,2,,,,,3238,07901,3439,,079,,28020,28,02536,1,A,6,GRAL.YAGUE-ORENSE,"General Yagüe, 26",,06,,112,20170920,20010709,,19861001,T,,6_3439,,,40.45648509869859,126,-3.6950130655028124,6,,General Yagüe,26,27,,del,,1,,S,,,U,N,Calle,441180.0,4478864.0,079-06-112
27,3,2,135,E,,,2522,07901,3061,,079,,28038,28,09733,2,A,3,AV.PABLO NERUDA-MALGRAT MAR,"Pablo Neruda, 4",,13,,346,20170920,20010709,,19861001,T,,6_3061,,,40.39267636062333,"54, 142, 144",-3.641464774911777,6,,Pablo Neruda,2,28,,de,142,3,,S,,,U,N,Avda,445669.0,4471747.0,079-13-346
28,3,2,134,,,,2529,07901,3065,,079,0790101,28038,28,10251,2,A,3,SAN CLAUDIO-RAFAEL FERNANDEZ,"Rafael Fernández Hijicos, frente Nº24",,13,,347,20170920,20010709,,19861001,T,,6_3065,,,40.39099627206923,54,-3.6357225842599132,6,,San Claudio,SN,29,,de,133,3,,S,,T07911994,U,SN,Calle,446155.0,4471557.0,079-13-347
29,3,2,087,,,,1748,07901,3007,,079,0790101,28034,28,01315,1,A,7,CERRO DEL CASTAÑAR-MORALZARZAL,"Cerro del Castañar, 165",,08,,161,20170920,20010709,,19861001,T,559-1,6_3007,,,40.49400083624227,134,-3.7138848540305696,6,,Cerro del Castañar,167,30,,del,136,,,S,,T079856,U,N,Calle,439614.0,4483041.0,079-08-161
30,3,2,134,,,,2530,07901,3066,,079,0790101,28038,28,99999,2,A,3,ANDALUCES-SAN CLAUDIO,"Andaluces, 13",,13,,347,20170920,20010709,,19861001,T,,6_3066,,,40.39007869415686,54,-3.637116061527847,6,,Andaluces,9,31,,de los,134,3,,S,,T07912315,U,N,Calle,446036.0,4471456.0,079-13-347
31,3,2,174,,,,1800,07901,2948,,079,0790101,28041,28,06237,2,A,4,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,Ctro Transportes Madrid (Eje Central ),,17,,469,20170920,20010709,,19861001,T,,6_2948,,,40.3601509056717,"23, 130",-3.6828712566260116,6,,Villaverde a Vallecas,33,32,,de,048,,0790101A01,S,,T07915143,U,N,Ctra,442127.0,4468163.0,079-17-469
32,3,2,171,,,,3215,07901,2953,,079,,28021,28,11327,2,A,4,CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR,Ctra. Cchel. (Colegio Nuevo Mundo),,17,,464,20170920,20010709,,19861001,T,,6_2953,,,40.3538884855803,131,-3.7114826278397244,6,,Carabanchel a Villaverde,82,33,,de,099,3,,S,,,U,N,Ctra,439692.0,4467487.0,079-17-464
33,3,2,121,,,,3213,07901,2958,,079,,28041,28,09464,2,A,4,RAFAELA YBARRA-UNIDAD,Av. Rafaela Ybarra con C/ Unidad,,12,,333,20170920,20010709,,19861001,T,,6_2958,,,40.36972180518111,131,-3.7122613614738236,6,,Rafaela Ybarra,109,34,,de,015,3,,S,,,U,N,Avda,439640.0,4469245.0,079-12-333
34,3,2,091,,,,3281,07901,2960,,079,0790101,28040,28,07769,2,A,6,AV.MORERAS-CGIO.MAYOR ALFONSO X EL SABIO,Moreras frente al Nº 3,,09,,221,20170920,20010709,,19861001,T,,6_2960,,,40.451382800809924,132,-3.7191360807638207,6,,Moreras,SN,35,Con Calle de Leonardo Prieto Castro,de las,001,5,,S,,,U,SN,Avda,439130.0,4478314.0,079-09-221
35,3,2,,,,,3283,07901,2961,,079,,28040,28,11329,2,A,6,ALMIRANTE FCO.MORENO-MORERAS,Almirante Francisco Moreno frente Nº7,,09,,217,20170920,20010709,,19861001,T,,6_2961,,,40.453039225412354,132,-3.716429483695815,6,,Almirante Francisco Moreno,2,36,,del,,5,,S,,,U,N,Calle,439361.0,4478496.0,079-09-217
36,3,2,081,,,,1514,07901,2964,,079,0790101,28035,28,45108,2,A,7,CESAR MANRIQUE-JUAN SANCHEZ,"César Manrique, 12 con C/ Juán Sánchez",,08,,176,20170920,20010709,,19861001,T,,6_2964,,,40.473905010336345,"127, 132, N21",-3.7206383143634443,6,,César Manrique,SN,37,Con Calle de Chantada,de,001,2,,S,,,U,SN,Calle,439023.0,4480815.0,079-08-176
37,3,2,091,,,,3284,07901,2977,,079,0790101,28040,28,99999,2,A,6,ALMIRANTE FCO.MORENO-MORERAS,"Almirante Francisco Moreno, 3",,09,,217,20170920,20010709,,19861001,T,,6_2977,,,40.45300114762105,132,-3.716759290047712,6,,Almirante Francisco Moreno,3,38,,del,001,5,,S,,,U,N,Calle,439333.0,4478492.0,079-09-217
38,3,2,091,,,,3282,07901,2978,,079,0790101,28040,28,07769,2,A,6,AV.MORERAS-CGIO.MAYOR ALFONSO X EL SABIO,Moreras frente C Mayor AlfonsoX ElSabio,,09,,216,20170920,20010709,,19861001,T,,6_2978,,,40.45126400504299,132,-3.7194060528794584,6,,Moreras,5,39,,de las,001,5,,S,,,U,N,Avda,439107.0,4478301.0,079-09-216
39,3,2,091,,,,3280,07901,2979,,079,0790101,28040,28,07769,2,A,6,AV.MORERAS-RAMIRO DE MAEZTU,Moreras S/N con C/ Ramiro de Maeztu,,09,,221,20170920,20010709,,19861001,T,,6_2979,,,40.44918977406718,132,-3.721200009587038,6,,Moreras,SN,40,Con Calle de Ramiro de Maeztu,de las,001,5,0790101A01,S,,T0798278,U,SN,Avda,438953.0,4478072.0,079-09-221
40,3,2,174,,,,1445,07901,2354,,079,,28021,28,03242,2,A,4,J.JOSE MTNEZ.SECO-DIAMANTE,"Juán José Martínez Seco, 59",,17,,482,20170920,20010709,,19861001,T,,6_2354,,,40.35175681483424,"85, 123",-3.6870259162297474,6,,Juan José Martínez Seco,61,41,,de,057,3,,S,,,U,N,Calle,441767.0,4467234.0,079-17-482
41,3,2,174,,,,1443,07901,2355,,079,,28021,28,03242,2,A,4,J.JOSE MTNEZ.SECO-BENITA LOPEZ,"Juán José Martínez Seco, 7",,17,,481,20170920,20010709,,19861001,T,,6_2355,,,40.35171565564861,"85, 123",-3.689404165275842,6,,Juan José Martínez Seco,9,42,,de,055,3,,S,,,U,N,Calle,441565.0,4467231.0,079-17-481
42,3,2,175,,,,1189,07901,2357,,079,,28041,28,11029,2,A,4,VIRGEN DE LOS DESAMPARADOS-TOTANES,"Virgen de los Desamparados, 12",,17,,479,20170920,20010709,,19861001,T,,6_2357,,,40.351460587422366,"18, 86, 116, N14",-3.698892655235318,6,,Virgen de los Desamparados,4,43,,de la,070,3,,S,,,U,N,Calle,440759.0,4467209.0,079-17-479
43,3,2,175,,,,1190,07901,2359,,079,,28041,28,11029,2,A,4,VIRGEN DE LOS DESAMPARADOS,"Virgen de los Desamparados, 7",,17,,479,20170920,20010709,,19861001,T,,6_2359,,,40.35140781556992,"18, 86, 116, N14",-3.6986801501347455,6,,Virgen de los Desamparados,4,44,,de la,071,3,,S,,,U,N,Calle,440777.0,4467203.0,079-17-479
44,3,2,097,,,,3434,07901,2360,,079,0790101,28023,28,11371,2,B1,6,ARROYO POZUELO-HINOJO,Arroyo de Pozuelo con C/ del Hinojo,,09,,204,20170920,20010709,,19861001,T,559-1,6_2360,,,40.45201366477992,160,-3.7750091872123757,6,,Pasionaria,24,45,,de la,079,,,S,,T0794844,U,N,Calle,434393.0,4478424.0,079-09-204
45,3,2,157,,,,2878,07901,2366,,079,,28033,28,01944,2,A,1,EMILIO RUBIN-ARTURO SORIA,Emilio Rubín frente al Nº 1,,15,,400,20170920,20010709,,19861001,T,,6_2366,,,40.460950712145646,87,-3.661668416534219,6,,Emilio Rubín,2,46,,de,158,4,,S,,T0793809,U,N,Calle,444011.0,4479338.0,079-15-400
46,3,2,163,,,,2879,07901,2367,,079,,28033,28,04166,2,A,1,MONTEARAGON Nº 8,"Montearagón, 8",,16,,453,20170920,20010709,,19861001,T,,6_2367,,,40.4630184460694,87,-3.659270705743023,6,,Montearagón,8,47,,de,007,4,,S,,,U,N,Calle,444216.0,4479566.0,079-16-453
47,3,2,166,,,,5208,07901,2371,,079,0790101,28050,28,11161,2,A,1,Cº DE MONTORO-Cº VIEJO DE BURGOS,Cº de Montoro frente al Nº 1,,16,,440,20170920,20010709,,19861001,T,,6_2371,,,40.4800202667513,"87, N2",-3.6331154882930488,6,,Montoro,1,48,,de,096,4,,S,,T0791257,U,N,Cmno,446447.0,4481437.0,079-16-440
48,3,2,166,,,,2896,07901,2374,,079,,28050,28,10940,2,A,1,Cº DEL OLIVAR-GRAMA,"Cº del Olivar, 8",,16,,440,20170920,20010709,,19861001,T,,6_2374,,,40.4771680754328,87,-3.6291365644468194,6,,Olivar,8,49,,del,096,4,,S,,,U,N,Cmno,446782.0,4481118.0,079-16-440
49,3,2,166,,,,2891,07901,2378,,079,,28033,28,07531,1,A,1,GREGORIO SANCHEZ HERRAEZ,Gregorio Sánchez Herráez frente Nº 14,,16,,441,20170920,20010709,,19861001,T,559-2,6_2378,,,40.47776704188483,"87, N2",-3.6367464910409155,6,,Gregorio Sánchez Herráez,14,50,,de,107,,,S,,T0791621,U,N,Calle,446137.0,4481189.0,079-16-441
50,3,2,164,,,,2737,07901,2382,337,079,0790101,28033,28,09187,2,A,1,AV.BUCARAMANGA-GTA.CHARALA,Av. Bucaramanga S/N con Gta. Charala,,16,,451,20170920,20010709,,19861001,T,,6_2382,,,40.472633117797415,87,-3.6396287432372247,6,93.0,Charala,SN,51,,de,057,,0790101A01,S,,T0792298,U,SN,Gta,445889.0,4480621.0,079-16-451
51,3,2,163,,,,2882,07901,2385,,079,,28043,28,11656,2,A,1,GRAN VIA HORTALEZA-HARO,Gran Vía de Hortaleza con C/ Haro,,16,,454,20170920,20010709,,19861001,T,,6_2385,,,40.46710693430819,87,-3.651596227777427,6,,Hortaleza,48,52,,de,035,4,,S,,,U,N,G.v.,444870.0,4480015.0,079-16-454
52,3,2,,,,,1721,07901,2254,,079,,28035,28,08966,2,A,7,ARROYOFRESNO-AV.C.HERRERA ORIA,Arroyo del Fresno con Herrera Oria,,08,,170,20170920,20010709,,19861001,T,,6_2254,,,40.47722485640123,82,-3.741319304424152,6,,Arroyofresno,27,53,,de,,2,,S,,,U,N,Calle,437273.0,4481198.0,079-08-170
53,3,2,,,,,1719,07901,2255,,079,,28035,28,09363,2,A,7,CANTALEJO-ARROYOFRESNO,"Cantalejos, 2",,08,,170,20170920,20010709,,19861001,T,,6_2255,,,40.475277086141546,82,-3.741604630165776,6,,Cantalejo,2,54,,de,,5,,S,,,U,N,Calle,437247.0,4480982.0,079-08-170
54,3,2,093,A,,,1700,07901,2265,,079,0790101,28035,28,04100,1,A,6,AV.MIRAFLORES-CTRA.DEHESA VILLA,Av Miraflores con Ctra. Dehesa la Villa,,09,,205,20170920,20010709,,19861001,T,559-1,6_2265,,,40.4575051545204,"82, N20",-3.7299211523373668,6,,Miraflores,1,55,,de,043,,,S,,T0792158,U,N,Avda,438221.0,4479001.0,079-09-205
55,3,2,093,,,,1698,07901,2266,,079,,28040,28,08012,1,A,6,PARANINFO-CIEMAT,Av Complutense  (C. Energía Nuclear),,09,,215,20170920,20010709,,19861001,T,559-1,6_2266,,,40.45449257184241,"82, N20",-3.729269272027361,6,,Complutense,11,56,, ,033,,,S,,T0794407,U,N,Avda,438274.0,4478666.0,079-09-215
56,3,2,141,,,,847,07901,821,,079,,28030,28,02382,2,A,3,FTE.CARRANTONA-ARROYO FONTARRON,Fuente Carrantona con Arroyo Fontarrón,,14,,395,20170920,20010709,,19861001,T,,6_821,,,40.39631981443261,"20, 142, 144",-3.6391544122771107,6,,Fuente Carrantona,2,57,,de la,001,3,,S,,,U,N,Calle,445868.0,4472150.0,079-14-395
57,3,2,146,,,,841,07901,823,,079,0790101,28030,28,01521,2,A,3,PZA.CONDE MACEDA Y TABOADA,"Hacienda de Pavones, 140",,14,,385,20170920,20010709,,19861001,T,,6_823,,,40.403315058098165,"20, 30, N8",-3.643286166707692,6,,Corregidor Conde de Maceda y Taboada,SN,58,,del,065,4,,S,,T07910427,U,SN,Plaza,445523.0,4472929.0,079-14-385
58,3,2,146,,,,852,07901,826,,079,0790101,28030,28,04590,2,A,3,PZA.DEL ENCUENTRO,"Pza. del Encuentro, 1",,14,,385,20170920,20010709,,19861001,T,,6_826,,,40.40560623921319,"20, 30, N8",-3.650838561777192,6,,Hacienda de Pavones,3,59,,de la,069,4,,S,,T07910168,U,N,Calle,444884.0,4473188.0,079-14-385
59,3,2,144,,,,831,07901,828,,079,,28030,28,04198,2,A,3,AV.MORATALAZ Nº 21,"Av. de Moratalaz, 21",,14,,379,20170920,20010709,,19861001,T,,6_828,,,40.40765929527288,20,-3.660569439839897,6,,Moratalaz,21,60,,de,037,3,,S,,,U,N,Avda,444060.0,4473422.0,079-14-379
60,3,2,144,,,,827,07901,830,212,079,,28030,28,07514,2,A,3,Cº VINATEROS-M30,"Cº de Vinateros, 3",,14,,379,20170920,20010709,,19861001,T,,6_830,,,40.410795885731396,"20, 30, 32, N8",-3.6587378930971886,6,93.0,Camino de los Vinateros,3,61,,del,040,,,S,,T0799424,U,N,Calle,444218.0,4473769.0,079-14-379
61,3,2,3,,,,825,07901,831,,079,,28007,28,02077,1,A,3,ESTRELLA POLAR-PEZ AUSTRAL,"Estrella Polar, 13 con C/ Pez Austral",,03,,58,20170920,20010709,,19861001,T,,6_831,,,40.41119918482519,"20, 30, 32, N8",-3.6654126769141864,6,,Estrella Polar,13,62,,de la,94,1,,S,,,U,N,Calle,443652.0,4473818.0,079-03-058
62,3,2,036,A,,,821,07901,833,,079,,28009,28,04280,1,A,3,AV.NAZARET-JESUS APRENDIZ,Av. de Nazaret frente al Nº 9,,03,,56,20170920,20010709,,19861001,T,559-4,6_833,,,40.41150802456867,20,-3.670703155718015,6,,Nazaret,9,63,,de,081,,,S,,T0799511,U,N,Avda,443203.0,4473856.0,079-03-056
63,3,2,4,,,,815,07901,836,236,079,,28009,28,04020,1,A,3,MENENDEZ PELAYO-A.SAINZ BARANDA,"Menéndez Pelayo, 47",,03,,48,20170920,20010709,,19861001,T,,6_836,,,40.417286888353594,"20, 152",-3.6782614848909123,6,93.0,Menéndez Pelayo,45,64,,de,59,,,S,,,U,N,Avda,442567.0,4474502.0,079-03-048
64,3,2,155,,,,1246,07901,840,,079,,28027,28,03268,2,A,1,JUAN PEREZ ZUÑIGA Nº 19,"Juán Pérez Zúñiga, 19",,15,,408,20170920,20010709,,19861001,T,,6_840,,,40.44228522435964,21,-3.648703709094927,6,,Juan Pérez Zúñiga,19,65,,de,139,4,,S,,,U,N,Calle,445095.0,4477258.0,079-15-408
65,3,2,175,,,,1147,07901,776,,079,,28041,28,11124,2,A,4,ALEGRIA DE LA HUERTA-ANOETA,"Alegría de la Huerta, 37",,17,,468,20170920,20010709,,19861001,T,,6_776,,,40.35338408264959,"18, 86, 116, N14",-3.6951442071623384,6,,La Alegría de la Huerta,37,66,,de,076,3,,S,,,U,N,Calle,441079.0,4467420.0,079-17-468
66,3,2,,,,,550,07901,711,,079,,28005,28,04877,1,A,4,Pº PONTONES-Pº IMPERIAL,"Pº de los Pontones, 12",,02,,26,20170920,20010709,,19861001,T,,6_711,,,40.40484546519002,"17, 41, N16",-3.7156596435082476,6,,Pontones,10,67,,de,,1,,S,,,U,N,Paseo,439383.0,4473146.0,079-02-026
67,3,2,113,,,,554,07901,713,,079,0790101,28011,28,01995,2,A,4,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,Pº Ermita del Santo (Pte.S.Isidro),,11,,271,20170920,20010709,,19861001,T,,6_713,,,40.404249037117765,"17, 25, N16",-3.7246450695305744,6,,Ermita del Santo,SN,68,Con Calle de San Ambrosio,de la,052,3,,S,,T07910436,U,SN,Paseo,438620.0,4473086.0,079-11-271
68,3,2,101,,,,555,07901,714,,079,0790101,28047,28,08995,2,A,5,VIA CARPETANA-CARAMUEL,Vía Carpetana S/N con C/ Caramuel,,10,,267,20170920,20010709,,19861001,T,,6_714,,,40.4017969954292,"17, N16",-3.7306287908805,6,,Vía Carpetana,SN,69,Con Calle de Caramuel,,006,3,,S,,T07910160,U,SN,Calle,438110.0,4472818.0,079-10-267
69,3,2,104,,,,566,07901,719,,079,0790101,28047,28,08995,2,A,5,VIA CARPETANA-PETIRROJO,"Vía Carpetana, 352",,10,,258,20170920,20010709,,19861001,T,,6_719,,,40.389747283991426,17,-3.7440717817891183,6,,Vía Carpetana,SN,70,Frente al nº 187,,087,3,,S,,T07911932,U,SN,Calle,436958.0,4471490.0,079-10-258
70,3,2,,,,,2416,07901,1551,,079,,28040,28,07713,2,A,6,AV.JUAN HERRERA-MARTIN FIERRO,Av Juán de Herrera con Av Martín Fierro,,09,,218,20170920,20010709,,19861001,T,,6_1551,,,40.438582275521874,"46, 160, 161, N20",-3.731863479729827,6,,Juan de Herrera,6,71,,de,,5,,S,,,U,N,Avda,438039.0,4476902.0,079-09-218
71,3,2,104,,,,570,07901,723,,079,0790101,28047,28,08809,2,A,5,"OCAÑA,69","Ocaña, 41",,10,,257,20170920,20010709,,19861001,T,,6_723,,,40.38512704381465,"17, N26",-3.753599236144573,6,,Ocaña,69,72,,de,090,3,,S,,T07913005,U,N,Calle,436145.0,4470984.0,079-10-257
