,BARRIO,CODIGOPOSTAL,DENOMINACION,DISTRITO,LATITUD,LONGITUD,TIPOTRANSPORTE,BARRIO_NOMBRE,DISTRITO_NOMBRE
1046,133.0,28018.0,PTO.BALBARAN-NOVECENTO,13.0,40.37654100241418,-3.6559426265624033,Autobus,Palomeras Bajas,Puente de Vallecas
1047,133.0,28018.0,EL GRADUADO-TRV.FELIPE DIEGO,13.0,40.378230372543136,-3.6598818020799295,Autobus,Palomeras Bajas,Puente de Vallecas
1048,24.0,28045.0,PTO.CRUZ VERDE-PTO.SERRANO,2.0,40.38625980800688,-3.6858560406603376,Autobus,Legazpi,Arganzuela
1049,133.0,28018.0,AV.PABLO NERUDA-SANTOS INOCENTES,13.0,40.38127171691005,-3.6589571947735946,Autobus,Palomeras Bajas,Puente de Vallecas
1050,107.0,28044.0,ALDEANUEVA DE LA VERA-AV.AVIACION,10.0,40.375450797096356,-3.7768388384330716,Autobus,Aguilas,Latina
1051,24.0,28045.0,EMBAJADORES-AV.PLANETARIO,2.0,40.386469046458465,-3.6900641986948264,Autobus,Legazpi,Arganzuela
1052,64.0,28029.0,SINESIO DELGADO-HOSPITAL CARLOS III,6.0,40.47447117860558,-3.697664756149958,Autobus,Almenara,Tetuán
1053,64.0,28046.0,SINESIO DELGADO-Pº CASTELLANA,6.0,40.474158698070504,-3.687821979775287,Autobus,Almenara,Tetuán
1054,64.0,28046.0,Pº CASTELLANA-LUIS ESTEBAN,6.0,40.472987038205225,-3.6879044113867985,Autobus,Almenara,Tetuán
1055,64.0,28046.0,Pº CASTELLANA-GRAL.ARANDA,6.0,40.4709981354601,-3.688471434288605,Autobus,Almenara,Tetuán
1056,64.0,28020.0,BRAVO MURILLO-AGUILEÑAS,6.0,40.465262218993814,-3.693121807075522,Autobus,Almenara,Tetuán
1057,61.0,28020.0,BRAVO MURILLO-CAROLINAS,6.0,40.451289979772774,-3.7034505059293066,Autobus,Bellas Vistas,Tetuán
1058,62.0,28020.0,AVILA-BRAVO MURILLO,6.0,40.452772667524265,-3.7025932542322963,Autobus,Cuatro Caminos,Tetuán
1059,51.0,28036.0,CONCHA ESPINA-PZA.LIMA,5.0,40.45188083256642,-3.6890927467675487,Autobus,El Viso,Chamartín
1060,51.0,28016.0,AV.CONCHA ESPINA-SERRANO,5.0,40.45156828116888,-3.6810113598892222,Autobus,El Viso,Chamartín
1061,53.0,28016.0,AV.RAMON Y CAJAL-MOSTOLES,5.0,40.452290811590096,-3.6683292374753775,Autobus,Ciudad Jardín,Chamartín
1062,52.0,28002.0,CLARA DEL REY-CARDENAL SILICEO,5.0,40.442613817374394,-3.670108337681663,Autobus,Prosperidad,Chamartín
1063,52.0,28002.0,CLARA DEL REY-ANASTASIO AROCA,5.0,40.44086013259113,-3.672684997295816,Autobus,Prosperidad,Chamartín
1064,52.0,28002.0,CORAZON DE MARIA-ALUSTANTE,5.0,40.44189899668083,-3.6690871939872003,Autobus,Prosperidad,Chamartín
1065,52.0,28002.0,CORAZON DE MARIA-STA.RITA,5.0,40.44585000821744,-3.6666500046320567,Autobus,Prosperidad,Chamartín
1066,112.0,28019.0,ANTONIO LEYVA-NAVAHONDA,11.0,40.391702313026144,-3.7154735441360094,Autobus,Opañel,Carabanchel
1067,175.0,28041.0,STA.ESCOLASTICA-EDUARDO BARREIROS,17.0,40.36246498839037,-3.6996892180268466,Autobus,Los Angeles,Villaverde
1068,175.0,28041.0,MANOJO DE ROSAS-PQUE.KATIUSKA,17.0,40.358595914618675,-3.6973881350566336,Autobus,Los Angeles,Villaverde
1069,111.0,28019.0,ANTONIO LEYVA-ALEJANDRO SANCHEZ,11.0,40.38881455554424,-3.716255983328301,Autobus,Comillas,Carabanchel
1070,111.0,28019.0,ANTONIO LEYVA Nº 25,11.0,40.39391892181797,-3.7154144926488,Autobus,Comillas,Carabanchel
1071,113.0,28019.0,BLASA PEREZ-EL TOBOSO,11.0,40.39217113332796,-3.7269901018182514,Autobus,San Isidro,Carabanchel
1072,113.0,28019.0,TERCIO-GESALEICO,11.0,40.39353877210712,-3.728701520318932,Autobus,San Isidro,Carabanchel
1073,83.0,28035.0,ISLAS ALEUTIANAS-JOAQUIN LORENZO,8.0,40.4748047805795,-3.7294485045331536,Autobus,Peñagrande,Fuencarral - El Pardo
1074,93.0,28035.0,JUAN J.LOPEZ IBOR-ISLA CRISTINA,9.0,40.469680942607155,-3.7262199622688414,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1075,93.0,28035.0,NUEVA ZELANDA-RUPERTO ANDRES,9.0,40.46744900902521,-3.724414788823432,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1076,93.0,28039.0,FCOS.RODRIGUEZ-ANTONIO MACHADO,9.0,40.45948350449055,-3.7188803248116415,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1077,93.0,28039.0,FCOS.RODRIGUEZ-INST.VIRGEN DE LA PALOMA,9.0,40.458317765109626,-3.71509378468057,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1078,103.0,28011.0,VILLAMANIN-VILLASANDINO,10.0,40.40604713517399,-3.753455086388021,Autobus,Lucero,Latina
1079,103.0,28011.0,VILLAMANIN-Cº CAMPAMENTO (BATAN),10.0,40.40744018318306,-3.752586711017257,Autobus,Lucero,Latina
1080,91.0,28011.0,Cº CAMPAMENTO-VILLAGARCIA,9.0,40.40628877571486,-3.7550841119669034,Autobus,Casa de Campo,Moncloa - Aravaca
1081,105.0,28024.0,CTRA.BOADILLA MONTE-MIRLO,10.0,40.39921093990729,-3.7696288103216062,Autobus,Campamento,Latina
1082,105.0,28024.0,ADANERO,10.0,40.3943587111313,-3.779848350344361,Autobus,Campamento,Latina
1083,105.0,28024.0,VILLAVICIOSA-CARABIAS,10.0,40.39806905173863,-3.7679307705697456,Autobus,Campamento,Latina
1084,56.0,28046.0,Pº CASTELLANA-DANIEL VAZQUEZ DIAZ,5.0,40.475320183182056,-3.686418163559906,Autobus,Castilla,Chamartín
1085,56.0,28046.0,Pº CASTELLANA-MANUEL CALDEIRO,5.0,40.47693661323599,-3.685773951454476,Autobus,Castilla,Chamartín
1086,56.0,28046.0,Pº CASTELLANA-VIEJAS,5.0,40.47949005939553,-3.6851156307963713,Autobus,Castilla,Chamartín
1087,86.0,28034.0,AV.LLANO CASTELLANO-FCO.SANCHA,8.0,40.48556402230799,-3.6840014704404234,Autobus,Valverde,Fuencarral - El Pardo
1088,86.0,28034.0,NTRA. SRA. DE VALVERDE,8.0,40.49463777112149,-3.6875470094821674,Autobus,Valverde,Fuencarral - El Pardo
1089,86.0,28034.0,NTRA.SRA.VALVERDE-MANUEL VILLARTA,8.0,40.49694659126834,-3.687122118624136,Autobus,Valverde,Fuencarral - El Pardo
1090,86.0,28034.0,GTA.FUENTE DE LA CARRA,8.0,40.4981748184075,-3.6866153860834223,Autobus,Valverde,Fuencarral - El Pardo
1091,86.0,28034.0,NTRA.SRA.VALVERDE-ISLAS JARVI,8.0,40.49229091133186,-3.686791477195388,Autobus,Valverde,Fuencarral - El Pardo
1092,56.0,28046.0,MAURICIO LEGENDRE-M.CALDEIRO,5.0,40.47665713749674,-3.68428464392523,Autobus,Castilla,Chamartín
1093,201.0,28037.0,SAN ROMUALDO-JULIAN CAMARILLO,20.0,40.43740823520639,-3.621326381418063,Autobus,Simancas,San Blas - Canillejas
1094,84.0,28029.0,AV.BETANZOS-CHANTADA,8.0,40.47352705441498,-3.711833856773379,Autobus,Pilar,Fuencarral - El Pardo
1095,136.0,28038.0,ALFONSO XIII-PEÑA PRIETA,13.0,40.401702381590184,-3.664608820216374,Autobus,Numancia,Puente de Vallecas
1096,166.0,28055.0,MURIAS DE PAREDES-HERMANOS GASCON,16.0,40.482326264616496,-3.6331834990545553,Autobus,Valdefuentes,Hortaleza
1097,166.0,28055.0,MOMBUEY-ROBLA,16.0,40.48358931319204,-3.636134031179039,Autobus,Valdefuentes,Hortaleza
1098,212.0,28042.0,AEROPUERTO T1,21.0,40.46398714621827,-3.5706609969747545,Autobus,Aeropuerto,Barajas
1099,159.0,28033.0,ARTURO SORIA-CUARTEL INFANTERIA MARINA,15.0,40.475343872975046,-3.66851031783788,Autobus,Costillares,Ciudad Lineal
1100,133.0,28018.0,AV.BUENOS AIRES-PEDRO LABORDE,13.0,40.3847363001837,-3.653288729613352,Autobus,Palomeras Bajas,Puente de Vallecas
1101,135.0,28018.0,AV.BUENOS AIRES-PEDRO LABORDE,13.0,40.38485527345016,-3.6529599994599367,Autobus,Portazgo,Puente de Vallecas
1102,135.0,28018.0,AV.BUENOS AIRES-CLEOPATRA,13.0,40.38180280116293,-3.6526713873957393,Autobus,Portazgo,Puente de Vallecas
1103,208.0,28027.0,TAMPICO,20.0,40.44532880662951,-3.635974067966156,Autobus,Salvador,San Blas - Canillejas
1104,143.0,28030.0,FTE.CARRANTONA-PASAJE DE ORUSCO,14.0,40.408906827145074,-3.6307051938039545,Autobus,Marroquina,Moratalaz
1105,93.0,28040.0,OBISPO TREJO-MARTIN FIERRO,9.0,40.436157513720474,-3.732073026562509,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1106,72.0,28015.0,VALLEHERMOSO-DONOSO CORTES,7.0,40.436043103264275,-3.7084676942220662,Autobus,Arapiles,Chamberí
1107,22.0,28005.0,Pº YESERIAS-ARGANDA,2.0,40.39695892103028,-3.704488026075052,Autobus,Acacias,Arganzuela
1108,93.0,28040.0,AV.DE SENECA-SENDA DEL REY,9.0,40.43441023069922,-3.7334217379292216,Autobus,Ciudad Universitaria,Moncloa - Aravaca
1109,107.0,28044.0,AV.GRAL.FANJUL-AV.RAFAEL FINAT,10.0,40.38415714561907,-3.765487420688725,Autobus,Aguilas,Latina
1110,181.0,28031.0,PTO.PORZUNA-CONGOSTO,18.0,40.37591359814061,-3.6210211095925464,Autobus,Casco Histórico de Vallecas,Villa de Vallecas
1111,134.0,28018.0,VILLALOBOS-AV.MIGUEL HERNANDEZ,13.0,40.380184559994795,-3.652066764822148,Autobus,Palomeras Sureste,Puente de Vallecas
1112,124.0,28026.0,CRISTO VICTORIA-OLVIDO,12.0,40.38124506613988,-3.701838803010355,Autobus,Almendrales,Usera
1113,101.0,28047.0,CONCEJAL FCO.J.MARTIN-CHISPEROS,10.0,40.40295544511398,-3.7312187372435393,Autobus,Cármenes,Latina
1114,101.0,28047.0,CONCEJAL FCO.J.MARTIN-CHISPEROS,10.0,40.40301731439829,-3.73140795832837,Autobus,Cármenes,Latina
1115,22.0,28005.0,Pº YESERIAS-MELILLA,2.0,40.399658054815006,-3.710973707637102,Autobus,Acacias,Arganzuela
1116,22.0,28005.0,Pº YESERIAS-MELILLA,2.0,40.399495682938564,-3.71100735131427,Autobus,Acacias,Arganzuela
1117,97.0,28023.0,GOLONDRINA-RIO ARLANZON,9.0,40.449495537331885,-3.784977523894744,Autobus,Aravaca,Moncloa - Aravaca
1118,97.0,28023.0,GOLONDRINA-CARRETERA HUMERA,9.0,40.45591999600464,-3.781572936208327,Autobus,Aravaca,Moncloa - Aravaca
1119,55.0,28016.0,PRINCIPE DE VERGARA-REP.DOMINICANA,5.0,40.459278945540746,-3.676583684329261,Autobus,Nueva España,Chamartín
1120,97.0,28023.0,GOLONDRINA-VIRGEN DE LOS ROSALES,9.0,40.4536480468517,-3.785072971568085,Autobus,Aravaca,Moncloa - Aravaca
1121,191.0,28032.0,Pº ARTILLEROS-AV.DAROCA,19.0,40.406264049216475,-3.609396565218036,Autobus,Casco histórico de Vicálvaro,Vicálvaro
1122,126.0,28026.0,PARQUE DE LA PALOMA-HENO,12.0,40.37820606979654,-3.714105817609864,Autobus,Zofío,Usera
1123,86.0,28050.0,AV. Cº SANTIAGO-SAN JUAN DE ORTEGA,8.0,40.50340643949339,-3.673249716068458,Autobus,Valverde,Fuencarral - El Pardo
1124,86.0,28050.0,AV. CºSANTIAGO - CASTIELLO DE JACA,8.0,40.5006958708159,-3.6746034341221887,Autobus,Valverde,Fuencarral - El Pardo
1125,134.0,28018.0,AV.ALBUFERA-AV.PABLO NERUDA,13.0,40.38876351870599,-3.6436073858611033,Autobus,Palomeras Sureste,Puente de Vallecas
1126,134.0,28018.0,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,13.0,40.38609381372849,-3.637632298551735,Autobus,Palomeras Sureste,Puente de Vallecas
1127,134.0,28031.0,AV.ALBUFERA-TRANVIA DE ARGANDA,13.0,40.383722224484636,-3.632341014043737,Autobus,Palomeras Sureste,Puente de Vallecas
1128,134.0,28031.0,AV.ALBUFERA Nº 430,13.0,40.383025103534116,-3.6304762394642194,Autobus,Palomeras Sureste,Puente de Vallecas
1129,181.0,28031.0,SIERRA DE GUADALUPE-SAN JAIME,18.0,40.381303635650376,-3.623890347599138,Autobus,Casco Histórico de Vallecas,Villa de Vallecas
1130,181.0,28031.0,JESUS DEL PINO Nº 24,18.0,40.38160092510653,-3.6239006653197317,Autobus,Casco Histórico de Vallecas,Villa de Vallecas
1131,134.0,28031.0,AV.ALBUFERA Nº 323,13.0,40.3831711878407,-3.630399289941805,Autobus,Palomeras Sureste,Puente de Vallecas
1132,134.0,28038.0,AV.ALBUFERA-TRANVIA DE ARGANDA,13.0,40.38389580995617,-3.6322664396540296,Autobus,Palomeras Sureste,Puente de Vallecas
1133,134.0,28038.0,AV.ALBUFERA-AV.MIGUEL HERNANDEZ,13.0,40.38619465779922,-3.63731514607156,Autobus,Palomeras Sureste,Puente de Vallecas
1134,135.0,28038.0,AV.ALBUFERA-INSTITUTO TIRSO MOLINA,13.0,40.39132680820193,-3.6508308653545964,Autobus,Portazgo,Puente de Vallecas
1135,136.0,28038.0,AV.ALBUFERA-PAYASO FOFO,13.0,40.39241322721072,-3.6578637970442616,Autobus,Numancia,Puente de Vallecas
1136,136.0,28038.0,AV.ALBUFERA-SIERRA CARBONERA,13.0,40.39536350681743,-3.6634305788805457,Autobus,Numancia,Puente de Vallecas
1137,111.0,28019.0,Pº STA.Mª DE LA CABEZA-MARIBLANCA,11.0,40.391732866130255,-3.708507889957185,Autobus,Comillas,Carabanchel
1138,115.0,28025.0,GRAL.RICARDOS-PUERTA BONITA,11.0,40.38681955795038,-3.7341547975486926,Autobus,Puerta Bonita,Carabanchel
1139,101.0,28047.0,ALHAMBRA-GTA.LOS CARMENES,10.0,40.39582278473929,-3.7435494118506862,Autobus,Cármenes,Latina
1140,114.0,28025.0,NTRA.SRA.VALVANERA-TORTOLA,11.0,40.390543347655075,-3.736516298428688,Autobus,Vista Alegre,Carabanchel
1141,125.0,28026.0,Pº STA.Mª CABEZA-BALEARES,12.0,40.389704102840426,-3.711901882790989,Autobus,Moscardó,Usera
1142,207.0,28022.0,ETRURIA-TROYA,20.0,40.43604668515868,-3.6113863841314666,Autobus,Canillejas,San Blas - Canillejas
1143,204.0,28022.0,AV.CANILLEJAS-POBLADURA VALLE,20.0,40.42710953409063,-3.6114116639233713,Autobus,Arcos,San Blas - Canillejas
1144,154.0,28027.0,JOSE DEL HIERRO-MANDARINA,15.0,40.440128904474186,-3.6444264541101954,Autobus,Concepción,Ciudad Lineal
1145,154.0,28027.0,AV.DONOSTIARRA-PZA.JOSE BANUS,15.0,40.43473783784121,-3.656306608586598,Autobus,Concepción,Ciudad Lineal
1146,191.0,28032.0,SAN CIPRIANO-CAÑOS DE SAN PEDRO,19.0,40.403803615385044,-3.601850582808224,Autobus,Casco histórico de Vicálvaro,Vicálvaro
1147,211.0,28042.0,GALEON-BERGANTIN,21.0,40.45850783262871,-3.58229917431292,Autobus,Alameda de Osuna,Barajas
1148,208.0,28027.0,JUAN I.LUCA TENA-JARDIN BOTANICO,20.0,40.44799951225388,-3.6301901143849302,Autobus,Salvador,San Blas - Canillejas
1149,208.0,28027.0,TELEMACO-INST.NAC.ESTADISTICA,20.0,40.44768433027795,-3.641377366315016,Autobus,Salvador,San Blas - Canillejas
1150,155.0,28027.0,ANGELITA CAVERO-GRAL.ARANAZ,15.0,40.447349917964466,-3.6468066186878376,Autobus,San Pascual,Ciudad Lineal
1151,52.0,28002.0,AV.AMERICA-PARQUE AVENIDAS,5.0,40.44322791655243,-3.665137815779031,Autobus,Prosperidad,Chamartín
1152,142.0,28030.0,DR.GARCIA TAPIA-FTE.CARRANTONA,14.0,40.407321110068736,-3.6307257696645614,Autobus,Horcajo,Moratalaz
1153,162.0,28043.0,AV.AMERICA-PQUE.CONDE ORGAZ,16.0,40.44911012121899,-3.6403084986326317,Autobus,Piovera,Hortaleza
1154,112.0,28019.0,ANTONIO LEYVA-MARQUES VADILLO,11.0,40.396981094749115,-3.715564696577853,Autobus,Opañel,Carabanchel
1155,112.0,28019.0,ANTONIO LEYVA-CONDES BARCELONA,11.0,40.39514393702643,-3.7154510079929604,Autobus,Opañel,Carabanchel
1156,131.0,28053.0,BARROS-RONDA SUR,13.0,40.37331140857203,-3.664604529211056,Autobus,Entrevías,Puente de Vallecas
1157,131.0,28053.0,RONDA SUR-BARROS,13.0,40.37323602674085,-3.6651809796747417,Autobus,Entrevías,Puente de Vallecas
1158,114.0,28025.0,Pº MUÑOZ GRANDES-LAGUNA,11.0,40.386713984626596,-3.742235858544997,Autobus,Vista Alegre,Carabanchel
1159,163.0,28043.0,AREQUIPA-TREFACIO,16.0,40.46851934157093,-3.634104627174989,Autobus,Canillas,Hortaleza
1160,215.0,28042.0,RIBERA DEL LOIRA Nº 16-18,21.0,40.466222098628066,-3.6245256064958977,Autobus,Corralejos,Barajas
1161,215.0,28042.0,AV.CONSEJO EUROPA-RIBERA LOIRA,21.0,40.45926174539563,-3.616741071671184,Autobus,Corralejos,Barajas
1162,162.0,28043.0,AV.LOS ANDES-AV.MACHUPICHU,16.0,40.454821533814595,-3.622221592475819,Autobus,Piovera,Hortaleza
1163,113.0,28019.0,FRAGATA-MATILDE HERNANDEZ,11.0,40.39366923248754,-3.733722424163168,Autobus,San Isidro,Carabanchel
1164,113.0,28019.0,ZAIDA-FRAGATA,11.0,40.3936993940701,-3.736067538976728,Autobus,San Isidro,Carabanchel
1165,113.0,28019.0,EL TOBOSO-ERVIGIO,11.0,40.39300768178565,-3.7314883126757032,Autobus,San Isidro,Carabanchel
1166,113.0,28019.0,BLASA PEREZ-GRAL.RICARDOS,11.0,40.3920267756561,-3.727023900809851,Autobus,San Isidro,Carabanchel
1167,104.0,28024.0,ILLESCAS Nº 34,10.0,40.39415747425174,-3.762725476765993,Autobus,Aluche,Latina
1168,107.0,28047.0,AV.POBLADOS-PRISION,10.0,40.3815152284328,-3.75761160701272,Autobus,Aguilas,Latina
1169,207.0,28027.0,JOSEFA VALCARCEL-GUTIERREZ CANALES,20.0,40.44946823389511,-3.615163571876141,Autobus,Canillejas,San Blas - Canillejas
1170,152.0,28017.0,VITAL AZA-EZEQUIEL SOLANA,15.0,40.431065927141816,-3.6443989993127968,Autobus,Pueblo Nuevo,Ciudad Lineal
1171,152.0,28017.0,EZEQUIEL SOLANA-FCO.VILLAESPESA,15.0,40.4289340688006,-3.6436809171770865,Autobus,Pueblo Nuevo,Ciudad Lineal
1172,152.0,28017.0,EZEQUIEL SOLANA-ARRIAGA,15.0,40.425517308455184,-3.6409746120036615,Autobus,Pueblo Nuevo,Ciudad Lineal
1173,152.0,28017.0,GANDHI-SAN TELESFORO,15.0,40.423937112250975,-3.6367276740649754,Autobus,Pueblo Nuevo,Ciudad Lineal
1174,151.0,28017.0,RICARDO ORTIZ Nº 20,15.0,40.42736712353389,-3.658121260798185,Autobus,Ventas,Ciudad Lineal
1175,151.0,28017.0,RICARDO ORTIZ-SAN EMILIO,15.0,40.42530482657208,-3.657983302019455,Autobus,Ventas,Ciudad Lineal
1176,151.0,28017.0,JOSE LUIS ARRESE-STA.GENOVEVA,15.0,40.422276756786395,-3.6517887661792905,Autobus,Ventas,Ciudad Lineal
1177,151.0,28017.0,STA.IRENE-SAN LAMBERTO,15.0,40.41938631405967,-3.652198244952496,Autobus,Ventas,Ciudad Lineal
1178,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARCADA 1,15.0,40.41792091617193,-3.6477627339664296,Autobus,Ventas,Ciudad Lineal
1179,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 3,15.0,40.416901146739654,-3.6416001697337954,Autobus,Ventas,Ciudad Lineal
1180,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 4,15.0,40.41736073516723,-3.6383159451235385,Autobus,Ventas,Ciudad Lineal
1181,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 5,15.0,40.41765659018482,-3.6353012402958975,Autobus,Ventas,Ciudad Lineal
1182,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 6,15.0,40.417549853216634,-3.638329517210862,Autobus,Ventas,Ciudad Lineal
1183,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 8,15.0,40.41887912662988,-3.6423261728545975,Autobus,Ventas,Ciudad Lineal
1184,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 10,15.0,40.424095316836464,-3.64234035690403,Autobus,Ventas,Ciudad Lineal
1185,151.0,28017.0,CEMENTERIO DE LA ALMUDENA PARADA 12,15.0,40.41821826784496,-3.6477537950751726,Autobus,Ventas,Ciudad Lineal
1186,151.0,28017.0,STA.IRENE-JOSE LUIS ARRESE,15.0,40.420379239878386,-3.6527842103219332,Autobus,Ventas,Ciudad Lineal
1187,151.0,28017.0,JOSE LUIS ARRESE-STA.GENOVEVA,15.0,40.422467064263856,-3.6515902062802734,Autobus,Ventas,Ciudad Lineal
1188,151.0,28017.0,RICARDO ORTIZ-SAN SECUNDINO,15.0,40.42386686556291,-3.657368112112497,Autobus,Ventas,Ciudad Lineal
1189,151.0,28017.0,RICARDO ORTIZ-SAN EMILIO,15.0,40.42561185407513,-3.657856615498316,Autobus,Ventas,Ciudad Lineal
1190,22.0,28005.0,Pº ACACIAS-Pº OLMOS,2.0,40.4029175079319,-3.709805934516068,Autobus,Acacias,Arganzuela
1191,44.0,28028.0,AZCONA-PILAR ZARAGOZA,4.0,40.43427510634408,-3.6694715321472366,Autobus,Guindalera,Salamanca
1192,44.0,28028.0,AZCONA-FCO.SILVELA,4.0,40.43287112498937,-3.672334324641564,Autobus,Guindalera,Salamanca
1193,84.0,28029.0,GTA.PIEDRAFITA DEL CEBRERO,8.0,40.47179597542881,-3.712637271728232,Autobus,Pilar,Fuencarral - El Pardo
1194,65.0,28029.0,CAPITAN BLANCO ARGIBAY-SORGO,6.0,40.4675769213339,-3.70592107742521,Autobus,Valdeacederas,Tetuán
1195,191.0,28032.0,VILLABLANCA-VIVERO PILARICA,19.0,40.40665793071084,-3.602988946506671,Autobus,Casco histórico de Vicálvaro,Vicálvaro
1196,55.0,28036.0,MATEO INURRIA-ENRIQUE LARRETA,5.0,40.46683218400084,-3.6851522727883976,Autobus,Nueva España,Chamartín
1197,165.0,28033.0,AV.SAN LUIS-CUEVAS DE ALMANZORA,16.0,40.47332818112264,-3.663405921284148,Autobus,Apostol Santiago,Hortaleza
1198,164.0,28033.0,AV.SAN LUIS-CTRA.ESTACION,16.0,40.471068914448296,-3.6570519112546873,Autobus,Pinar del Rey,Hortaleza
1199,164.0,28033.0,AV.SAN LUIS-PZA.SANTOS HUMOSA,16.0,40.472766538065116,-3.649650093498192,Autobus,Pinar del Rey,Hortaleza
1200,164.0,28033.0,SANTA SUSANA-MAR DE LAS ANTILLAS,16.0,40.47592724597299,-3.646762330563944,Autobus,Pinar del Rey,Hortaleza
1201,164.0,28033.0,STA.ADELA-MAR DE LAS ANTILLAS,16.0,40.47881431810388,-3.649160954744978,Autobus,Pinar del Rey,Hortaleza
1202,164.0,28033.0,AV.SAN LUIS-COSTA DEL SOL,16.0,40.472519005428225,-3.65201417678679,Autobus,Pinar del Rey,Hortaleza
1203,164.0,28033.0,AV.SAN LUIS-CRTA.ESTACION HORTALEZA,16.0,40.4712190895286,-3.6571393832214736,Autobus,Pinar del Rey,Hortaleza
1204,56.0,28016.0,CAIDOS DIVISION AZUL-AV.PIO XII,5.0,40.467361504553814,-3.6747891722010224,Autobus,Castilla,Chamartín
1205,56.0,28036.0,CAIDOS DIVISION AZUL-DUQUE DE PASTRANA,5.0,40.468010428430354,-3.677827199912117,Autobus,Castilla,Chamartín
1206,16.0,28012.0,CARRETAS-PUERTA DEL SOL,1.0,40.41641651952089,-3.7033469557366567,Autobus,Sol,Centro
1207,113.0,28019.0,AV.MANZANARES-SAN POMPEYO,11.0,40.40064292820255,-3.722155363673983,Autobus,San Isidro,Carabanchel
1208,55.0,28016.0,PZA.DEL PERU,5.0,40.46019608902718,-3.6768877401480653,Autobus,Nueva España,Chamartín
1209,45.0,28006.0,"CALLE DE DIEGO DE LEON, 49",4.0,40.43459815088292,-3.6789775030675513,Autobus,Lista,Salamanca
1210,85.0,28029.0,SINESIO DELGADO-HOSPITAL CARLOS III,8.0,40.474636219011046,-3.6977299834117967,Autobus,La Paz,Fuencarral - El Pardo
1211,84.0,28029.0,RIBADAVIA-SINESIO DELGADO,8.0,40.472857329204786,-3.704749078081452,Autobus,Pilar,Fuencarral - El Pardo
1212,84.0,28029.0,RIBADAVIA-CHANTADA,8.0,40.472297372129496,-3.7108792935405988,Autobus,Pilar,Fuencarral - El Pardo
1213,84.0,28029.0,CHANTADA-RIBADAVIA,8.0,40.47247440982186,-3.7104809117324047,Autobus,Pilar,Fuencarral - El Pardo
1214,163.0,28043.0,MOTA DEL CUERVO Nº 48,16.0,40.46480422785781,-3.6314275757655285,Autobus,Canillas,Hortaleza
1215,163.0,28043.0,MOTA DEL CUERVO Nº 9,16.0,40.464983242062495,-3.631641567226552,Autobus,Canillas,Hortaleza
1216,171.0,28021.0,Pº PLATA Y CASTAÑAR-PLEAMAR,17.0,40.34913771679964,-3.7163430003423845,Autobus,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
1217,136.0,28038.0,PUENTE DE VALLECAS,13.0,40.39897474633933,-3.668379835555416,Autobus,Numancia,Puente de Vallecas
1218,172.0,28021.0,BURJASOT-BENIFERRI,17.0,40.34507491139515,-3.6910792645007633,Autobus,San Cristobal,Villaverde
1219,95.0,28023.0,DARIO APARICIO,9.0,40.465343929786734,-3.7659236343183298,Autobus,Valdemarín,Moncloa - Aravaca
1220,95.0,28023.0,AV.VALDEMARIN-FUENTE DEL MOLINO,9.0,40.470708586292965,-3.7734043749509336,Autobus,Valdemarín,Moncloa - Aravaca
1221,95.0,28023.0,AV.VALDEMARIN-CABELLERA BERENICE,9.0,40.47038678866904,-3.778402281163873,Autobus,Valdemarín,Moncloa - Aravaca
1222,95.0,28023.0,BLANCA DE CASTILLA-Cº DE LA ZARZUELA,9.0,40.464920006311104,-3.7834937570645786,Autobus,Valdemarín,Moncloa - Aravaca
1223,95.0,28023.0,AV.VALDEMARIN-LAVADERO,9.0,40.470411152712394,-3.7734245575515337,Autobus,Valdemarín,Moncloa - Aravaca
1224,35.0,28014.0,FRENTE N. 20,3.0,40.41698119015707,-3.688843105241157,Autobus,Jerónimos,Retiro
1225,35.0,28009.0,AV.MENENDEZ PELAYO-A.SAINZ BARANDA,3.0,40.417213163095866,-3.6785436336607225,Autobus,Jerónimos,Retiro
1226,35.0,28009.0,HOSPITAL NIÑO JESUS,3.0,40.414707382037115,-3.6776605303312335,Autobus,Jerónimos,Retiro
1227,33.0,28007.0,LOS ASTROS-CRUZ DEL SUR,3.0,40.41123089684665,-3.669290572827221,Autobus,Estrella,Retiro
1228,33.0,28007.0,ESTRELLA POLAR-PEZ AUSTRAL,3.0,40.41107123426311,-3.6657296369174817,Autobus,Estrella,Retiro
1229,144.0,28030.0,Cº VINATEROS-M30,14.0,40.410600936867375,-3.659749579652083,Autobus,Media Legua,Moratalaz
