,BARRIO,CODIGOPOSTAL,DENOMINACION,DISTRITO,LATITUD,LONGITUD,TIPOTRANSPORTE,BARRIO_NOMBRE,DISTRITO_NOMBRE
2453,164.0,28033.0,MAR DE LAS ANTILLAS-SANTA SUSANA,16.0,40.47593209030979,-3.6474344186313172,Autobus,Pinar del Rey,Hortaleza
2454,51.0,28002.0,JOAQUIN COSTA-PZA.REP.ARGENTINA,5.0,40.44580936116826,-3.685953099285351,Autobus,El Viso,Chamartín
2455,74.0,28010.0,MIGUEL ANGEL Nº 11,7.0,40.435434557993815,-3.691400959056079,Autobus,Almagro,Chamberí
2456,51.0,28002.0,JOAQUÍN COSTA-PZA.REP.ARGENTINA,5.0,40.44467240064979,-3.684738790753865,Autobus,El Viso,Chamartín
2457,42.0,28028.0,PZA.MANUEL BECERRA-DR. ESQUERDO,4.0,40.42767455218981,-3.6689346163343064,Autobus,Goya,Salamanca
2458,181.0,28031.0,Cº HORMIGUERAS-CTRA.VILLAVERDE VALLECAS,18.0,40.37744988021724,-3.629996886178089,Autobus,Casco Histórico de Vallecas,Villa de Vallecas
2459,133.0,28018.0,AV.PQUE.PALOMERAS BAJAS-AHIJONES,13.0,40.378683585758,-3.657812883512544,Autobus,Palomeras Bajas,Puente de Vallecas
2460,135.0,28018.0,AV.PABLO NERUDA-VILLALOBOS,13.0,40.381863084827316,-3.6515645687879883,Autobus,Portazgo,Puente de Vallecas
2461,133.0,28018.0,MARTINEZ DE LA RIVA-PEÑA FALCONERA,13.0,40.38599989175286,-3.6639750295757074,Autobus,Palomeras Bajas,Puente de Vallecas
2462,174.0,28021.0,J.JOSE MTNEZ.SECO-E.MACARENA,17.0,40.351596042005646,-3.691334141136352,Autobus,Los Rosales,Villaverde
2463,86.0,28050.0,CASTIELLO DE JACA - EUNATE,8.0,40.50579984966184,-3.676849780195161,Autobus,Valverde,Fuencarral - El Pardo
2464,86.0,28050.0,TIERRA DE MELIDE - GTA. MONTE DEL GOZO,8.0,40.509720302108676,-3.667269558297888,Autobus,Valverde,Fuencarral - El Pardo
2465,116.0,28044.0,EUGENIA DE MONTIJO-PZA.EMPERATRIZ,11.0,40.37419743715124,-3.7510628516642304,Autobus,Buenavista,Carabanchel
2466,97.0,28023.0,ESTACION DE ARAVACA,9.0,40.44805192282191,-3.7851735324373696,Autobus,Aravaca,Moncloa - Aravaca
2467,161.0,28042.0,AV.LOS PRUNOS-PETUNIAS,16.0,40.45376760215122,-3.619547227838008,Autobus,Palomas,Hortaleza
2468,161.0,28042.0,AV.LOS PRUNOS-SANDALO,16.0,40.45440189705445,-3.6178431092733287,Autobus,Palomas,Hortaleza
2469,157.0,28043.0,ARTURO SORIA-BELISANA,15.0,40.457127775373,-3.657467678727615,Autobus,Colina,Ciudad Lineal
2470,144.0,28030.0,ARROYO BELINCOSO-Cº VINATEROS,14.0,40.41067830053328,-3.6524429755955934,Autobus,Media Legua,Moratalaz
2471,145.0,28030.0,HACIENDA PAVONES Nº204,14.0,40.402236945344,-3.639493121669011,Autobus,Fontarrón,Moratalaz
2472,107.0,28024.0,AV.AVIACION-MEDINA DEL CAMPO,10.0,40.38128553207074,-3.7866483650136935,Autobus,Aguilas,Latina
2473,134.0,28038.0,ANDALUCES-AV.RAFAEL ALBERTI,13.0,40.39024038776951,-3.638837801375843,Autobus,Palomeras Sureste,Puente de Vallecas
2474,134.0,28038.0,ANDALUCES-AV.PABLO NERUDA,13.0,40.391622281561524,-3.641466572007416,Autobus,Palomeras Sureste,Puente de Vallecas
2475,175.0,28041.0,ALCOCER-VILLAVERDE CRUCE,17.0,40.3512358937212,-3.694309672714535,Autobus,Los Angeles,Villaverde
2476,93.0,28040.0,ALMIRANTE FCO.MORENO-DR.F.RUBIO,9.0,40.454185805898476,-3.714578288889747,Autobus,Ciudad Universitaria,Moncloa - Aravaca
2477,133.0,28018.0,PAYASO FOFO-SIERRA BERMEJA,13.0,40.390407838602435,-3.660389296339477,Autobus,Palomeras Bajas,Puente de Vallecas
2478,103.0,28047.0,CONCEJAL FCO.J.JIMÉNEZ MARTÍN-BERLANAS,10.0,40.39973796053519,-3.752501045117718,Autobus,Lucero,Latina
2479,163.0,28043.0,PEDROÑERAS-SILVANO,16.0,40.46285848441751,-3.629734489297269,Autobus,Canillas,Hortaleza
2480,131.0,28053.0,HERNÁNDEZ MAS-RAFAEL MARCOTE,13.0,40.381279592200954,-3.670148987020766,Autobus,Entrevías,Puente de Vallecas
2481,124.0,28026.0,EVANGELIOS-SANTUARIO,12.0,40.38320289370819,-3.699879876454982,Autobus,Almendrales,Usera
2482,23.0,28045.0,JAIME EL CONQUISTADOR-EMBAJADORES,2.0,40.39794484323604,-3.6978876765076913,Autobus,Chopera,Arganzuela
2483,161.0,28042.0,AV.LOGROÑO-CANILLEJAS,16.0,40.45098478714685,-3.6076856963115485,Autobus,Palomas,Hortaleza
2484,31.0,28007.0,AV.MEDITERRANEO-PZA.CONDE CASAL,3.0,40.40662036693686,-3.6710657965428015,Autobus,Pacífico,Retiro
2485,161.0,28042.0,CANILLEJAS,16.0,40.45002929549353,-3.60791660370834,Autobus,Palomas,Hortaleza
2486,161.0,28042.0,CANILLEJAS,16.0,40.44988514372281,-3.607562626310517,Autobus,Palomas,Hortaleza
2487,92.0,28008.0,PLAZA MONCLOA-PRINCESA,9.0,40.434516214497314,-3.718883326475869,Autobus,Argüelles,Moncloa - Aravaca
2488,45.0,28006.0,FCO.SILVELA-DIEGO DE LEON,4.0,40.43382828349228,-3.674044208353613,Autobus,Lista,Salamanca
2489,102.0,28011.0,DOÑA BERENGUELA-CARAMUEL,10.0,40.412643665263225,-3.7266992038490665,Autobus,Puerta del Angel,Latina
2490,103.0,28011.0,HIGUERAS-CEBREROS,10.0,40.40525792266463,-3.745370193472256,Autobus,Lucero,Latina
2491,103.0,28011.0,SEPULVEDA-CEBREROS,10.0,40.40430093014551,-3.74693419835742,Autobus,Lucero,Latina
2492,64.0,28029.0,AVDA. DE ASTURIAS-MONTOYA,6.0,40.47000051975689,-3.6961242511777233,Autobus,Almenara,Tetuán
2493,102.0,28011.0,SEPULVEDA-HUERTA CASTAÑEDA,10.0,40.404622624856785,-3.742092772021783,Autobus,Puerta del Angel,Latina
2494,103.0,28011.0,HIGUERAS-CEBREROS,10.0,40.404674992151065,-3.7451436413117967,Autobus,Lucero,Latina
2495,11.0,28005.0,TOLEDO-PZA.CEBADA,1.0,40.41079296771763,-3.7089382808013434,Autobus,Palacio,Centro
2496,64.0,28029.0,AV.ASTURIAS-VIA LIMITE,6.0,40.47182436692416,-3.6990927809946936,Autobus,Almenara,Tetuán
2497,64.0,28029.0,AV.ASTURIAS-VIA LIMITE,6.0,40.47197795067084,-3.698865169168144,Autobus,Almenara,Tetuán
2498,107.0,28044.0,VIDAUBA Nº 14,10.0,40.381459997817956,-3.7631584613021203,Autobus,Aguilas,Latina
2499,107.0,28044.0,AVDA.GRAL.FANJUL-JOSE DE CADALSO,10.0,40.38298322985554,-3.7717080584206615,Autobus,Aguilas,Latina
2500,107.0,28044.0,AV.RAFAEL FINAT-AV.GRAL.FANJUL,10.0,40.383807184177535,-3.764462422535277,Autobus,Aguilas,Latina
2501,159.0,28033.0,DALIA Nº 7,15.0,40.478489251049744,-3.665167331923493,Autobus,Costillares,Ciudad Lineal
2502,181.0,28031.0,"CNO.HORMIGUERAS, 165",18.0,40.37683786986084,-3.6353882359997387,Autobus,Casco Histórico de Vallecas,Villa de Vallecas
2503,163.0,28043.0,CTRA. CANILLAS-CARRIL DEL CONDE,16.0,40.46359732592781,-3.654098302831168,Autobus,Canillas,Hortaleza
2504,134.0,28038.0,ANDALUCES-SAN CLAUDIO,13.0,40.38932876072218,-3.6358718751561634,Autobus,Palomeras Sureste,Puente de Vallecas
2505,34.0,28009.0,O DONNELL-MAIQUEZ,3.0,40.42128937220164,-3.673209332868517,Autobus,Ibiza,Retiro
2506,42.0,28009.0,O DONNELL-NARVAEZ,4.0,40.42163970036813,-3.6764780341104593,Autobus,Goya,Salamanca
2507,72.0,28015.0,VALLEHERMOSO-CEA BERMUDEZ,7.0,40.43854003872485,-3.7082344752207455,Autobus,Arapiles,Chamberí
2508,76.0,28003.0,GRAL.AMPUDIA Nº 18,7.0,40.44367743639014,-3.7151981934796408,Autobus,Vallehermoso,Chamberí
2509,156.0,28043.0,ARTURO SORIA-JEFATURA PROV.TRAFICO,15.0,40.452959893289524,-3.6537004334492718,Autobus,San Juan Bautista,Ciudad Lineal
2510,31.0,28007.0,CAVANILLES-ABTAO,3.0,40.40555959201396,-3.67473805758796,Autobus,Pacífico,Retiro
2511,152.0,28017.0,FCO.VILLAESPESA-EZEQUIEL SOLANA,15.0,40.429398546717685,-3.644524575471741,Autobus,Pueblo Nuevo,Ciudad Lineal
2512,166.0,28050.0,NICETO ALCALA ZAMORA Nº95,16.0,40.500132617359775,-3.6579493597384687,Autobus,Valdefuentes,Hortaleza
2513,86.0,28050.0,"AVDA.BURGOS,85",8.0,40.48734890802651,-3.673656496548217,Autobus,Valverde,Fuencarral - El Pardo
2514,86.0,28050.0,"AVDA.BURGOS,87-PASO ELEVADO",8.0,40.489934302717536,-3.673123717703025,Autobus,Valverde,Fuencarral - El Pardo
2515,166.0,28050.0,FRANCISCO PI MARGALL-ANA AUSTRIA,16.0,40.49394592013422,-3.6649925242213817,Autobus,Valdefuentes,Hortaleza
2516,166.0,28050.0,FRANCISCO PI Y MARGALL - MARIA PORTUGAL,16.0,40.49417914461111,-3.6646528019013096,Autobus,Valdefuentes,Hortaleza
2517,51.0,28046.0,PZA.SAN JUAN DE LA CRUZ,5.0,40.44077674774918,-3.6914320296126224,Autobus,El Viso,Chamartín
2518,144.0,28030.0,PZA.CORR.ALONSO AGUILAR,14.0,40.40731363861335,-3.6579850855055738,Autobus,Media Legua,Moratalaz
2519,204.0,28037.0,POBLADURA VALLE-PARAMENTO,20.0,40.42787487225783,-3.6131987141198767,Autobus,Arcos,San Blas - Canillejas
2520,202.0,28022.0,AV.CANILLEJAS Nº 68,20.0,40.431379266186845,-3.611521015886942,Autobus,Hellín,San Blas - Canillejas
2521,154.0,28027.0,VIRGEN DEL PORTILLO-HNOS.DE PABLO,15.0,40.439039538904254,-3.6479688927161686,Autobus,Concepción,Ciudad Lineal
2522,36.0,28009.0,PZA.NIÑO JESUS,3.0,40.41111823815347,-3.675211465654373,Autobus,Niño Jesús,Retiro
2523,107.0,28044.0,AVDA.GENERAL FANJUL-GUAREÑA,10.0,40.38475970899301,-3.7642440675836015,Autobus,Aguilas,Latina
2524,115.0,28044.0,ANTONIA RGUEZ.SACRISTAN-ANTONIO RGUEZ.,11.0,40.37300239669161,-3.7451096291912833,Autobus,Puerta Bonita,Carabanchel
2525,183.0,28051.0,AV.DE LAS SUERTES-AV.GRAN VIA DEL SURESTE,18.0,40.362792094913374,-3.5904059842629805,Autobus,Ensanche de Vallecas,Villa de Vallecas
2526,127.0,28041.0,AV.POBLADOS-EXPROPIACION,12.0,40.37165066851833,-3.705662147311824,Autobus,Pradolongo,Usera
2527,121.0,28041.0,AV.POBLADOS-EXPROPIACION,12.0,40.371420734528726,-3.705618713002899,Autobus,Orcasitas,Usera
2528,121.0,28041.0,EXPROPIACION-AV.POBLADOS,12.0,40.37062288382668,-3.70490358107414,Autobus,Orcasitas,Usera
2529,121.0,28041.0,GRAN AVENIDA-PZA.ASOCIACION,12.0,40.36965483605384,-3.705943280178917,Autobus,Orcasitas,Usera
2530,122.0,28041.0,CAMPOTEJAR-NIVAR,12.0,40.36941680276652,-3.7033416874889222,Autobus,Orcasur,Usera
2531,122.0,28041.0,FERNANDO ORTIZ-CAMPOTEJAR,12.0,40.36735862749082,-3.7037129831743822,Autobus,Orcasur,Usera
2532,183.0,28051.0,AVDA. DE LAS SUERTES-AV. DE LA GAVIA,18.0,40.37297037747122,-3.611019552012449,Autobus,Ensanche de Vallecas,Villa de Vallecas
2533,122.0,28041.0,AV.ORCASUR-PZA.PUEBLO,12.0,40.368098248173396,-3.7014394748722563,Autobus,Orcasur,Usera
2534,182.0,28031.0,ENRIQUE Gª ALVAREZ-Cº VASARES,18.0,40.383746892729285,-3.6152712776933194,Autobus,Santa Eugenia,Villa de Vallecas
2535,61.0,28039.0,AV.PABLO IGLESIAS-NUMANCIA,6.0,40.45370342241694,-3.712450381721055,Autobus,Bellas Vistas,Tetuán
2536,56.0,28036.0,AV.BURGOS-AV.PIO XII,5.0,40.473166615848385,-3.675767363475157,Autobus,Castilla,Chamartín
2537,92.0,28008.0,PRINCESA-ALTAMIRANO,9.0,40.43212256638763,-3.717504576005123,Autobus,Argüelles,Moncloa - Aravaca
2538,56.0,28046.0,Pº CASTELLANA Nº 292-HOSPITAL LA PAZ,5.0,40.47858544138857,-3.6857435201670734,Autobus,Castilla,Chamartín
2539,173.0,28021.0,BERROCAL-SILVINITA,17.0,40.343408879638154,-3.676390585897727,Autobus,Butarque,Villaverde
2540,151.0,28017.0,HNOS.MACHADO-S.JUAN DE LA CUESTA,15.0,40.4320763500357,-3.649085275130085,Autobus,Ventas,Ciudad Lineal
2541,151.0,28017.0,JOSE MARIA PEREDA-S.JUAN DE LA CUESTA,15.0,40.43216492620208,-3.648515035235424,Autobus,Ventas,Ciudad Lineal
2542,141.0,28030.0,AREA INTERMODAL DE PAVONES,14.0,40.399842013828575,-3.635508389667235,Autobus,Pavones,Moratalaz
2543,141.0,28030.0,AREA INTERMODAL DE PAVONES,14.0,40.400211784513274,-3.6352359291819463,Autobus,Pavones,Moratalaz
2544,141.0,28030.0,AREA INTERMODAL DE PAVONES,14.0,40.40034088148325,-3.6351669894036265,Autobus,Pavones,Moratalaz
2545,141.0,28030.0,AREA INTERMODAL DE PAVONES,14.0,40.400171481837454,-3.635413268586533,Autobus,Pavones,Moratalaz
2546,141.0,28030.0,AREA INTERMODAL DE PAVONES,14.0,40.400451510864784,-3.635205441441418,Autobus,Pavones,Moratalaz
2547,93.0,28040.0,CTRA.CASTILLA-CLUB DE CAMPO,9.0,40.437751992909654,-3.7415563620767363,Autobus,Ciudad Universitaria,Moncloa - Aravaca
2548,97.0,28023.0,GOLONDRINA-AV.GALAXIA,9.0,40.4558971358623,-3.784157316655554,Autobus,Aravaca,Moncloa - Aravaca
2549,91.0,28040.0,CTRA.CASTILLA-CLUB DE CAMPO,9.0,40.43784990913553,-3.742111724645409,Autobus,Casa de Campo,Moncloa - Aravaca
2550,208.0,28027.0,LOPEZ ARANDA-GRAL.ARANAZ,20.0,40.44264184033437,-3.638024072093257,Autobus,Salvador,San Blas - Canillejas
2551,205.0,28022.0,MARIA SEVILLA DIAGO-AV.CANILLEJAS,20.0,40.43274823574709,-3.6114954646847313,Autobus,Rosas,San Blas - Canillejas
2552,203.0,28037.0,HNOS.GARCIA NOBLEJAS-AV.ARCENTALES,20.0,40.42441905743992,-3.627655228940051,Autobus,Amposta,San Blas - Canillejas
2553,32.0,28007.0,AV.CDAD.BARCELONA-LUIS MITJANS,3.0,40.39993119358113,-3.672112551308918,Autobus,Adelfas,Retiro
2554,135.0,28038.0,AVDA. PABLO NERUDA,13.0,40.38827894214226,-3.6446895624762057,Autobus,Portazgo,Puente de Vallecas
2555,83.0,28035.0,ISLA DE AROSA-ISLAS CIES,8.0,40.48181067433404,-3.7169054098918735,Autobus,Peñagrande,Fuencarral - El Pardo
2556,151.0,28017.0,FELIX RODRIGUEZ DE LA FUENTE,15.0,40.42087802431593,-3.655183862507548,Autobus,Ventas,Ciudad Lineal
2557,88.0,28049.0,MONASTERIO SILOS-MONASTERIO CAAVEIRA,8.0,40.504840098319825,-3.695980876997338,Autobus,El Goloso,Fuencarral - El Pardo
2558,88.0,28049.0,MONASTERIO SILOS-MONASTERIO SOBRADO,8.0,40.508912976912384,-3.6924595278189214,Autobus,El Goloso,Fuencarral - El Pardo
2559,88.0,28049.0,MONASTERIO ESCORIAL-COLEGIATA CERVATOS,8.0,40.511811910486905,-3.691625007507621,Autobus,El Goloso,Fuencarral - El Pardo
2560,88.0,28049.0,MONASTERIO ESCORIAL-MONAST.SOBRADO,8.0,40.50932756323406,-3.6937920427192794,Autobus,El Goloso,Fuencarral - El Pardo
2561,88.0,28049.0,MONASTERIO ESCORIAL-MONAST.LIEBANA,8.0,40.50716733803499,-3.6955913732824173,Autobus,El Goloso,Fuencarral - El Pardo
2562,123.0,28041.0,AV.ANDALUCIA-GTA.MALAGA,12.0,40.3752346195212,-3.6945909275013884,Autobus,San Fermín,Usera
2563,192.0,28032.0,CORDEL DE PAVONES-LOS JUGLARES,19.0,40.40174073828985,-3.618133231583027,Autobus,Valdebernardo,Vicálvaro
2564,192.0,28032.0,CORDEL DE PAVONES-LOS PINILLAS,19.0,40.39931160753101,-3.6191028581818765,Autobus,Valdebernardo,Vicálvaro
2565,192.0,28032.0,CORDEL DE PAVONES-JOSE PRAT,19.0,40.39742444110091,-3.6198986649068767,Autobus,Valdebernardo,Vicálvaro
2566,151.0,28017.0,AVDA DE DAROCA-MIGUEL DE UNAMUNO,15.0,40.428634514076116,-3.6506593652716184,Autobus,Ventas,Ciudad Lineal
2567,151.0,28017.0,AVDA DE DAROCA-MIGUEL DE UNAMUNO,15.0,40.42880686969209,-3.650448822862573,Autobus,Ventas,Ciudad Lineal
2568,27.0,28045.0,PEDRO BOSCH-MENDEZ ALVARO,2.0,40.396053203498504,-3.679662974466436,Autobus,Atocha,Arganzuela
2569,166.0,28050.0,AV.BURGOS-AV.MANOTERAS,16.0,40.48933116221397,-3.6722596176782103,Autobus,Valdefuentes,Hortaleza
2570,86.0,28050.0,CASTIELLO DE JACA-PTE.DE LA REINA,8.0,40.50294061425918,-3.6758887104506095,Autobus,Valverde,Fuencarral - El Pardo
2571,86.0,28050.0,AV.STO.DOMINGO CALZADA-CASTIELLO DE JACA,8.0,40.5081140484289,-3.6770382647084103,Autobus,Valverde,Fuencarral - El Pardo
2572,86.0,28050.0,SIERRA DE ATAPUERCA-SAN MILLAN COGOLLA,8.0,40.503619219968904,-3.669180112346656,Autobus,Valverde,Fuencarral - El Pardo
2573,86.0,28050.0,SIERRA ATAPUERCA-STO. DOMINGO CALZADA,8.0,40.50548803274653,-3.6669325965369146,Autobus,Valverde,Fuencarral - El Pardo
2574,86.0,28050.0,TIERRA DE MELIDE-SIERRA ATAPUERCA,8.0,40.50799647300151,-3.6646794626116472,Autobus,Valverde,Fuencarral - El Pardo
2575,201.0,28027.0,ALCALA-METRO DE SUANZES,20.0,40.44049411992976,-3.6280795991253463,Autobus,Simancas,San Blas - Canillejas
2576,116.0,28054.0,AVDA. POBLADOS,11.0,40.37327537136962,-3.741153573018956,Autobus,Buenavista,Carabanchel
2577,115.0,28025.0,AV.POBLADOS-BELZUNEGUI,11.0,40.37391054819582,-3.738249128632824,Autobus,Puerta Bonita,Carabanchel
2578,135.0,28038.0,PIO FELIPE-AV.ALBUFERA,13.0,40.39242607135628,-3.653743879881427,Autobus,Portazgo,Puente de Vallecas
2579,104.0,28024.0,AV.PADRE PIQUER Nº 27,10.0,40.39129778652657,-3.7669836780128487,Autobus,Aluche,Latina
2580,211.0,28042.0,MANUEL AGUILAR MUÑOZ-Pº ALAMEDA DE OSUNA,21.0,40.458081793029095,-3.588661741917773,Autobus,Alameda de Osuna,Barajas
2581,211.0,28042.0,MANUEL AGUILAR MUÑOZ-Pº ALAMEDA OSUNA,21.0,40.45790280844172,-3.5887261021591024,Autobus,Alameda de Osuna,Barajas
2582,207.0,28022.0,ALCALA-AV.CANILLEJAS A VICALVARO,20.0,40.44391215487732,-3.616270741119725,Autobus,Canillejas,San Blas - Canillejas
2583,201.0,28022.0,AV.CANILLEJAS A VICALVARO-DIANA,20.0,40.44273454257436,-3.616466579809845,Autobus,Simancas,San Blas - Canillejas
2584,211.0,28042.0,OBENQUE-VELERO,21.0,40.451411048276576,-3.5939612019958465,Autobus,Alameda de Osuna,Barajas
2585,211.0,28042.0,OBENQUE-VELERO,21.0,40.45134902101906,-3.5937862238135385,Autobus,Alameda de Osuna,Barajas
2586,151.0,28017.0,FELIX RODRIGUEZ DE LA FUENTE,15.0,40.420714332603545,-3.655663624989689,Autobus,Ventas,Ciudad Lineal
2587,164.0,28033.0,GRAN VIA HORTALEZA Nº 3,16.0,40.46594559406467,-3.657824850390239,Autobus,Pinar del Rey,Hortaleza
2588,171.0,28021.0,Pº MARIA DROC-SAN DALMACIO,17.0,40.34401583602699,-3.6934233198112785,Autobus,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
2589,25.0,28045.0,MENDEZ ALVARO-ORIANA,2.0,40.39655958220799,-3.6815665452729713,Autobus,Delicias,Arganzuela
2590,24.0,28045.0,MENDEZ ALVARO-EST.SUR DE AUTOBUSES,2.0,40.39476224267175,-3.679627994631757,Autobus,Legazpi,Arganzuela
2591,25.0,28045.0,MENDEZ ALVARO-PEDRO BOSCH,2.0,40.39600236302006,-3.6809847892048353,Autobus,Delicias,Arganzuela
2592,45.0,28006.0,J.ORTEGA Y GASSET-CONDE PEÑALVER,4.0,40.429814884755395,-3.675973085542462,Autobus,Lista,Salamanca
2593,45.0,28006.0,J.ORTEGA Y GASSET-CONDE PEÑALVER,4.0,40.430044629997,-3.675944025264113,Autobus,Lista,Salamanca
2594,45.0,28006.0,CONDE DE PEÑALVER-J.ORTEGA Y GASSET,4.0,40.43036806971104,-3.6754081829415455,Autobus,Lista,Salamanca
2595,45.0,28006.0,J.ORTEGA Y GASSET-FCO.SILVELA,4.0,40.42956227792568,-3.670888340667164,Autobus,Lista,Salamanca
2596,45.0,28006.0,CONDE DE PEÑALVER-JUAN BRAVO,4.0,40.432726754320676,-3.67492345612252,Autobus,Lista,Salamanca
2597,45.0,28006.0,MALDONADO-ALCANTARA,4.0,40.43335690140097,-3.6738887726057463,Autobus,Lista,Salamanca
2598,44.0,28028.0,CARTAGENA-MARQUES AHUMADA,4.0,40.43715055410638,-3.6711131157696406,Autobus,Guindalera,Salamanca
2599,44.0,28028.0,CARTAGENA-MQUES.AHUMADA,4.0,40.43721423609272,-3.6709790349595446,Autobus,Guindalera,Salamanca
2600,42.0,28001.0,GOYA-CONDE DE PEÑALVER,4.0,40.424949804296325,-3.6763975953638575,Autobus,Goya,Salamanca
2601,34.0,28009.0,O´DONNELL-AV.MENENDEZ PELAYO,3.0,40.42157198981935,-3.6794566984543633,Autobus,Ibiza,Retiro
2602,41.0,28001.0,GOYA-PRINCIPE VERGARA,4.0,40.42496897736197,-3.6812476558763687,Autobus,Recoletos,Salamanca
2603,52.0,28002.0,LOPEZ DE HOYOS-CARTAGENA,5.0,40.44287385108413,-3.675655532519903,Autobus,Prosperidad,Chamartín
2604,42.0,28006.0,CONDE DE PEÑALVER-HERMOSILLA,4.0,40.42542055618519,-3.675788479013955,Autobus,Goya,Salamanca
2605,42.0,28009.0,ALCALA-GOYA,4.0,40.425169056825645,-3.6745550439064036,Autobus,Goya,Salamanca
2606,42.0,28009.0,ALCALA-GOYA,4.0,40.42524417396519,-3.67496953241604,Autobus,Goya,Salamanca
2607,52.0,28002.0,CARTAGENA-LOPEZ DE HOYOS,5.0,40.44248785528261,-3.675624895166026,Autobus,Prosperidad,Chamartín
2608,52.0,28002.0,CARTAGENA-LOPEZ DE HOYOS,5.0,40.442495925245474,-3.675810667937976,Autobus,Prosperidad,Chamartín
2609,145.0,28030.0,AV.MEDITERRANEO-PIO FELIPE,14.0,40.397967550573355,-3.645781626421962,Autobus,Fontarrón,Moratalaz
2610,154.0,28027.0,MQUES.DE HOYOS,15.0,40.443202752092645,-3.639232108300668,Autobus,Concepción,Ciudad Lineal
2611,42.0,28009.0,ALCALA-AVENIDA FELIPE II,4.0,40.424467700985865,-3.676624210709858,Autobus,Goya,Salamanca
2612,159.0,28033.0,ARTURO SORIA-ELADIO LOPEZ VILCHES,15.0,40.473267605394696,-3.667675770528781,Autobus,Costillares,Ciudad Lineal
2613,182.0,28031.0,ENRIQUE Gª ALVAREZ-Cº VASARES,18.0,40.38369075127033,-3.6155316868499368,Autobus,Santa Eugenia,Villa de Vallecas
2614,24.0,28045.0,AVENIDA PLANETARIO-PUERTO BEJAR,2.0,40.389071744777326,-3.6871923332231447,Autobus,Legazpi,Arganzuela
2615,23.0,28045.0,PASEO CHOPERA-PZA.LEGAZPI,2.0,40.39200090548657,-3.696042264758048,Autobus,Chopera,Arganzuela
2616,97.0,28023.0,PICO OCEJON-ALMANZORA,9.0,40.46056782037752,-3.790435748566568,Autobus,Aravaca,Moncloa - Aravaca
2617,97.0,28023.0,PICO OCEJON-AV.OSA MAYOR,9.0,40.459151620195264,-3.788321764156948,Autobus,Aravaca,Moncloa - Aravaca
2618,91.0,28040.0,AVENIDA DE SENECA-PASEO RUPERTO CHAPI,9.0,40.4344262323393,-3.732772236307369,Autobus,Casa de Campo,Moncloa - Aravaca
2619,82.0,28035.0,ARROYOFRESNO-AV.C.HERRERA ORIA,8.0,40.47715369606096,-3.741176952896697,Autobus,Fuentelareina,Fuencarral - El Pardo
2620,83.0,28035.0,A.RGUEZ.CASTELAO-GABRIELA MISTRAL,8.0,40.482174123683684,-3.736096354723759,Autobus,Peñagrande,Fuencarral - El Pardo
2621,104.0,28024.0,ILLESCAS-TEMBLEQUE,10.0,40.39280005888156,-3.7609335970673032,Autobus,Aluche,Latina
2622,74.0,28010.0,GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ,7.0,40.434969207729786,-3.695393033923781,Autobus,Almagro,Chamberí
2623,104.0,28024.0,ILLESCAS-TEMBLEQUE,10.0,40.39301428012204,-3.7610756569575816,Autobus,Aluche,Latina
2624,97.0,28023.0,ROSAS DE ARAVACA-ESTACION DE ARAVACA,9.0,40.44912653929941,-3.7835935141631962,Autobus,Aravaca,Moncloa - Aravaca
2625,83.0,28035.0,AV.C.HERRERA ORIA-GASCONES,8.0,40.477073977964096,-3.7381441435287215,Autobus,Peñagrande,Fuencarral - El Pardo
2626,92.0,28008.0,ROMERO ROBLEDO-FERRAZ,9.0,40.43113533377763,-3.722693221306385,Autobus,Argüelles,Moncloa - Aravaca
2627,26.0,28012.0,RONDA DE ATOCHA-Pº STA.Mª CABEZA,2.0,40.40721965144677,-3.694153136219876,Autobus,Palos de Moguer,Arganzuela
2628,116.0,28054.0,MARAVEDI-AV.DEL  EURO,11.0,40.36429410936589,-3.748632871161069,Autobus,Buenavista,Carabanchel
2629,116.0,28054.0,AV.DEL EURO-DURO,11.0,40.365353788980144,-3.7449698727539142,Autobus,Buenavista,Carabanchel
2630,116.0,28054.0,AV.DEL EURO-PESO HISPANO,11.0,40.36677069667768,-3.743183394912564,Autobus,Buenavista,Carabanchel
2631,116.0,28054.0,AV.DEL EURO-DURO,11.0,40.365174830527344,-3.7447794600098567,Autobus,Buenavista,Carabanchel
2632,116.0,28054.0,AV.DEL EURO-PESO HISPANO,11.0,40.36668280179522,-3.7428408636913453,Autobus,Buenavista,Carabanchel
2633,116.0,28054.0,AV.DEL EURO-AGUACATE,11.0,40.36846472966583,-3.741729668562036,Autobus,Buenavista,Carabanchel
2634,116.0,28054.0,AV.DEL EURO-AGUACATE,11.0,40.368240797325775,-3.7415269852572983,Autobus,Buenavista,Carabanchel
2635,116.0,28054.0,AV.DEL EURO-OBOLO,11.0,40.36964781609113,-3.7398698164879485,Autobus,Buenavista,Carabanchel
2636,86.0,28050.0,AV Cº SANTIAGO - VALCARLOS,8.0,40.49697221258327,-3.673563092909756,Autobus,Valverde,Fuencarral - El Pardo
2637,134.0,28018.0,AV.ALBUFERA-AV.RAFAEL ALBERTI,13.0,40.3871708704209,-3.639998799074812,Autobus,Palomeras Sureste,Puente de Vallecas
