Barrio_Nombre;Superficie (Ha.) ;Densidad (hab./Ha.) ;Sexo de la población;Hombres;Mujeres;Edad media de la población;De 0 a 14 años;De 15 a 29;De 30 a 44;De 45 a 64;De 65 a 79;De 80 y + ;De 65 y +;Población en etapa educativa (De 3 a 16 años -16 no incluidos-);Personas con nacionalidad española;Personas con nacionalidad española HOMBRES;Personas con nacionalidad española MUJERES;Personas con nacionalidad extranjera;Personas con nacionalidad extranjera HOMBRES;Personas con nacionalidad extranjera MUJERES;Nº total de hogares;Tamaño medio del hogar;Hogares con una mujer sola >65 años;Hogares con un hombre solo >65 años;Hogares monoparentales: una mujer adulta con uno o más menores;Hogares monoparentales: un hombre adulto con uno o más menores;Tasa bruta de natalidad 2016 (‰);Tasa de crecimiento demográfico 2016 (‰);Esperanza de vida al nacer MUJERES (mortalidad del periodo 2009-2012);Esperanza de vida al nacer HOMBRES (mortalidad del periodo 2009-2012);Esperanza de vida al nacer MUJERES;Esperanza de vida al nacer HOMBRES;Esperanza de vida > 65 años MUJERES;Esperanza de vida > 65 años HOMBRES;Renta neta media anual de los hogares (Urban Audit). 2014;Renta disponible Bruta Per Cápita 2014(a);Crecimiento/decrecimiento Renta Bruta Per Cápita 2014(a)-2008;Pensión media mensual del Distrito HOMBRES (2015);Pensión media mensual del Distrito MUJERES (2015);Número de parados ciudad de Madrid (EPA. 3º trimestre 2017);Hombres ;Mujeres;Paro registrado (nº de personas registradas en SEPE en agosto 2017);Parados de larga duración (agosto 2017);Hombres;Mujeres ;Parados que SÍ perciben prestaciones (agosto 2017);Hombres;Mujeres ;Parados que NO perciben prestaciones (agosto 2017);Hombres;Mujeres ;1.5.1. Población en etapas educativas (01/01/2017);0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);Etapas educativas. Total niños;0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);Etapas educativas. Total niñas;0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);1.5.2. Escolarización de alumnos por tipo de centro (año escolar 2015/16);En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;Total alumnos extranjeros;En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;Total alumnos con necesidades de apoyo educativo;En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;No sabe leer ni escribir o sin estudios;Primaria incompleta;Bachiller Elemental, Graduado Escolar, ESO,Formación profesional 1º grado;Formación profesional 2º grado, Bachiller Superior o BUP;Titulados medios, diplomados, arquitecto o ingeniero técnico;Estudios superiores, licenciado, arquitecto o ingeniero superior, estudios superiores no universitarios, doctorado, estudios postgraduados;Nivel de estudios desconocido y no consta;Casos trabajados por el programa de absentismo municipal (curso escolar 2015-2016);Casos trabajados HOMBRES;Casos trabajados MUJERES;Calidad de vida relacionada con la salud (CVRS) ;Calidad de vida relacionada con la salud (CVRS) HOMBRES;Calidad de vida relacionada con la salud (CVRS) MUJERES;Nº de personas con grado de discapacidad reconocido;Hombres;Mujeres;Mujeres por cada 100 hombres (Feminización de la discapacidad reconocida);Satisfacción de vivir en su barrio ;Calidad de vida actual en su barrio ;Convivencia vecinal;Espacios verdes;Parques infantiles ;Centros culturales;Organización de fiestas y eventos populares;Instalaciones deportivas;Servicios sociales municipales;Percepción de seguridad en Madrid;Percepción de seguridad en el barrio por el día;Percepción de seguridad en el barrio por la noche;1º. Personas orinando en la calle;2º. Residuos por excremento de animales domésticos;3º. Molestias por ruido;Pareja o matrimonio con hijos;Hogar formado por madre con hijos a cargo;Nacido en España;Nacido en un país fuera de la Unión Europea;Dificultad para llegar a fin de mes (% respuesta mucha dificultad + dificultad);Imposibilidad de hacer frente a un gasto imprevisto de 650€;Dificultad para hacer frente a los gastos derivados del suministro energético;Entrevistados que han acudido a Servicios Sociales Municipales para solicitar atención social;Personas atendidas en la Unidad de Primera Atención en Centros de Servicios Sociales;Solicitudes tramitadas de Renta Mínima de Inserción;Perceptores de prestación de la Renta Mínima de Inserción;Beneficiarios de prestaciones sociales de carácter económico;Total prestaciones sociales de carácter económico (€);Personas con Servicio de Ayuda a Domicilio (modalidad auxiliar de hogar);Hombres;Mujeres;Personas socias de los Centros Municipales de Mayores;Hombres;Mujeres ;Familias atendidas por el Equipo de Trabajo con Menores y Familia (ETMF);Demandas de intervención en los Centros de Atención a la Infancia (CAI);Menores atendidos por el Servicio de Ayuda a domicilio a Menores y Familias (SAD) ;Nº de edificios;Nº de viviendas;Nº Total de viviendas (Censo Edificios y Viviendas 2011);Viviendas anteriores a 1980;Estado ruinoso;Estado malo;Estado deficiente;Estado bueno;No consta;Valor catastral medio de los bienes inmuebles: personas físicas (2016);Valor catastral medio de los bienes inmuebles: personas jurídicas (2016);Superficie media de la vivienda (m2) en transacción (2016);Duración media del crédito (meses) en transacción de vivienda (2016);Nº Total de viviendas familiares (Censo Edificios y Viviendas 2011);Principal;Secundaria;Desocupada;Otro tipo;Lanzamientos judiciales practicados (2013);Como consecuencia de ejecuciones hipotecarias;Como consecuencia de la Ley de Arrendamientos Urbanos;Lanzamientos judiciales practicados (2016);Como consecuencia de ejecuciones hipotecarias;Como consecuencia de la Ley de Arrendamientos Urbanos;Partículas suspensión PM2.5 (µgr/m3) -Valor límite: 25 µgr/m3-;Partículas suspensión PM10 (µgr/m3) -Valor límite: 20 µgr/m3-;Dióxido de azufre - SO2 (µgr/m3) -Valor límite: 125 µgr/m3-;Monóxido de carbono - CO2 (mg/m3) -Valor límite: 10 µgr/m3-;Ozono - O3 (µgr/m3) -Valor límite: 120 µgr/m3-;Dióxido de nitrógeno - NO2 (µgr/m3) -Valor límite: 40 µgr/m3-;Temperatura media anual (ºC);kg/habitante/año;kg/habitante/día;Relacionadas con las personas;Relacionadas con la tenencia de armas;Relacionadas con el patrimonio;Relacionadas con la tenencia y consumo de drogas;Expedientes instruidos por Agentes Tutores;Atestados/partes de accidentes de tráfico confeccionados;Total detenidos e investigados;Lesiones;Violencia doméstica;Malos tratos a menores;Abusos y agresiones sexuales;Hurtos;Robo con fuerza o violencia e intimidación;Contra la salud pública;Contra la seguridad vial;Censo electoral;Abstención;Votos blancos;Votos a candidaturas;PP;PSOE;Ahora Madrid;Ciudadanos;Centros de Servicios Sociales;Centros Municipales de Mayores ;Centros de Día de Alzheimer y Físicos;Apartamentos Municipales para Mayores;Residencias de mayores ;Centros de Atención a la Infancia (CAI);Nº de Bibliotecas Municipales;Nº de Bibliotecas Comunidad Madrid;Nº de Centros Culturales;Centros deportivos Municipales;Gestión directa;Gestión indirecta;Superficie deportiva m2 ;Superficie deportiva m2 en cdm gestión directa;Superficie deportiva m2 en cdm gestión indirecta;Instalaciones deportivas básicas (2016);Acceso controlado;m2 de superficie en idb acceso controlado;Acceso libre ;m2 de superficie en idb acceso libre;Campos de fútbol ;Pista de atletismo ;Piscinas cubiertas;Piscinas de verano;Zonas verdes (Ha);"Relación de zona verde (m2)/habitante (deseables 15m2/hab; mínimo 10m2/hab)";Escuelas Infantiles Municipales;Escuelas Infantiles Públicas CAM;Escuelas Infantiles Privadas;Colegios Públicos Infantil y Primaria (+ 3 centros con Secundaria);Institutos Públicos de Educación Secundaria;Colegios Privados Inf. o Pri. o Inf. y Pri.;Colegios Privados Inf., Pri. y Sec. o Pri. y Sec. ;Mercados Municipales;Nº total de asociaciones (2016);Nº de asociaciones de carácter social;Nº de asociaciones de vecinos
Prosperidad;104,01;346,99;36.089;16.133;19.956;46,61;3.867;5.080;8.579;9.757;5.869;2.937;8.806;3.195;32.731;14.667;18.064;3.358;1.466;1.892;15.682;2,30;1.934;478;218;54;8,80;-0,19;85,4;79,9;;;;;42.259,3 €;;;;;;;;1.613;;;;;;;;;;4.101;906;809;1.499;887;2.034;468;398;741;427;2.067;438;411;758;460;;;;;;;;;;;;;598;1.970;5.085;6.202;3.761;11.795;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102.324 €;289.673 €;76;297;18.533;14.197;2.023;2.017;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.600;8.041;224;21.187;9.070;2.226;5.833;2.901;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;1;;;;;;;0;;;
Ciudad Jardín;76,23;240,31;18.319;8.044;10.275;45,94;2.163;2.492;4.426;4.993;2.653;1.592;4.245;1.794;16.308;7.208;9.100;2.011;836;1.175;7.804;2,35;901;219;164;26;9,40;0,31;86,7;79,2;;;;;41.735,8 €;;;;;;;;813;;;;;;;;;;2.285;491;431;845;518;1.177;255;214;452;256;1.108;236;217;393;262;;;;;;;;;;;;;330;1.054;2.765;3.004;1.702;5.878;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114.257 €;271.857 €;74;292;9.072;6.874;568;1.421;209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.501;4.043;97;10.275;4.205;1.113;3.077;1.369;0;1;0;0;0;0;0;0;2;1;1;0;12.350;12.350;0;;;;;;0;0;1;0;;;0;;;;;;;1;;;
Hispanoamérica;171,25;182,46;31.247;13.912;17.335;46,03;4.434;4.078;6.679;8.353;4.679;3.024;7.703;3.723;29.145;13.115;16.030;2.102;797;1.305;12.237;2,55;1.442;373;230;49;9,80;0,07;86,4;81,5;;;;;61.176,7 €;;;;;;;;980;;;;;;;;;;4.674;951;944;1.713;1.066;2.311;496;456;821;538;2.363;455;488;892;528;;;;;;;;;;;;;358;1.164;3.194;4.496;2.808;12.222;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155.609 €;538.972 €;104;285;14.847;10.676;1.643;2.467;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.900;6.526;197;18.092;10.177;1.192;3.167;2.692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Nueva España;179,01;134,69;24.110;10.948;13.162;43,49;3.857;3.464;5.454;6.234;3.281;1.820;5.101;3.271;22.023;10.197;11.826;2.087;751;1.336;8.985;2,68;844;266;143;51;11,08;2,36;86,7;82,4;;;;;77.392,1 €;;;;;;;;631;;;;;;;;;;4.084;813;806;1.542;923;2.081;391;422;799;469;2.003;422;384;743;454;;;;;;;;;;;;;197;626;2.013;3.097;1.938;10.148;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208.157 €;511.084 €;129;289;11.351;7.435;2.424;1.404;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.008;4.548;131;13.279;7.968;733;2.009;2.004;0;0;1;0;0;0;0;0;0;1;0;1;6.172;0;6.172;;;;;;0;0;1;0;;;1;;;;;;;0;;;
Castilla;216,13;76,80;16.598;7.684;8.914;45,34;2.026;2.821;3.400;4.622;2.248;1.481;3.729;1.781;15.276;7.105;8.171;1.322;579;743;6.503;2,55;664;216;76;35;8,00;1,19;87,3;82,4;;;;;55.731,3 €;;;;;;;;580;;;;;;;;;;2.161;380;443;820;518;1.120;207;236;416;261;1.041;173;207;404;257;;;;;;;;;;;;;271;732;1.716;2.360;1.571;6.232;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107.021 €;558.054 €;96;287;7.558;5.581;1.111;668;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.134;3.498;104;9.490;4.756;894;1.900;1.494;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Tetuán;537,47;286,13;153.789;69.660;84.129;44,35;17.590;24.436;40.233;41.050;18.321;12.159;30.480;14.581;127.156;58.011;69.145;26.633;11.649;14.984;65.158;2,36;6.646;1.962;1.124;222;9,83;0,81;86,1;79,7;87,8;81,6;24,7;20,0;32.624,3 €;20.626,7 €;-699,0 €;1.292,1 €;889,5 €;;;;9.094;3.764;1.591;2.173;3.641;1.781;1.860;5.453;2.370;3.083;18.723;4.142;3.421;6.759;4.401;9.582;2.098;1.791;3.464;2.229;9.141;2.044;1.630;3.295;2.172;12.662;6.039;1.763;4.860;2.534;1.071;106;1.357;487;278;0;209;5.512;14.573;33.309;22.507;11.872;35.070;229;236;109;127;20,9;;;8.029;3.750;4.279;114,1;63,5;63,5;65,0;6,0;5,5;6,4;5,8;6,5;6,1;64,8;72,1;50,8;7,0;5,2;5,2;;;;;;;;;7.290;379;840;988;515.277;3.076;632;2.444;12.486;4.536;7.950;437;149;98;5.580;41.085;80.160;56.530;270;1.130;5.940;72.245;580;89.296,4 €;274.447,8 €;73;287;76.191;54.242;7.424;12.523;2.002;;;;;;;;;;;;;;303;0,830;338;61;294;357;32;617;488;;;;;;;;;112.638;39.346;737;72.049;27.458;10.755;21.114;8.389;2;3;7;0;0;1;2;0;4;3;2;1;18.205;9.750;8.455;8;1;5.447;7;17.132;0;0;3;0;65,30;4,25;4;8;15;7;3;1;6;4;90;15;7
Bellas Vistas;71,52;396,54;28.359;12.845;15.514;43,60;3.315;4.753;7.524;7.478;3.299;1.990;5.289;2.799;22.279;10.119;12.160;6.080;2.726;3.354;11.626;2,44;1.248;362;178;39;10,57;0,53;85,9;79,4;;;;;29.189,0 €;;;;;;;;1.617;;;;;;;;;;3.550;751;609;1.353;837;1.848;398;312;686;452;1.702;353;297;667;385;;;;;;;;;;;;;944;2.849;6.748;4.221;2.129;5.547;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.815 €;164.328 €;62;294;14.468;10.458;1.399;2.184;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.799;7.304;133;12.262;4.093;1.998;4.152;1.278;0;2;4;0;0;0;1;0;1;0;0;0;0;0;0;;;;;;0;0;0;0;;;1;;;;;;;0;;;
Cuatro Caminos;118,50;286,39;33.938;15.253;18.685;46,04;3.513;5.211;8.456;8.933;4.851;2.974;7.825;2.864;29.256;13.209;16.047;4.682;2.044;2.638;14.807;2,29;1.737;469;211;54;8,91;0,89;85,7;80,5;;;;;40.897,5 €;;;;;;;;1.507;;;;;;;;;;3.731;867;674;1.314;876;1.925;453;358;659;455;1.806;414;316;655;421;;;;;;;;;;;;;733;2.097;5.646;5.005;2.999;11.221;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.606 €;569.474 €;80;287;18.306;13.199;1.827;2.775;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.240;8.002;210;17.935;8.563;1.886;4.245;2.340;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;0;0;0;0;;;2;;;;;;;2;;;
Castillejos;70,47;283,56;19.982;9.029;10.953;46,96;1.882;2.819;5.134;5.302;3.003;1.842;4.845;1.511;17.139;7.804;9.335;2.843;1.225;1.618;9.112;2,19;1.018;351;118;31;8,80;0,92;86,0;82,3;;;;;44.890,1 €;;;;;;;;901;;;;;;;;;;1.995;484;408;671;432;1.022;252;216;344;210;973;232;192;327;222;;;;;;;;;;;;;397;1.271;3.227;3.101;1.827;6.795;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.708 €;296.521 €;81;275;11.342;7.739;2.102;1.184;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.648;4.824;97;10.663;5.401;1.121;2.220;1.400;0;0;0;0;0;0;0;0;0;1;1;0;4.150;4.150;0;;;;;;0;0;1;0;;;0;;;;;;;0;;;
Almenara;99,94;219,96;21.982;10.020;11.962;45,07;2.534;3.618;5.225;6.025;2.411;2.169;4.580;2.187;19.254;8.835;10.419;2.728;1.185;1.543;9.125;2,41;877;269;203;27;8,78;0,97;85,7;78,9;;;;;27.382,4 €;;;;;;;;1.717;;;;;;;;;;2.730;543;443;1.001;743;1.373;271;236;503;363;1.357;272;207;498;380;;;;;;;;;;;;;1.318;2.935;5.218;2.882;1.426;3.584;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.608 €;149.223 €;82;295;9.052;6.590;623;1.308;531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.650;6.312;85;10.183;3.189;1.988;3.277;1.032;1;0;1;0;0;1;1;0;1;1;0;1;8.455;0;8.455;;;;;;0;0;1;0;;;1;;;;;;;0;;;
Valdeacederas;116,34;216,73;25.214;11.685;13.529;41,86;3.266;4.101;7.208;6.834;2.271;1.534;3.805;2.657;20.214;9.506;10.708;5.000;2.179;2.821;10.414;2,42;821;243;203;33;11,77;1,12;87,3;78,4;;;;;26.530,6 €;;;;;;;;1.613;;;;;;;;;;3.445;788;681;1.241;735;1.758;385;363;654;356;1.687;403;318;587;379;;;;;;;;;;;;;1.238;2.849;6.396;3.611;1.731;3.870;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.139 €;90.741 €;59;293;11.665;8.216;526;2.801;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.657;6.833;90;10.645;2.924;1.949;3.796;1.203;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;2;;;
Berruguete;60,71;400,52;24.314;10.828;13.486;42,69;3.080;3.934;6.686;6.478;2.486;1.650;4.136;2.563;19.014;8.538;10.476;5.300;2.290;3.010;10.074;2,41;945;268;211;38;10,06;0,48;86,0;78,7;;;;;26.856,6 €;;;;;;;;1.466;;;;;;;;;;3.272;709;606;1.179;778;1.656;339;306;618;393;1.616;370;300;561;385;;;;;;;;;;;;;882;2.572;6.074;3.687;1.760;4.053;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.256 €;100.289 €;61;280;11.358;8.040;947;2.271;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.644;6.071;122;10.361;3.288;1.813;3.424;1.136;1;0;0;0;0;0;0;0;1;1;1;0;5.600;5.600;0;;;;;;0;0;1;0;;;0;;;;;;;0;;;
Chamberí;467,92;293,64;137.401;60.197;77.204;46,60;14.387;21.106;32.429;36.174;20.472;12.833;33.305;11.991;123.098;54.074;69.024;14.303;6.123;8.180;60.960;2,25;7.238;1.977;934;189;8,69;-0,10;85,9;80,8;87,3;82,6;24,8;20,6;49.347,6 €;27.119,0 €;632,1 €;1.649,0 €;993,7 €;;;;5.295;2.012;838;1.174;2.312;1.005;1.307;2.983;1.239;1.744;15.263;3.272;2.935;5.482;3.574;7.735;1.676;1.478;2.802;1.779;7.528;1.596;1.457;2.680;1.795;20.659;10.441;4.611;5.607;2.219;1.091;413;715;543;318;3;222;2.153;7.072;17.906;19.508;12.244;52.995;204;28;12;16;19,6;;;6.407;2.794;3.613;129,3;82,8;77,4;72,6;6,3;5,7;6,5;5,7;6,1;6,4;64,7;85,7;72,1;6,4;4,8;4,4;;;;;;;;;2.651;130;143;142;100.682;1.716;361;1.355;10.420;3.352;7.068;187;57;49;0;0;79.780;72.490;35;370;2.290;76.720;365;135.028,6 €;503.311,0 €;87;264;79.502;56.820;9.181;12.953;548;;;;;;;;;;;;;;324;0,888;202;16;230;212;11;646;493;;;;;;;;;111.239;30.604;784;79.336;37.809;7.018;20.691;9.960;1;2;3;0;1;0;0;2;1;1;0;1;26.724;0;26.724;0;0;0;0;0;0;0;1;0;11,35;0,83;1;5;18;6;5;2;14;3;93;12;4
Gaztambide;50,65;442,39;22.406;9.753;12.653;47,58;2.072;3.719;4.967;5.897;3.458;2.293;5.751;1.705;20.094;8.807;11.287;2.312;946;1.366;10.242;2,19;1.328;359;121;23;6,79;-1,03;86,3;80,3;;;;;42.284,8 €;;;;;;;;888;;;;;;;;;;2.185;480;409;763;533;1.122;253;225;389;255;1.063;227;184;374;278;;;;;;;;;;;;;386;1.227;2.993;3.209;2.037;8.480;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.302 €;284.238 €;84;257;14.427;9.981;2.167;2.172;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.487;5.085;144;13.158;6.143;1.191;3.537;1.586;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Arapiles;57,82;418,16;24.179;10.710;13.469;46,51;2.458;3.837;5.792;6.243;3.633;2.216;5.849;2.065;21.638;9.579;12.059;2.541;1.131;1.410;11.064;2,19;1.378;366;184;36;8,96;0,56;85,1;79,9;;;;;40.170,3 €;;;;;;;;932;;;;;;;;;;2.623;558;526;919;620;1.356;284;268;493;311;1.267;274;258;426;309;;;;;;;;;;;;;471;1.473;3.478;3.514;2.103;8.709;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121.263 €;385.429 €;79;273;14.745;10.762;1.265;2.657;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.687;5.673;147;13.758;5.725;1.420;4.284;1.618;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;0;0;0;0;;;1;;;;;;;1;;;
Trafalgar;61,19;400,67;24.516;10.913;13.603;45,44;2.529;3.613;6.693;6.515;3.186;1.980;5.166;2.086;21.577;9.582;11.995;2.939;1.331;1.608;11.580;2,12;1.240;378;195;36;9,30;0,00;85,5;80,5;;;;;39.427,8 €;;;;;;;;1.007;;;;;;;;;;2.685;599;516;944;626;1.370;302;264;490;314;1.315;297;252;454;312;;;;;;;;;;;;;407;1.412;3.300;3.539;2.198;9.386;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;117.119 €;348.112 €;80;271;14.900;10.578;1.200;3.065;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.556;5.670;110;13.690;5.335;1.391;4.602;1.663;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Almagro;93,79;210,01;19.698;8.689;11.009;46,21;2.245;3.008;4.431;5.321;2.916;1.777;4.693;1.867;17.215;7.621;9.594;2.483;1.068;1.415;7.990;2,47;839;263;132;34;9,34;-0,02;85,4;81,6;;;;;69.448,6 €;;;;;;;;557;;;;;;;;;;2.381;514;463;856;548;1.186;262;242;438;244;1.195;252;221;418;304;;;;;;;;;;;;;231;785;2.456;2.603;1.713;7.944;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173.062 €;673.284 €;108;231;10.373;6.938;1.258;2.127;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.371;4.092;112;11.106;6.502;775;2.010;1.350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Ríos Rosas;97,54;274,99;26.823;11.670;15.153;46;2.949;4.061;6.568;6.963;3.860;2.422;6.282;2.410;24.051;10.500;13.551;2.772;1.170;1.602;11.894;2,26;1.380;367;210;36;10,19;0,14;86,4;81,5;;;;;47.942,2 €;;;;;;;;930;;;;;;;;;;3.103;693;614;1.144;652;1.558;354;288;576;340;1.545;339;326;568;312;;;;;;;;;;;;;448;1.395;3.518;3.775;2.324;10.379;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;123.153 €;461.970 €;76;267;14.742;10.849;1.846;1.805;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.669;6.108;157;15.311;7.230;1.452;3.845;2.068;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Vallehermoso;106,92;184,98;19.779;8.462;11.317;48,25;2.134;2.868;3.978;5.235;3.419;2.145;5.564;1.858;18.523;7.985;10.538;1.256;477;779;8.190;2,42;1.073;244;92;24;7,07;-0,34;86,5;81,0;;;;;56.811,9 €;;;;;;;;577;;;;;;;;;;2.286;428;407;856;595;1.143;221;191;416;315;1.143;207;216;440;280;;;;;;;;;;;;;210;780;2.161;2.868;1.869;8.097;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178.492 €;589.131 €;113;281;10.315;7.712;1.445;1.127;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.469;3.976;114;12.313;6.874;789;2.413;1.675;0;0;0;0;0;0;0;0;0;1;0;1;26.724;0;26.724;;;;;;0;0;1;0;;;0;;;;;;;0;;;
Fuencarral - El Pardo;23.783,84;10,04;238.756;112.497;126.259;42,76;40.398;32.147;57.202;59.746;34.767;14.496;49.263;33.854;221.035;104.787;116.248;17.720;7.710;10.010;88.182;2,71;7.243;2.086;2.426;669;11,91;1,38;85,9;81,0;87,1;82,8;24,3;20,6;54.478,6 €;22.469,2 €;-248,7 €;1.522,8 €;946,8 €;;;;9.890;4.131;1.569;2.562;4.014;1.844;2.170;5.876;2.252;3.624;42.482;8.628;9.134;16.105;8.615;21.842;4.444;4.731;8.287;4.380;20.640;4.184;4.403;7.818;4.235;44.849;18.258;9.308;17.283;2.554;683;157;1.714;1.683;920;72;691;7.325;17.336;37.698;33.553;21.242;60.965;149;159;83;76;19,7;;;10.521;5.135;5.386;104,9;72,8;73,7;72,2;6,1;5,5;5,7;5,8;5,9;5,8;65,8;80,4;67,0;7,2;4,2;4,2;;;;;;;;;4.482;262;452;790;299.996;4.071;944;3.127;27.139;10.881;16.258;256;85;49;2.696;26.093;99.260;52.650;125;110;1.890;95.455;1.680;93.628,0 €;497.853,2 €;95;333;82.100;68.082;5.255;7.864;898;;;;;;;;;;;;;;307;0,841;184;30;162;193;5;691;288;;;;;;;;;179.209;49.304;1.477;127.549;50.662;17.338;33.837;18.559;2;6;6;0;0;1;1;1;9;4;4;0;140.043;140.043;0;41;13;122.768;28;37.851;2;0;3;2;593,72;24,87;3;9;48;22;10;5;16;0;125;16;17
El Pardo;18.758,34;0,18;3.394;1.662;1.732;47,96;367;479;751;895;482;420;902;303;3.293;1.617;1.676;101;45;56;1.293;2,62;173;44;15;8;9,16;0,56;82,0;77,6;;;;;36.340 €;;;;;;;;143;;;;;;;;;;389;86;73;143;87;203;38;46;74;45;186;48;27;69;42;;;;;;;;;;;;;176;442;866;639;235;419;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.275 €;3.690.125 €;83; - ;1.737;1.427;109;196;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.967;1.000;21;1.924;951;226;391;241;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
