Barrio_Nombre;Superficie (Ha.) ;Densidad (hab./Ha.) ;Sexo de la población;Hombres;Mujeres;Edad media de la población;De 0 a 14 años;De 15 a 29;De 30 a 44;De 45 a 64;De 65 a 79;De 80 y + ;De 65 y +;Población en etapa educativa (De 3 a 16 años -16 no incluidos-);Personas con nacionalidad española;Personas con nacionalidad española HOMBRES;Personas con nacionalidad española MUJERES;Personas con nacionalidad extranjera;Personas con nacionalidad extranjera HOMBRES;Personas con nacionalidad extranjera MUJERES;Nº total de hogares;Tamaño medio del hogar;Hogares con una mujer sola >65 años;Hogares con un hombre solo >65 años;Hogares monoparentales: una mujer adulta con uno o más menores;Hogares monoparentales: un hombre adulto con uno o más menores;Tasa bruta de natalidad 2016 (‰);Tasa de crecimiento demográfico 2016 (‰);Esperanza de vida al nacer MUJERES (mortalidad del periodo 2009-2012);Esperanza de vida al nacer HOMBRES (mortalidad del periodo 2009-2012);Esperanza de vida al nacer MUJERES;Esperanza de vida al nacer HOMBRES;Esperanza de vida > 65 años MUJERES;Esperanza de vida > 65 años HOMBRES;Renta neta media anual de los hogares (Urban Audit). 2014;Renta disponible Bruta Per Cápita 2014(a);Crecimiento/decrecimiento Renta Bruta Per Cápita 2014(a)-2008;Pensión media mensual del Distrito HOMBRES (2015);Pensión media mensual del Distrito MUJERES (2015);Número de parados ciudad de Madrid (EPA. 3º trimestre 2017);Hombres ;Mujeres;Paro registrado (nº de personas registradas en SEPE en agosto 2017);Parados de larga duración (agosto 2017);Hombres;Mujeres ;Parados que SÍ perciben prestaciones (agosto 2017);Hombres;Mujeres ;Parados que NO perciben prestaciones (agosto 2017);Hombres;Mujeres ;1.5.1. Población en etapas educativas (01/01/2017);0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);Etapas educativas. Total niños;0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);Etapas educativas. Total niñas;0 a 2 años;Infantil (3 a 5 años);Primaria (6 a 11 años);Secundaria (12 a 15 años);1.5.2. Escolarización de alumnos por tipo de centro (año escolar 2015/16);En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;Total alumnos extranjeros;En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;Total alumnos con necesidades de apoyo educativo;En centros PRIVADOS CONCERTADOS;En centros PRIVADOS SIN CONCIERTO;En centros PÚBLICOS;No sabe leer ni escribir o sin estudios;Primaria incompleta;Bachiller Elemental, Graduado Escolar, ESO,Formación profesional 1º grado;Formación profesional 2º grado, Bachiller Superior o BUP;Titulados medios, diplomados, arquitecto o ingeniero técnico;Estudios superiores, licenciado, arquitecto o ingeniero superior, estudios superiores no universitarios, doctorado, estudios postgraduados;Nivel de estudios desconocido y no consta;Casos trabajados por el programa de absentismo municipal (curso escolar 2015-2016);Casos trabajados HOMBRES;Casos trabajados MUJERES;Calidad de vida relacionada con la salud (CVRS) ;Calidad de vida relacionada con la salud (CVRS) HOMBRES;Calidad de vida relacionada con la salud (CVRS) MUJERES;Nº de personas con grado de discapacidad reconocido;Hombres;Mujeres;Mujeres por cada 100 hombres (Feminización de la discapacidad reconocida);Satisfacción de vivir en su barrio ;Calidad de vida actual en su barrio ;Convivencia vecinal;Espacios verdes;Parques infantiles ;Centros culturales;Organización de fiestas y eventos populares;Instalaciones deportivas;Servicios sociales municipales;Percepción de seguridad en Madrid;Percepción de seguridad en el barrio por el día;Percepción de seguridad en el barrio por la noche;1º. Personas orinando en la calle;2º. Residuos por excremento de animales domésticos;3º. Molestias por ruido;Pareja o matrimonio con hijos;Hogar formado por madre con hijos a cargo;Nacido en España;Nacido en un país fuera de la Unión Europea;Dificultad para llegar a fin de mes (% respuesta mucha dificultad + dificultad);Imposibilidad de hacer frente a un gasto imprevisto de 650€;Dificultad para hacer frente a los gastos derivados del suministro energético;Entrevistados que han acudido a Servicios Sociales Municipales para solicitar atención social;Personas atendidas en la Unidad de Primera Atención en Centros de Servicios Sociales;Solicitudes tramitadas de Renta Mínima de Inserción;Perceptores de prestación de la Renta Mínima de Inserción;Beneficiarios de prestaciones sociales de carácter económico;Total prestaciones sociales de carácter económico (€);Personas con Servicio de Ayuda a Domicilio (modalidad auxiliar de hogar);Hombres;Mujeres;Personas socias de los Centros Municipales de Mayores;Hombres;Mujeres ;Familias atendidas por el Equipo de Trabajo con Menores y Familia (ETMF);Demandas de intervención en los Centros de Atención a la Infancia (CAI);Menores atendidos por el Servicio de Ayuda a domicilio a Menores y Familias (SAD) ;Nº de edificios;Nº de viviendas;Nº Total de viviendas (Censo Edificios y Viviendas 2011);Viviendas anteriores a 1980;Estado ruinoso;Estado malo;Estado deficiente;Estado bueno;No consta;Valor catastral medio de los bienes inmuebles: personas físicas (2016);Valor catastral medio de los bienes inmuebles: personas jurídicas (2016);Superficie media de la vivienda (m2) en transacción (2016);Duración media del crédito (meses) en transacción de vivienda (2016);Nº Total de viviendas familiares (Censo Edificios y Viviendas 2011);Principal;Secundaria;Desocupada;Otro tipo;Lanzamientos judiciales practicados (2013);Como consecuencia de ejecuciones hipotecarias;Como consecuencia de la Ley de Arrendamientos Urbanos;Lanzamientos judiciales practicados (2016);Como consecuencia de ejecuciones hipotecarias;Como consecuencia de la Ley de Arrendamientos Urbanos;Partículas suspensión PM2.5 (µgr/m3) -Valor límite: 25 µgr/m3-;Partículas suspensión PM10 (µgr/m3) -Valor límite: 20 µgr/m3-;Dióxido de azufre - SO2 (µgr/m3) -Valor límite: 125 µgr/m3-;Monóxido de carbono - CO2 (mg/m3) -Valor límite: 10 µgr/m3-;Ozono - O3 (µgr/m3) -Valor límite: 120 µgr/m3-;Dióxido de nitrógeno - NO2 (µgr/m3) -Valor límite: 40 µgr/m3-;Temperatura media anual (ºC);kg/habitante/año;kg/habitante/día;Relacionadas con las personas;Relacionadas con la tenencia de armas;Relacionadas con el patrimonio;Relacionadas con la tenencia y consumo de drogas;Expedientes instruidos por Agentes Tutores;Atestados/partes de accidentes de tráfico confeccionados;Total detenidos e investigados;Lesiones;Violencia doméstica;Malos tratos a menores;Abusos y agresiones sexuales;Hurtos;Robo con fuerza o violencia e intimidación;Contra la salud pública;Contra la seguridad vial;Censo electoral;Abstención;Votos blancos;Votos a candidaturas;PP;PSOE;Ahora Madrid;Ciudadanos;Centros de Servicios Sociales;Centros Municipales de Mayores ;Centros de Día de Alzheimer y Físicos;Apartamentos Municipales para Mayores;Residencias de mayores ;Centros de Atención a la Infancia (CAI);Nº de Bibliotecas Municipales;Nº de Bibliotecas Comunidad Madrid;Nº de Centros Culturales;Centros deportivos Municipales;Gestión directa;Gestión indirecta;Superficie deportiva m2 ;Superficie deportiva m2 en cdm gestión directa;Superficie deportiva m2 en cdm gestión indirecta;Instalaciones deportivas básicas (2016);Acceso controlado;m2 de superficie en idb acceso controlado;Acceso libre ;m2 de superficie en idb acceso libre;Campos de fútbol ;Pista de atletismo ;Piscinas cubiertas;Piscinas de verano;Zonas verdes (Ha);"Relación de zona verde (m2)/habitante (deseables 15m2/hab; mínimo 10m2/hab)";Escuelas Infantiles Municipales;Escuelas Infantiles Públicas CAM;Escuelas Infantiles Privadas;Colegios Públicos Infantil y Primaria (+ 3 centros con Secundaria);Institutos Públicos de Educación Secundaria;Colegios Privados Inf. o Pri. o Inf. y Pri.;Colegios Privados Inf., Pri. y Sec. o Pri. y Sec. ;Mercados Municipales;Nº total de asociaciones (2016);Nº de asociaciones de carácter social;Nº de asociaciones de vecinos
Las Acacias;107,34;341,57;36.665;16.906;19.759;45,91;3.860;5.496;8.271;11.212;5.341;2.485;7.826;3.301;34.310;15.759;18.551;2.355;1.147;1.208;15.308;2,40;1.444;382;243;40;7,97;0,15;87,1;81,0;;;;;43.511,8 €;;;;;;;;1.731;;;;;;;;;;4.146;845;719;1.463;1.119;2.112;444;361;729;578;2.034;401;358;734;541;;;;;;;;;;;;;826;2.677;5.420;5.841;3.947;10.713;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.409 €;197.168 €;67;326;16.840;13.439;1.601;1.683;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.298;7.285;188;22.683;7.233;2.685;9.006;2.516;0;0;0;0;0;0;1;0;0;1;1;0;7.000;7.000;0;;;;;;0;0;0;1;;;1;;;;;;;0;;;
La Chopera;56,78;348,09;19.764;8.844;10.920;46,67;2.017;2.649;5.020;5.453;2.783;1.842;4.625;1.613;17.195;7.661;9.534;2.569;1.183;1.386;8.427;2,35;1.073;233;133;22;8,82;-0,78;85,8;80,0;;;;;30.204,6 €;;;;;;;;1.087;;;;;;;;;;2.140;527;418;710;485;1.047;270;196;348;233;1.093;257;222;362;252;;;;;;;;;;;;;694;1.996;4.671;3.403;1.694;3.874;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.624 €;182.795 €;70;293;10.078;8.152;780;1.075;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.745;4.878;91;10.705;3.476;1.595;4.111;925;1;1;2;0;0;0;0;0;3;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Legazpi;141,45;133,89;18.938;9.255;9.683;37,47;3.708;2.428;5.700;5.626;1.074;402;1.476;3.047;17.639;8.635;9.004;1.299;620;679;7.391;2,56;214;80;212;47;15,59;2,89;85,5;80,0;;;;;46.590,5 €;;;;;;;;717;;;;;;;;;;3.898;851;821;1.408;818;1.998;437;447;707;407;1.900;414;374;701;411;;;;;;;;;;;;;195;661;1.966;2.539;2.153;6.135;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.769 €;184.147 €;104;358;3.404;2.660;186;558;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.209;3.229;121;9.786;2.584;1.042;3.888;1.715;0;0;1;0;0;0;0;0;0;1;1;0;7.184;7.184;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Las Delicias;105,47;258,50;27.263;12.694;14.569;42,73;3.858;3.728;7.326;7.803;2.921;1.627;4.548;3.187;24.354;11.339;13.015;2.909;1.355;1.554;11.405;2,39;991;304;229;60;10,22;0,55;86,7;79,5;;;;;37.964,1 €;;;;;;;;1.297;;;;;;;;;;4.077;890;772;1.485;930;2.078;470;413;724;471;1.999;420;359;761;459;;;;;;;;;;;;;577;1.853;4.587;4.106;2.731;7.391;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.965 €;355.150 €;76;289;11.398;8.544;932;1.632;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.452;5.726;107;14.515;4.569;1.839;5.497;1.827;0;0;0;0;0;0;0;0;0;1;1;0;11.866;11.866;0;;;;;;0;0;0;0;;;1;;;;;;;0;;;
Palos de Moguer;64,84;394,48;25.580;11.837;13.743;45,67;2.455;3.767;6.896;7.257;3.164;2.041;5.205;2.016;22.021;10.092;11.929;3.558;1.744;1.814;11.646;2,20;1.272;367;153;19;7,80;-0,42;85,9;79,8;;;;;32.217,6 €;;;;;;;;1.422;;;;;;;;;;2.576;560;489;970;557;1.312;282;277;463;290;1.264;278;212;507;267;;;;;;;;;;;;;758;2.209;4.904;4.033;2.389;6.926;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.777 €;267.117 €;63;295;13.852;10.359;1.401;1.954;138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.248;6.333;113;13.709;4.445;1.653;5.536;1.409;0;1;1;0;0;0;0;0;1;1;1;0;4.900;4.900;0;;;;;;0;0;1;0;;;1;;;;;;;1;;;
Atocha;73,57;15,07;1.109;543;566;38;230;158;238;379;77;27;104;209;1.064;527;537;45;16;29;420;2,64;18;4;13;6;11,71;-0,18;80,2;76,8;;;;;36.648,6 €;;;;;;;;65;;;;;;;;;;247;38;38;97;74;135;21;17;51;46;112;17;21;46;28;;;;;;;;;;;;;20;63;192;196;105;188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;155.483;1.016.858; - ; - ;619;452;67;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;789;197;7;584;138;80;241;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Retiro;546,62;216,82;118.516;53.656;64.860;46,93;14.003;16.058;25.602;32.915;19.543;10.395;29.938;11.969;110.484;50.280;60.204;8.032;3.376;4.656;48.253;2,46;5.518;1.384;756;205;8,25;-0,04;86,5;80,8;87,9;83,0;24,4;20,8;54.250,4 €;26.806,1 €;663,2 €;1.632,6 €;1.052,9 €;;;;4.504;1.801;727;1.074;1.920;917;1.003;2.584;1.064;1.520;14.891;2.922;2.981;5.483;3.505;7.520;1.487;1.494;2.779;1.760;7.371;1.435;1.487;2.704;1.745;16.706;9.009;2.234;5.463;842;153;32;657;273;124;11;138;2.137;6.643;15.623;18.917;12.132;39.443;148;18;6;12;19,6;;;5.747;2.616;3.131;119,7;82,5;77,9;71,7;7,1;6,2;7,2;6,1;6,9;6,9;67,0;83,6;67,2;6,2;4,2;3,9;;;;;;;;;2217;55;130;140;110.008;1200;191;1.009;13361;4.760;8.601;187;50;3;0;0;56595;43.185;45;255;445;54.950;900;134.443,9 €;485.913,0 €;95;285;53.985;44.845;3.156;4.443;1.541;;;;;;;;;;;;;;291;0,797;115;27;199;142;2;645;331;;;;;;;;;97.239;24.587;753;71.481;31.433;6.659;20.456;9.105;1;2;4;1;0;0;1;1;5;4;3;1;69.266;59.846;9.420;10;1;10.430;9;25.245;1;0;1;0;154,2;13,01;1;1;17;6;3;6;9;2;71;9;4
Pacífico;75,83;443,51;33.629;15.008;18.621;47,12;3.515;4.834;7.303;9.815;5.207;2.955;8.162;2.989;30.981;13.869;17.112;2.648;1.139;1.509;14.592;2,30;1.784;428;247;64;7,39;-0,25;86,9;80,5;;;;;40.850,6 €;;;;;;;;1.347;;;;;;;;;;3.753;764;705;1.334;950;1.827;385;346;654;442;1.926;379;359;680;508;;;;;;;;;;;;;691;2.268;4.981;5.736;3.615;10.065;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96.830 €;236.267 €;72;275;16.761;13.819;1.037;1.321;584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.849;7.312;206;20.202;7.901;2.229;6.537;2.430;0;1;1;0;0;0;0;1;1;2;1;1;18.916;9.496;9.420;;;;;;0;0;1;0;;;1;;;;;;;1;;;
Adelfas;64,08;283,23;18.149;8.329;9.820;44,71;2.355;2.406;4.437;5.299;2.472;1.180;3.652;2.014;16.962;7.787;9.175;1.187;542;645;7.464;2,43;661;167;121;35;9,37;1,21;85,3;79,3;;;;;44.308,4 €;;;;;;;;840;;;;;;;;;;2.493;479;499;918;597;1.237;240;227;472;298;1.256;239;272;446;299;;;;;;;;;;;;;424;1.226;2.674;2.938;1.889;5.224;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91.164 €;187.901 €;87;287;7.277;5.819;322;823;313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.284;3.558;131;10.521;3.777;1.235;3.540;1.413;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
La Estrella;102,55;225,86;23.163;10.735;12.428;48,33;2.792;2.953;4.573;5.897;4.871;2.077;6.948;2.461;22.337;10.398;11.939;826;337;489;8.599;2,69;933;233;106;28;6,86;-0,16;86,9;83,5;;;;;57.297,1 €;;;;;;;;725;;;;;;;;;;2.969;508;606;1.150;705;1.543;274;296;607;366;1.426;234;310;543;339;;;;;;;;;;;;;352;1.107;2.790;3.677;2.592;8.029;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;127.300 €;350.252 €;109;307;9.428;8.342;429;535;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.531;4.345;162;14.943;7.055;1.280;3.903;1.856;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Ibiza;49,20;433,91;21.347;9.361;11.986;47,08;2.502;2.825;4.834;5.872;3.170;2.144;5.314;2.071;19.382;8.554;10.828;1.965;807;1.158;9.223;2,31;1.195;293;159;41;9,68;-0,40;86,0;78,6;;;;;44.355,8 €;;;;;;;;792;;;;;;;;;;2.644;573;547;972;552;1.342;279;286;493;284;1.302;294;261;479;268;;;;;;;;;;;;;409;1.238;2.912;3.360;1.957;7.338;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164.635 €;543.521 €;90;281;11.003;9.030;809;980;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.429;4.923;115;12.330;5.356;1.060;3.655;1.555;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Los Jerónimos;190,64;37;7.053;3.302;3.751;48,10;751;913;1.520;1.979;1.138;752;1.890;610;6.387;3.030;3.357;666;272;394;2.805;2,51;305;106;39;14;9,09;0,31;86,9;82,8;;;;;68.950,4 €;;;;;;;;192;;;;;;;;;;797;187;157;283;170;417;107;84;133;93;380;80;73;150;77;;;;;;;;;;;;;109;298;832;1.114;666;2.756;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;321.292 €;1.852.005 €;146;257;3.460;2.619;183;478;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.784;1.610;33;4.122;2.319;268;862;508;0;0;0;0;0;0;1;0;2;2;2;0;50.350;50.350;0;;;;;;1;0;0;0;;;0;;;;;;;0;;;
Niño Jesús;64,33;235,90;15.175;6.921;8.254;46,26;2.088;2.127;2.935;4.053;2.685;1.287;3.972;1.824;14.435;6.642;7.793;740;279;461;5.570;2,72;640;157;84;23;8,55;-0,49;86,2;81,0;;;;;69.740,4 €;;;;;;;;402;;;;;;;;;;2.235;411;467;826;531;1.154;202;255;420;277;1.081;209;212;406;254;;;;;;;;;;;;;152;506;1.434;2.092;1.413;6.031;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208.147 €;396.089 €;121;296;6.056;5.216;376;306;158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.362;2.839;106;9.363;5.025;587;1.959;1.343;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Salamanca;539,24;266,67;143.800;63.241;80.559;46,38;15.637;22.240;32.955;38.491;21.189;13.288;34.477;13.006;126.722;56.039;70.683;17.078;7.202;9.876;62.100;2,32;7.176;2.002;926;219;8,91;0,39;86,5;81,2;87,4;83,5;24,3;21,0;57.372,0 €;27.560 €;-280,2 €;1.667,0 €;1.046,4 €;;;;5.342;2.108;839;1.269;2.384;1.055;1.329;2.958;1.185;1.773;16.612;3.606;3.176;5.852;3.978;8.330;1.796;1.594;2.962;1.978;8.282;1.810;1.582;2.890;2.000;19.173;12.972;3.039;3.162;1.154;553;93;508;332;259;1;72;2.142;6.790;17.798;22.208;13.169;54.092;201;18;10;8;19,6;;;6.298;2.697;3.601;133,5;80,8;78,5;73,6;6,7;6,4;6,4;5,7;6,0;6,0;64,5;82,5;71,1;5,9;3,9;3,6;;;;;;;;;4.340;124;114;257;198.975;1.612;299;1.313;10.230;3.207;7.023;173;51;45;0;0;83.575;76.295;70;265;1.255;80.955;1.035;162.041,3 €;565.989,8 €;101;261;79.785;55.055;11.590;11.769;1.371;;;;;;;;;;;;;;352;0,964;141;16;522;196;17;949;864;;;;;;;;;114.216;32.490;808;80.440;42.482;6.812;16.893;10.471;1;2;5;0;1;0;1;1;5;3;1;2;11.221;4.650;6.571;4;4;14.610;0;0;0;0;3;0;43,42;3,02;1;1;10;3;2;4;12;3;89;14;3
Recoletos;87,31;177,68;15.514;6.949;8.565;45,77;1.764;2.514;3.369;4.356;2.321;1.190;3.511;1.447;13.275;6.035;7.240;2.239;914;1.325;6.623;2,34;603;269;102;36;9,87;0,19;86,3;81,3;;;;;82.755,0 €;;;;;;;;382;;;;;;;;;;1.887;440;346;658;443;967;231;172;344;220;920;209;174;314;223;;;;;;;;;;;;;118;455;1.481;2.136;1.214;6.958;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264.231 €;811.850 €;161;213;8.984;5.457;1.593;1.835;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.027;3.446;102;8.442;5.515;487;985;1.150;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Goya;77,03;380,02;29.273;12.638;16.635;46,34;3.071;4.586;6.765;7.942;4.363;2.546;6.909;2.503;25.829;11.232;14.597;3.444;1.406;2.038;13.074;2,24;1.542;435;193;47;9,25;0,57;86,6;79,8;;;;;47.231,7 €;;;;;;;;1.097;;;;;;;;;;3.268;765;640;1.085;778;1.664;383;332;551;398;1.604;382;308;534;380;;;;;;;;;;;;;443;1.356;3.620;4.440;2.571;11.358;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160.774 €;528.749 €;86;265;17.624;11.948;2.631;2.896;149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.408;7.144;165;16.027;8.198;1.416;3.458;2.191;0;0;1;0;0;0;0;0;0;1;0;1;3.725;0;3.725;;;;;;0;0;1;0;;;0;;;;;;;0;;;
Fuente del Berro;85,26;241,44;20.585;9.000;11.585;47,01;2.188;2.803;4.961;5.535;3.136;1.962;5.098;1.881;18.374;8.081;10.293;2.211;919;1.292;9.095;2,26;1.136;292;154;29;8,13;-0,70;86,1;80,9;;;;;39.343,3 €;;;;;;;;854;;;;;;;;;;2.342;461;429;852;600;1.147;234;195;422;296;1.195;227;234;430;304;;;;;;;;;;;;;409;1.380;3.251;3.394;2.106;6.342;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.061 €;277.638 €;72;295;11.179;8.328;1.121;1.660;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.789;4.800;124;11.775;4.888;1.348;3.405;1.505;0;1;1;0;0;0;0;0;2;1;0;1;2.846;0;2.846;;;;;;0;0;1;0;;;0;;;;;;;0;;;
Guindalera;160,28;253,65;40.655;18.322;22.333;47,01;4.399;5.884;9.300;10.941;5.828;4.303;10.131;3.707;36.873;16.629;20.244;3.782;1.693;2.089;17.282;2,35;2.028;485;256;50;8,14;0,51;86,8;82,2;;;;;44.887,6 €;;;;;;;;1.622;;;;;;;;;;4.656;949;874;1.687;1.146;2.415;481;460;892;582;2.241;468;414;795;564;;;;;;;;;;;;;696;2.085;5.276;6.681;4.151;14.054;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116.023 €;231.155 €;83;292;20.537;15.169;2.425;2.453;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.874;8.838;224;23.654;11.280;2.142;5.885;3.070;1;1;3;0;1;0;1;1;1;1;1;0;4.650;4.650;0;;;;;;0;0;1;0;;;1;;;;;;;1;;;
Lista;52,02;399,01;20.757;8.889;11.868;45,95;2.296;3.383;4.862;5.255;3.081;1.880;4.961;1.891;17.987;7.784;10.203;2.770;1.105;1.665;9.130;2,27;1.164;292;153;37;9,91;0,60;86,7;81,6;;;;;46.932,6 €;;;;;;;;715;;;;;;;;;;2.417;526;486;852;553;1.154;252;227;417;258;1.263;274;259;435;295;;;;;;;;;;;;;280;923;2.407;3.145;1.860;8.075;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;154.381 €;425.828 €;95;281;12.254;8.304;1.956;1.608;386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.136;4.700;106;11.248;6.141;920;2.247;1.452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
Castellana;77,34;220,02;17.016;7.443;9.573;45,25;1.919;3.070;3.698;4.462;2.460;1.407;3.867;1.577;14.384;6.278;8.106;2.632;1.165;1.467;6.896;2,47;703;229;68;20;9,04;1,03;86,4;80,8;;;;;83.081,7 €;;;;;;;;413;;;;;;;;;;2.042;465;401;718;458;983;215;208;336;224;1.059;250;193;382;234;;;;;;;;;;;;;196;591;1.763;2.412;1.267;7.305;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;265.458 €;718.242 €;127;237;9.207;5.849;1.864;1.317;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.982;3.562;87;9.294;6.460;499;913;1.103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;1;;;
Chamartín;917,55;156,31;143.424;64.398;79.026;45,45;18.674;20.766;32.106;38.660;21.013;12.205;33.218;15.679;130.699;59.287;71.412;12.725;5.111;7.614;57.252;2,51;6.309;1.734;905;245;9,75;0,57;86,3;81,1;87,7;83,0;24,5;20,9;65.216,0 €;27.561,9 €;428,2 €;1.665,8 €;1.043,6 €;;;;5.141;2.086;863;1.223;2.297;1.038;1.259;2.844;1.174;1.670;19.777;4.098;3.928;7.269;4.482;9.971;2.098;1.977;3.653;2.243;9.806;2.000;1.951;3.616;2.239;36.509;16.698;12.299;7.512;1.912;519;680;713;890;557;141;192;1.936;6.029;16.410;21.464;13.047;53.375;382;34;19;15;19,6;;;6.017;2.784;3.233;116,1;74,3;75,4;69,0;6,3;5,9;6,1;5,3;6,1;5,9;61,7;76,6;63,6;5,8;4,2;4,0;;;;;;;;;4.549;97;153;182;93.108;1.341;279;1.062;10.692;3.637;7.055;195;49;21;32;800;72.120;59.855;120;175;1.635;69.735;460;151.135,9 €;504.058,3 €;99;286;68.760;49.798;9.265;8.816;881;;;;;;;;;;;;;;305;0,836;154;21;361;170;9;904;572;;;;;;;;;113.157;30.070;849;81.789;42.650;6.667;16.975;11.660;2;3;3;0;0;0;2;0;2;2;1;1;18.522;12.350;6.172;14;1;3.436;13;15.225;0;0;2;0;56,13;3,91;2;6;24;8;3;12;22;3;68;10;8
El Viso;170,92;99,82;17.061;7.677;9.384;44,22;2.327;2.831;3.568;4.701;2.283;1.351;3.634;1.915;15.216;6.995;8.221;1.845;682;1.163;6.041;2,82;524;182;74;30;11,91;0,25;86,6;82,2;;;;;113.001,0 €;;;;;;;;372;;;;;;;;;;2.472;557;495;850;570;1.248;281;251;424;292;1.224;276;244;426;278;;;;;;;;;;;;;182;483;1.637;2.305;1.267;7.100;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;317.750 €;729.868 €;153;242;7.399;5.035;1.496;839;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.014;3.414;96;9.466;6.474;509;989;1.200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;;0;;;;;;;0;;;
